Version,ZTF_Name,z_sntemplate,z_rlap,z_snid,z_snid_err,z_level,rank_1,sntemplate_1,rlap_1,c_snid_1,z_snid_1,z_snid_err_1,age_1,age_flag_1,rank_2,sntemplate_2,rlap_2,c_snid_2,z_snid_2,z_snid_err_2,age_2,age_flag_2,rank_3,sntemplate_3,rlap_3,c_snid_3,z_snid_3,z_snid_err_3,age_3,age_flag_3,rank_4,sntemplate_4,rlap_4,c_snid_4,z_snid_4,z_snid_err_4,age_4,age_flag_4,rank_5,sntemplate_5,rlap_5,c_snid_5,z_snid_5,z_snid_err_5,age_5,age_flag_5
ZTF20aamksoq_20200218_P60_v1.ascii,ZTF20aamksoq,sn2007af,17.39,0.0742,0.003,1,1,sn2007af,17.39,Ia-norm,0.0742,0.003,3.3,0,2,sn2007bc,17.21,Ia-norm,0.0725,0.0031,4.3,0,4,sn2006al,16.35,Ia-norm,0.0758,0.0032,5.4,0,5,sn1995E,15.85,Ia-norm,0.0757,0.0033,5.9,0,40,sn99ac,12.24,Ia-91T,0.0851,0.0047,0.8,0
ZTF20aamkyyx_20200214_P60_v1.ascii,ZTF20aamkyyx,sn1989B,8.07,0.0463,0.0068,1,1,sn1989B,8.07,Ia-norm,0.0463,0.0068,-7.2,0,3,sn1996bl,8.06,Ia-norm,0.0496,0.007,-2.2,0,4,sn2007ci,7.5,Ia-norm,0.0483,0.0069,-6.1,0,14,sn2005hj,7.11,Ia-91T,0.044,0.0081,2.4,0,85,SSS120810-23,5.97,Ic-SLSN,0.0652,0.0143,56.58,0
ZTF20aamkyyx_20200214_P60_v2.ascii,ZTF20aamkyyx,sn2003ic,6.48,0.0484,0.0076,1,1,sn2003ic,6.48,Ia-norm,0.0484,0.0076,3.4,0,3,sn2006cc,6.06,Ia-norm,0.0507,0.0078,-9.7,0,4,sn2006cj,6.05,Ia-norm,0.0466,0.0082,5.4,0,11,sn2005hj,5.52,Ia-91T,0.0449,0.0105,-4.3,0,12,sn08in,5.49,II-norm,0.0321,0.0065,113.0,0
ZTF20aamlerx_20200225_P60_v1.ascii,ZTF20aamlerx,kcSB3,11.15,0.0355,0.0023,1,1,kcSB3,11.15,Gal,0.0355,0.0023,-99.9,2,2,kcSB5,10.57,Gal,0.0349,0.0024,-99.9,2,3,kcSB6,10.4,Gal,0.0347,0.0024,-99.9,2,5,agn,9.9,AGN,0.0346,0.0031,-99.9,2,7,sn06bc,8.78,II-norm,0.0342,0.0031,9.0,0
ZTF20aamlerx_20200226_P200_v1.ascii,ZTF20aamlerx,kcSB6,13.69,0.0348,0.0013,1,1,kcSB6,13.69,Gal,0.0348,0.0013,-99.9,2,2,kcSB3,12.99,Gal,0.0356,0.0014,-99.9,2,3,kcSB5,12.74,Gal,0.035,0.0014,-99.9,2,5,sn06bc,12.01,II-norm,0.0346,0.0016,9.0,0,6,PTF11rks,11.52,Ic-SLSN,0.419,0.0015,47.61,0
ZTF20aamlerx_20200303_P60_v1.ascii,ZTF20aamlerx,sn09au,5.85,0.0335,0.0048,1,1,sn09au,5.85,II-norm,0.0335,0.0048,27.0,0,2,sn2005cs,5.58,II-norm,0.0321,0.0044,188.6,0,3,sn06bc,5.45,II-norm,0.0346,0.0044,9.0,0,10,ASASSN14ae,4.91,TDE,0.0256,0.0104,73.0,1,17,PTF11rks,4.74,Ic-SLSN,0.4188,0.0042,47.61,0
ZTF20aamlmec_20200212_P60_v1.ascii,ZTF20aamlmec,sn1990O,7.61,0.2989,0.0103,0,1,sn1990O,7.61,Ia-norm,0.2989,0.0103,-7.6,0,3,sn94D,7.45,Ia-norm,0.3045,0.0114,-10.6,0,7,sn2001da,7.27,Ia-norm,0.2917,0.0112,-1.0,0,22,sn2006oa,6.25,Ia-91T,0.2833,0.0143,-2.0,0,57,sn2009iz,4.97,Ib-norm,0.2768,0.0165,-13.6,0
ZTF20aamlmec_20200218_P60_v1.ascii,ZTF20aamlmec,PTF10bzf,7.08,0.2982,0.014,0,1,PTF10bzf,7.08,Ic-BL,0.2982,0.014,7.0,0,2,sn2012ap,6.67,Ic-BL,0.284,0.0121,4.0,0,3,sn2013dx,6.47,Ic-BL,0.2971,0.0127,1.3,0,4,sn83V,6.43,Ic-norm,0.2905,0.0115,-4.0,0,5,sn2005hg,6.32,Ib-norm,0.2729,0.01,-12.29,0
ZTF20aammbrw_20200219_P60_v1.ascii,ZTF20aammbrw,sn2006cf,16.54,0.0632,0.0035,1,1,sn2006cf,16.54,Ia-norm,0.0632,0.0035,1.8,0,2,sn2005na,16.28,Ia-norm,0.0628,0.0034,3.4,0,4,sn2007A,15.61,Ia-norm,0.0627,0.0035,4.5,0,7,sn2006cj,15.08,Ia-norm,0.0652,0.0038,4.4,0,82,sn1998es,10.22,Ia-91T,0.0644,0.0057,1.5,0
ZTF20aammdfk_20200217_P60_v1.ascii,ZTF20aammdfk,sn2005cs,5.11,0.0954,0.0054,1,1,sn2005cs,5.11,II-norm,0.0954,0.0054,172.7,0,2,sn2008ax,5.08,IIb,0.0909,0.0104,-13.0,0,4,sn2008aq,5.01,IIb,0.0847,0.0139,1.0,1,5,sn1995F,4.89,Ic-norm,0.0817,0.0107,0.0,1,10,sn2008am,4.83,IIn,0.0986,0.0055,352.0,0
ZTF20aammdfk_20200218_P60_v1.ascii,ZTF20aammdfk,sn2008am,5.14,0.0988,0.0046,1,1,sn2008am,5.14,IIn,0.0988,0.0046,22.0,0,2,lbv01ac,4.3,LBV,0.0991,0.0047,-99.9,2,3,lbv2001ac,4.3,LBV,0.0991,0.0047,-99.9,2,4,agn,4.26,AGN,0.0987,0.005,-99.9,2,5,sn1987A,4.2,II-norm,0.1002,0.0054,687.4,0
ZTF20aammdfk_20200221_P60_v1.ascii,ZTF20aammdfk,sn2006ak,5.29,0.7132,0.0077,0,1,sn2006ak,5.29,Ia-norm,0.7132,0.0077,7.3,0,2,sn2008ar,4.7,Ia-norm,0.7053,0.0083,5.0,0,4,sn2007cl,4.47,Ic-norm,0.6976,0.0108,-6.4,0,5,sn94D,4.46,Ia-norm,0.7422,0.0142,-10.6,0,20,sn2007S,4.07,Ia-91T,0.7099,0.0104,6.2,0
ZTF20aammdfk_20200224_P60_v1.ascii,ZTF20aammdfk,sn97ef,4.78,0.3987,0.0063,0,1,sn97ef,4.78,Ic-BL,0.3987,0.0063,75.0,0,5,sn2004gt,3.77,Ic-norm,0.3988,0.0087,100.49,0,6,sn2007I,3.69,Ic-BL,0.4039,0.0097,63.0,1,7,PTF09atu,3.68,Ic-SLSN,0.9026,0.0092,-19.65,0,8,sn1991A,3.67,Ic-norm,0.3987,0.0097,61.4,1
ZTF20aammdfk_20200225_P200_v1.ascii,ZTF20aammdfk,kcSc,8.08,0.097,0.0026,0,1,kcSc,8.08,Gal,0.097,0.0026,-99.9,2,2,kcSB4,7.57,Gal,0.0969,0.0026,-99.9,2,3,kcSB5,7.03,Gal,0.097,0.0028,-99.9,2,4,sn2009jf,6.4,Ib-norm,0.5714,0.0134,-15.0,0,9,agn,5.84,AGN,0.0976,0.0043,-99.9,2
ZTF20aammgop_20200219_P60_v1.ascii,ZTF20aammgop,sn2006S,15.19,0.0385,0.0045,1,1,sn2006S,15.19,Ia-norm,0.0385,0.0045,-5.5,0,4,sn2008Z,13.19,Ia-norm,0.0368,0.0049,-4.3,0,5,sn1998es,12.65,Ia-91T,0.0333,0.0046,-0.5,0,6,sn2007F,12.48,Ia-norm,0.0361,0.0049,-5.7,0,9,sn2006cf,11.94,Ia-norm,0.031,0.0045,4.7,0
ZTF20aammhli_20200211_P60_v1.ascii,ZTF20aammhli,sn01el,5.85,0.0312,0.008,1,1,sn01el,5.85,Ia-norm,0.0312,0.008,-3.7,0,3,sn06aj,5.25,Ic-BL,0.0382,0.0184,-3.4,0,5,sn2005cg,4.99,Ia-norm,0.028,0.0083,-4.0,0,8,PTF10qts,4.81,Ic-BL,0.0078,0.0097,17.1,0,10,sn2009mg,4.73,IIb,0.001,0.0138,-4.1,0
ZTF20aammicx_20200215_P60_v1.ascii,ZTF20aammicx,sn1991M,6.65,0.7404,0.0079,0,1,sn1991M,6.65,Ia-norm,0.7404,0.0079,111.8,0,3,sn06os,6.46,Ia-norm,0.7677,0.008,8.68,0,4,sn2007co,6.35,Ia-norm,0.7676,0.0083,10.5,0,5,sn2007ru,6.32,Ic-BL,0.7859,0.0098,35.96,0,8,sn2007S,6.27,Ia-91T,0.7641,0.0082,13.1,0
ZTF20aammicx_20200219_P60_v1.ascii,ZTF20aammicx,sn01eh,8.69,0.0869,0.0084,1,1,sn01eh,8.69,Ia-norm,0.0869,0.0084,-5.63,0,5,sn99ee,7.5,Ia-norm,0.0931,0.0095,-6.7,0,9,sn2006gr,7.11,Ia-norm,0.0988,0.0104,-6.0,0,13,sn2006ep,6.92,Ib-norm,0.0711,0.0104,10.5,0,15,sn1995F,6.77,Ic-norm,0.0744,0.0098,0.2,1
ZTF20aammnnm_20200216_P60_v1.ascii,ZTF20aammnnm,sn2006le,10.6,0.1175,0.0075,1,1,sn2006le,10.6,Ia-norm,0.1175,0.0075,-6.8,0,2,sn2006gr,10.5,Ia-norm,0.1267,0.0081,-9.8,0,3,sn99ee,10.45,Ia-norm,0.1179,0.0072,-8.6,0,8,sn1990N,9.67,Ia-norm,0.124,0.0083,-14.2,0,31,sn2005eq,7.5,Ia-91T,0.1028,0.0082,-3.5,0
ZTF20aammnnm_20200216_P60_v2.ascii,ZTF20aammnnm,sn99aa,10.25,0.1157,0.0056,1,1,sn99aa,10.25,Ia-norm,0.1157,0.0056,-0.6,0,2,sn99ee,10.06,Ia-norm,0.116,0.0068,-6.7,0,4,sn2006cc,9.63,Ia-norm,0.1098,0.0063,-9.7,0,5,sn1998es,9.37,Ia-91T,0.1063,0.0061,-7.3,0,7,sn2005eu,8.89,Ia-norm,0.0987,0.0071,8.3,0
ZTF20aammtwx_20200211_LT_v1.ascii,ZTF20aammtwx,sn2009jf,4.29,0.025,0.0111,1,1,sn2009jf,4.29,Ib-norm,0.025,0.0111,11.0,0,2,sn2007ax,4.26,Ia-91bg,0.0282,0.0079,15.9,0,3,sn2004gk,4.22,Ic-norm,0.0302,0.012,6.0,1,4,sn2004gk,4.21,Ic-norm,0.0303,0.0118,9.0,1,7,sn2006ck,4.1,Ic-norm,0.0293,0.0091,5.0,1
ZTF20aammtwx_20200211_LT_v2.ascii,ZTF20aammtwx,sn2002cd,5.22,0.1865,0.0096,1,1,sn2002cd,5.22,Ia-norm,0.1865,0.0096,-8.6,0,2,sn2003jd,4.77,Ic-BL,0.1735,0.01,-1.6,0,4,sn1999gp,4.31,Ia-91T,0.1728,0.0099,-4.8,0,8,sn99ac,3.94,Ia-91T,0.1785,0.0129,-9.6,0,9,sn2007bj,3.93,Ia-norm,0.1473,0.0127,12.0,0
ZTF20aammtwx_20200212_P60_v1.ascii,ZTF20aammtwx,sn1999dq,8.36,0.0304,0.008,1,1,sn1999dq,8.36,Ia-91T,0.0304,0.008,-5.5,0,2,sn2005M,8.01,Ia-91T,0.0233,0.0081,0.2,0,4,PTF10qts,7.77,Ic-BL,0.0456,0.0099,9.8,0,5,iPTF13bvn,7.76,Ib-norm,0.0195,0.0093,-14.7,0,6,sn1998es,7.54,Ia-91T,0.0297,0.0086,-4.4,0
ZTF20aammtwx_20200215_P60_v1.ascii,ZTF20aammtwx,sn94I,15.17,0.0382,0.0058,1,1,sn94I,15.17,Ic-norm,0.0382,0.0058,-5.7,0,2,sn2007uy,14.09,Ib-norm,0.043,0.0059,-3.18,0,5,sn2007C,11.04,Ib-norm,0.0215,0.0061,-1.0,0,6,sn2007cl,10.77,Ic-norm,0.027,0.0064,-5.9,0,7,sn2007ru,10.73,Ic-BL,0.0431,0.0064,3.96,0
ZTF20aammtwx_20200226_P200_v1.ascii,ZTF20aammtwx,sn2005hg,8.79,0.0207,0.0046,1,1,sn2005hg,8.79,Ib-norm,0.0207,0.0046,26.71,0,2,sn97ef,8.72,Ic-BL,0.0339,0.0092,13.8,0,3,sn1994I,8.68,Ic-norm,0.0353,0.009,1.3,0,5,sn2004eu,8.46,Ic-norm,0.0275,0.0067,6.0,1,6,sn83V,8.18,Ic-norm,0.0332,0.0093,13.9,0
ZTF20aammtwx_20200226_P60_v1.ascii,ZTF20aammtwx,sn2012ap,10.31,0.0422,0.0075,1,1,sn2012ap,10.31,Ic-BL,0.0422,0.0075,8.0,0,2,sn1997ef,9.92,Ic-BL,0.037,0.0082,12.8,0,3,sn2013dx,8.91,Ic-BL,0.0505,0.0095,10.7,0,10,sn2007C,7.82,Ib-norm,0.0233,0.0078,11.9,0,11,sn1993J,7.73,IIb,0.02,0.0066,13.0,0
ZTF20aamntsk_20200220_P60_v1.ascii,ZTF20aamntsk,sn05cf,16.53,0.0749,0.0033,1,1,sn05cf,16.53,Ia-norm,0.0749,0.0033,-1.19,0,3,sn2006gr,16.32,Ia-norm,0.0824,0.0038,-2.1,0,7,sn2006cq,15.11,Ia-norm,0.0782,0.004,-3.3,0,11,sn1994S,14.81,Ia-norm,0.0763,0.0036,-4.0,0,36,sn1999aw,13.2,Ia-91T,0.0829,0.0047,0.0,0
ZTF20aamnvij_20200214_P60_v1.ascii,ZTF20aamnvij,sn2005eq,12.64,0.0758,0.0052,1,1,sn2005eq,12.64,Ia-91T,0.0758,0.0052,-8.3,0,2,sn2006oa,12.39,Ia-91T,0.0746,0.0061,-5.7,0,4,sn2005M,9.98,Ia-91T,0.0649,0.0064,-2.7,0,9,sn2005eu,8.98,Ia-norm,0.0715,0.0075,-5.2,0,32,sn2005hk,7.23,Ia-02cx,0.0563,0.0072,-7.3,0
ZTF20aamoaim_20200213_P60_v1.ascii,ZTF20aamoaim,sn2008C,5.43,0.9283,0.0088,0,1,sn2008C,5.43,Ia-norm,0.9283,0.0088,90.8,0,2,sn2007hj,5.36,Ia-norm,0.9558,0.0102,8.2,0,3,LSQ14mo,4.66,Ic-SLSN,0.9591,0.0071,22.0,0,5,sn2003fa,4.17,Ia-91T,0.9455,0.0122,18.5,0,6,sn1997bq,4.13,Ia-norm,0.9618,0.013,12.2,0
ZTF20aamoaim_20200225_APO_v1.ascii,ZTF20aamoaim,sn1992A,6.88,0.1642,0.0086,1,1,sn1992A,6.88,Ia-norm,0.1642,0.0086,225.0,0,2,sn98bu,5.92,Ia-norm,0.1673,0.0096,242.8,0,8,sn98aq,5.72,Ia-norm,0.1719,0.0106,230.3,0,20,sn1991T,4.74,Ia-91T,0.1647,0.0125,259.0,0,24,sn1986G,4.5,Ia-91bg,0.1684,0.0091,323.2,0
ZTF20aamoaim_20200226_P200_v1.ascii,ZTF20aamoaim,sn2008am,7.07,0.0471,0.0027,1,1,sn2008am,7.07,IIn,0.0471,0.0027,27.0,0,2,kcSc,6.89,Gal,0.047,0.0029,-99.9,2,3,sn88a,6.41,II-norm,0.0435,0.0058,17.0,0,4,kcSB5,6.39,Gal,0.0471,0.0029,-99.9,2,5,kcSB1,6.38,Gal,0.0468,0.003,-99.9,2
ZTF20aamovgw_20200301_P60_v1.ascii,ZTF20aamovgw,sn2005eq,7.78,0.1047,0.009,1,1,sn2005eq,7.78,Ia-91T,0.1047,0.009,-8.3,0,2,sn1999ac,7.26,Ia-91T,0.1127,0.0129,-12.9,0,4,sn1998es,7.02,Ia-91T,0.1017,0.0098,-8.4,0,11,sn2006gr,5.94,Ia-norm,0.1177,0.0122,-7.9,0,16,sn2013dx,5.84,Ic-BL,0.1216,0.0049,23.0,0
ZTF20aamqjra_20200214_P200_v1.ascii,ZTF20aamqjra,kcSB5,15.4,0.0495,0.0012,1,1,kcSB5,15.4,Gal,0.0495,0.0012,-99.9,2,2,kcSB6,15.21,Gal,0.0493,0.0012,-99.9,2,3,kcSB3,14.73,Gal,0.0502,0.0012,-99.9,2,4,sn2005gj,14.59,Ia-csm,0.0507,0.0015,133.5,0,8,sn04et,12.85,II-norm,0.0486,0.0017,211.3,0
ZTF20aamqjra_20200226_P200_v1.ascii,ZTF20aamqjra,kcSB4,15.05,0.0492,0.0012,1,1,kcSB4,15.05,Gal,0.0492,0.0012,-99.9,2,2,kcSB5,14.53,Gal,0.0496,0.0012,-99.9,2,3,kcSB1,13.13,Gal,0.0493,0.0014,-99.9,2,8,PTF11rks,9.2,Ic-SLSN,0.4389,0.0019,47.61,0,9,sn2006el,8.44,IIb,0.0492,0.002,16.82,0
ZTF20aamqmhj_20200214_P200_v1.ascii,ZTF20aamqmhj,sn91A,9.02,0.0432,0.0112,1,1,sn91A,9.02,Ic-norm,0.0432,0.0112,0.0,1,3,sn2004fe,8.91,Ic-norm,0.0425,0.0073,1.22,0,5,sn2004eu,7.28,Ic-norm,0.0458,0.0101,6.0,1,6,sn2005nb,7.13,Ic-BL,0.0435,0.0112,-3.5,0,10,sn2003ic,6.42,Ia-norm,0.0478,0.0084,5.3,0
ZTF20aamqmhj_20200226_P60_v1.ascii,ZTF20aamqmhj,sn1999by,8.34,0.0631,0.0082,1,1,kcS0,11.27,Gal,0.0502,0.0038,-99.9,2,2,kcE,10.65,Gal,0.0507,0.0039,-99.9,2,3,kcSb,8.95,Gal,0.0481,0.0063,-99.9,2,4,sn1999by,8.34,Ia-91bg,0.0631,0.0082,6.9,0,14,sn90e,5.56,II-norm,0.0676,0.0044,140.0,0
ZTF20aamqslk_20200215_P60_v1.ascii,ZTF20aamqslk,sn2003W,6.78,0.1366,0.0132,1,1,sn2003W,6.78,Ia-norm,0.1366,0.0132,-11.1,0,3,sn2004et,6.31,II-norm,0.0859,0.0086,35.1,0,5,sn2005gj,6.18,Ia-csm,0.0873,0.0069,-1.8,0,9,sn2002dj,6.04,Ia-norm,0.1235,0.0149,-9.5,0,16,sn2005cf,5.9,Ia-norm,0.1161,0.0136,-11.7,0
ZTF20aamqslk_20200219_P60_v1.ascii,ZTF20aamqslk,sn2008aq,7.81,0.0892,0.0091,1,1,sn2008aq,7.81,IIb,0.0892,0.0091,2.0,1,2,sn2005eu,7.66,Ia-norm,0.0891,0.0106,-9.0,0,7,sn05gj,6.81,Ia-csm,0.0867,0.0049,-12.1,0,9,sn98aq,6.76,Ia-norm,0.0876,0.0106,-8.0,0,12,sn2008bo,6.63,IIb,0.0884,0.0105,-10.2,0
ZTF20aamqxyi_20200216_P60_v1.ascii,ZTF20aamqxyi,sn2002kf,21.25,0.0491,0.0026,1,1,sn2002kf,21.25,Ia-norm,0.0491,0.0026,1.1,0,2,sn2002cu,19.26,Ia-norm,0.0607,0.0033,-6.3,0,3,sn94D,19.18,Ia-norm,0.0491,0.0029,-2.6,0,4,sn95E,18.33,Ia-norm,0.0471,0.003,2.0,0,75,sn2000cn,12.59,Ia-91bg,0.0529,0.0045,-7.3,0
ZTF20aamrreb_20200214_P60_v1.ascii,ZTF20aamrreb,sn06bc,10.02,0.0207,0.0025,1,1,sn06bc,10.02,II-norm,0.0207,0.0025,9.0,0,2,agn,8.66,AGN,0.0214,0.0033,-99.9,2,3,kcSB6,8.3,Gal,0.0211,0.0028,-99.9,2,4,kcSB3,8.29,Gal,0.0219,0.0028,-99.9,2,5,kcSB5,8.27,Gal,0.0213,0.0029,-99.9,2
ZTF20aamrreb_20200222_LT_v1.ascii,ZTF20aamrreb,sn1994D,5.43,0.0098,0.008,1,1,sn1994D,5.43,Ia-norm,0.0098,0.008,-10.0,0,3,sn2004dt,5.31,Ia-norm,0.0029,0.0076,3.8,0,4,sn2005cf,5.19,Ia-norm,0.0061,0.0083,-9.3,0,5,sn1997do,5.18,Ia-norm,0.0181,0.0082,-10.6,0,24,sn1998de,4.72,Ia-91bg,-0.0007,0.0086,-3.2,0
ZTF20aamrreb_20200227_Lick_3-m_v1.ascii,ZTF20aamrreb,kcSB6,22.97,0.022,0.0008,1,1,kcSB6,22.97,Gal,0.022,0.0008,-99.9,2,2,kcSB3,22.92,Gal,0.0229,0.0008,-99.9,2,3,kcSB5,21.11,Gal,0.0223,0.0009,-99.9,2,5,sn06bc,15.3,II-norm,0.022,0.0012,9.0,0,6,agn,14.61,AGN,0.0223,0.0014,-99.9,2
ZTF20aamrreb_20200227_P60_v1.ascii,ZTF20aamrreb,sn2004gt,7.24,0.0678,0.0066,1,1,qso,7.3,QSO,0.0225,0.0037,-100.0,2,2,sn2004gt,7.24,Ic-norm,0.0678,0.0066,70.49,0,3,sn06bc,7.21,II-norm,0.0224,0.0033,9.0,0,4,lbv01ac,6.96,LBV,0.0231,0.0035,-99.9,2,5,lbv2001ac,6.96,LBV,0.0231,0.0035,-99.9,2
ZTF20aamrreb_20200305_P60_v1.ascii,ZTF20aamrreb,sn92H,5.91,0.0594,0.0065,1,1,sn92H,5.91,II-norm,0.0594,0.0065,129.8,0,3,sn2008D,5.09,Ib-norm,0.3014,0.0119,-12.5,0,6,sn2011kf,4.61,Ic-SLSN,0.0431,0.0146,51.41,0,7,sn2004gq,4.53,Ib-norm,0.0638,0.0091,343.8,0,8,sn91N,4.34,Ic-norm,0.0629,0.0098,276.1,1
ZTF20aamrryv_20200214_P200_v1.ascii,ZTF20aamrryv,sn1990I,12.19,0.0526,0.005,1,1,sn1990I,12.19,Ib-norm,0.0526,0.005,11.3,0,3,sn1998dt,11.93,Ib-norm,0.0441,0.0045,7.9,0,5,sn1990U,11.57,Ic-norm,0.036,0.0051,10.9,0,7,iPTF13bvn,11.34,Ib-norm,0.0381,0.0049,8.2,0,10,sn2011dh,9.53,IIb,0.0336,0.0058,19.4,0
ZTF20aamsdxb_20200214_P200_v1.ascii,ZTF20aamsdxb,sn2007bg,12.9,0.0513,0.0057,1,1,sn2007bg,12.9,Ic-BL,0.0513,0.0057,6.9,0,2,sn2009mg,11.72,IIb,0.0375,0.0059,-4.1,0,3,sn2011dh,11.1,IIb,0.0289,0.0054,-0.6,0,4,sn97dd,11.04,IIb,0.0279,0.0056,0.0,1,10,PTF10cwr,9.9,Ic-SLSN,0.0405,0.0069,56.62,0
ZTF20aamsjws_20200213_P60_v1.ascii,ZTF20aamsjws,sn1994T,13.74,0.0121,0.0047,1,1,sn1994T,13.74,Ia-norm,0.0121,0.0047,-0.2,0,3,sn1994D,12.18,Ia-norm,0.0211,0.0056,-10.0,0,4,sn2005am,12.12,Ia-norm,0.0194,0.0051,-2.9,0,5,sn2007bd,11.5,Ia-norm,0.0148,0.0055,1.7,0,6,sn94M,11.46,Ia-norm,0.016,0.0051,5.0,0
ZTF20aamttiw_20200217_APO_v1.ascii,ZTF20aamttiw,sn2006X,4.56,0.1629,0.0093,1,1,sn2006X,4.56,Ia-norm,0.1629,0.0093,275.1,0,2,sn81B,4.28,Ia-norm,0.1746,0.0093,267.4,0,4,sn2002dj,4.2,Ia-norm,0.1605,0.0104,271.1,0,5,sn1986G,4.11,Ia-91bg,0.1641,0.0087,323.2,0,15,sn91N,3.58,Ic-norm,0.0338,0.0092,27.9,1
ZTF20aamttiw_20200217_P60_v1.ascii,ZTF20aamttiw,SSS120810-23,4.49,0.1836,0.005,1,1,sn90e,4.98,II-norm,1.1106,0.0038,140.0,0,2,SSS120810-23,4.49,Ic-SLSN,0.1836,0.005,7.01,0,3,lbv01ac,4.48,LBV,0.198,0.0034,-99.9,2,4,lbv2001ac,4.48,LBV,0.198,0.0034,-99.9,2,5,kcSB6,4.45,Gal,0.1973,0.0031,-99.9,2
ZTF20aamttiw_20200220_P60_v1.ascii,ZTF20aamttiw,sn2006le,5.06,0.1,0.0103,1,1,sn2006le,5.06,Ia-norm,0.1,0.0103,-8.8,0,2,sn1990N,4.65,Ia-norm,0.1004,0.0108,-14.2,0,4,sn2009jf,4.35,Ib-norm,0.0676,0.0121,-11.0,0,6,sn2006gr,4.31,Ia-norm,0.0995,0.0135,-7.9,0,26,sn2006ck,3.66,Ic-norm,0.0686,0.0115,1.0,1
ZTF20aamttiw_20200226_P200_v2.ascii,ZTF20aamttiw,kcSB3,9.92,0.4273,0.0017,0,1,kcSB3,9.92,Gal,0.4273,0.0017,-99.9,2,2,kcSB6,9.71,Gal,0.4264,0.0018,-99.9,2,3,sn2005cs,9.07,II-norm,0.4231,0.0021,272.5,0,5,PTF11rks,8.82,Ic-SLSN,0.9558,0.0019,47.61,0,6,kcSB5,8.56,Gal,0.4265,0.002,-99.9,2
ZTF20aamttiw_20200227_P60_v1.ascii,ZTF20aamttiw,sn2004eo,6.85,0.4916,0.0079,0,1,sn2004eo,6.85,Ia-norm,0.4916,0.0079,-10.2,0,3,sn1999gp,6.65,Ia-91T,0.4902,0.0083,6.9,0,4,sn2003ch,6.55,Ia-norm,0.4748,0.0077,6.7,0,5,sn1998dx,6.16,Ia-norm,0.4832,0.0079,5.9,0,6,sn2002ic,6.07,Ia-csm,0.476,0.0087,9.4,0
ZTF20aamttmo_20200217_P60_v1.ascii,ZTF20aamttmo,sn2008Q,15.72,0.0585,0.0032,1,1,sn2008Q,15.72,Ia-norm,0.0585,0.0032,-7.2,0,6,sn1999cp,11.91,Ia-norm,0.0586,0.0045,-11.9,0,8,sn2005el,11.63,Ia-norm,0.0548,0.0044,-5.8,0,9,sn94ae,11.55,Ia-norm,0.0539,0.0048,2.3,0,10,sn2005iq,11.21,Ia-norm,0.0564,0.0045,-6.0,0
ZTF20aamttni_20200216_P60_v1.ascii,ZTF20aamttni,sn2008Q,12.9,0.0562,0.0041,1,1,sn2008Q,12.9,Ia-norm,0.0562,0.0041,-7.2,0,3,sn2003du,11.96,Ia-norm,0.0507,0.0046,-1.3,0,5,sn2005el,11.57,Ia-norm,0.0519,0.0045,-3.9,0,15,sn1994D,10.19,Ia-norm,0.0571,0.0052,-9.2,0,69,sn1998es,8.21,Ia-91T,0.0503,0.0063,1.5,0
ZTF20aamudnp_20200218_P60_v1.ascii,ZTF20aamudnp,sn2013dx,6.37,0.3585,0.0128,0,1,sn2013dx,6.37,Ic-BL,0.3585,0.0128,1.3,0,2,iPTF13ajg,5.7,Ic-SLSN,0.5221,0.011,24.94,0,3,sn03he,5.7,Ia-norm,0.5184,0.0091,2.7,0,4,sn00dg,5.55,Ia-norm,0.5193,0.0104,-5.0,0,5,sn2005na,5.43,Ia-norm,0.5124,0.0095,3.4,0
ZTF20aamujvi_20200217_Lick_3-m_v1.ascii,ZTF20aamujvi,sn2005cf,11.38,0.0364,0.0057,1,1,sn2005cf,11.38,Ia-norm,0.0364,0.0057,-9.7,0,2,sn00fa,10.98,Ia-norm,0.0391,0.0056,-7.77,0,8,sn2007le,9.24,Ia-norm,0.0433,0.0065,-7.4,0,10,sn03du,9.17,Ia-norm,0.0387,0.0073,-10.1,0,11,sn1994D,9.12,Ia-norm,0.0419,0.0077,-11.1,0
ZTF20aamujvi_20200217_P60_v1.ascii,ZTF20aamujvi,sn2005cf,12.51,0.0381,0.0059,1,1,sn2005cf,12.51,Ia-norm,0.0381,0.0059,-9.7,0,2,sn07qe,12.39,Ia-norm,0.0445,0.0062,-6.54,0,7,sn2003du,10.94,Ia-norm,0.0321,0.0067,-11.1,0,12,sn2003W,10.09,Ia-norm,0.0568,0.0078,-11.1,0,49,sn86G,6.89,Ia-91bg,0.0319,0.0085,-2.7,0
ZTF20aamuqwn_20200214_P60_v1.ascii,ZTF20aamuqwn,sn2015bn,6.98,0.4311,0.0125,1,1,sn2015bn,6.98,Ic-SLSN,0.4311,0.0125,49.84,0,2,sn1991A,6.37,Ic-norm,0.4288,0.0126,32.6,1,3,sn02ap,6.37,Ic-BL,0.4351,0.0129,26.6,0,7,sn2007I,6.07,Ic-BL,0.4349,0.0143,63.0,1,8,sn1995bd,5.7,Ia-91T,0.4314,0.0135,20.4,0
