ZTF_Name,Class,col3,col4,col5,col6,col7,Version,col9
ZTF18aauenwu,IIn,0.046,0.0483,2458343.5,2459640.5,-1297.0,ZTF18aauenwu_20180813_P200_v1.ascii,1
ZTF18aauizcr,Ia,0.036,0.033864,2458257.5,2459651.21,-1393.71,ZTF18aauizcr_20180519_APO_v1.ascii,1
ZTF18aaumeys,Ia,0.034,0.036518,2458257.5,2459648.23,-1390.73,ZTF18aaumeys_20180519_APO_v1.ascii,1
ZTF18aaumeys,Ia,0.034,0.036518,2458259.5,2459648.23,-1388.73,ZTF18aaumeys_20180521_DCT_v1.ascii,1
ZTF18aaumeys,Ia,0.034,0.036518,2458281.5,2459648.23,-1366.73,ZTF18aaumeys_20180612_APO_v1.ascii,1
ZTF18aauqdyb,Ia-91T,0.117,,2458295.5,2459648.37,-1352.87,ZTF18aauqdyb_20180626_P60_v1.ascii,1
ZTF18aabcvnq,star,,,2458273.5,2459642.2,-1368.7,ZTF18aabcvnq_20180604_P60_v1.ascii,0
ZTF18aauhxce,Ia,0.085,0.083079,2458273.5,2459651.29,-1377.79,ZTF18aauhxce_20180604_NOT_v1.ascii,1
ZTF18aasufva,II,0.084,,2458290.5,2459674.27,-1383.77,ZTF18aasufva_20180621_P200_v2.ascii,1
ZTF18aavrmcg,SLSN-I,0.0795,,2458258.5,2459642.21,-1383.71,ZTF18aavrmcg_20180520_LT_v1.ascii,1
ZTF18aavrmcg,SLSN-I,0.0795,,2458261.5,2459642.21,-1380.71,ZTF18aavrmcg_20180523_NOT_v1.ascii,1
ZTF18aavrmcg,SLSN-I,0.0795,,2458273.5,2459642.21,-1368.71,ZTF18aavrmcg_20180604_NOT_v1.ascii,1
ZTF18aavrmcg,SLSN-I,0.0795,,2458282.5,2459642.21,-1359.71,ZTF18aavrmcg_20180613_NOT_v1.ascii,1
ZTF18aavrmcg,SLSN-I,0.0795,,2458316.5,2459642.21,-1325.71,ZTF18aavrmcg_20180717_P200_v2.ascii,1
ZTF18aavrmcg,SLSN-I,0.0795,,2458433.5,2459642.21,-1208.71,ZTF18aavrmcg_20181111_Keck1_v1.ascii,1
ZTF18aaxcntm,Ia,0.026,0.026922,2458282.5,2459660.38,-1377.88,ZTF18aaxcntm_20180613_APO_v1.ascii,1
ZTF18aaxdrjn,Ia,0.032,0.033987,2458272.5,2459661.23,-1388.73,ZTF18aaxdrjn_20180603_LT_v1.ascii,1
ZTF18aaupmks,Ia,0.04,,2458256.5,2459643.49,-1386.99,ZTF18aaupmks_20180518_LT_v1.ascii,1
ZTF18aavjcpf,SLSN-II,0.169,,2458286.5,2459687.21,-1400.71,ZTF18aavjcpf_20180617_Keck1_v1.ascii,1
ZTF18aavjcpf,SLSN-II,0.169,,2458316.5,2459687.21,-1370.71,ZTF18aavjcpf_20180717_P200_v1.ascii,1
ZTF18aavrwhu,Ia,0.066,0.062043,2458281.5,2459658.28,-1376.78,ZTF18aavrwhu_20180612_LT_v1.ascii,1
ZTF18aavrzxp,Ia,0.07,,2459190.5,2459651.29,-460.79,ZTF18aavrzxp_20201207_NOT_v1.ascii,1
ZTF18aavrzxp,Ia,0.07,,2459190.5,2459651.29,-460.79,ZTF18aavrzxp_20201207_NOT_v2.ascii,1
