Version,Resolution,Superfit_c,Superfit_z,ZTF_Name,Zooniverse_c,rlap,agreement
ZTF19abuoqzr_20191003_P200_v1.ascii,,,,ZTF19abuoqzr,Gal,19.31,6.0
ZTF19abuoqzr_20191027_Keck1_v1.ascii,,,,ZTF19abuoqzr,Gal,28.78,10.0
ZTF19abuszom_20190910_P60_v1.ascii,,,,ZTF19abuszom,II-norm,10.13,7.0
ZTF19abuvxjc_20190907_P200_v1.ascii,,,,ZTF19abuvxjc,Gal,15.55,5.0
ZTF19abwtqsk_20190924_P60_v1.ascii,,,,ZTF19abwtqsk,Ia-norm,5.2,7.0
ZTF19abwtqsk_20191003_P200_v1.ascii,,,,ZTF19abwtqsk,Ic-BL,9.26,7.0
ZTF19abwtqsk_20191027_Keck1_v1.ascii,,,,ZTF19abwtqsk,Ia-norm,8.41,5.0
ZTF19abwtqsk_20200218_Keck1_v1.ascii,,,,ZTF19abwtqsk,IIb,6.22,3.0
ZTF19abxgatn_20190928_Keck1_v1.ascii,,,,ZTF19abxgatn,II-norm,5.65,6.0
ZTF19abxphdh_20190915_P60_v1.ascii,,,,ZTF19abxphdh,IIn,3.73,2.0
ZTF19abxphdh_20191003_P200_v1.ascii,,,,ZTF19abxphdh,Ic-norm,12.05,8.0
ZTF19abxvkya_20190910_P60_v1.ascii,,,,ZTF19abxvkya,II-norm,12.03,7.0
ZTF19abxzmbi_20190919_P60_v1.ascii,,,,ZTF19abxzmbi,TDE,5.26,8.0
ZTF19abxzmbi_20190920_P60_v1.ascii,,,,ZTF19abxzmbi,Ib-norm,5.94,6.0
ZTF19abxzmbi_20191003_P200_v1.ascii,,,,ZTF19abxzmbi,II-norm,8.15,3.0
ZTF19abyhobw_20190924_Keck1_v1.ascii,,,,ZTF19abyhobw,AGN,18.98,4.0
ZTF19abyjmhl_20190928_Keck1_v1.ascii,,,,ZTF19abyjmhl,II-norm,16.17,8.0
ZTF19abywmqw_20190919_P60_v1.ascii,,,,ZTF19abywmqw,Ib-norm,5.96,2.0
ZTF19abywmqw_20190919_P60_v2.ascii,,,,ZTF19abywmqw,Ic-SLSN,4.95,4.0
ZTF19abywmqw_20190921_P60_v1.ascii,,,,ZTF19abywmqw,Ia-91T,8.06,9.0
ZTF19abywtke_20200214_P200_v1.ascii,,,,ZTF19abywtke,QSO,12.75,4.0
ZTF19abzqdjy_20190927_P60_v1.ascii,,,,ZTF19abzqdjy,TDE,5.95,10.0
ZTF19abzqdjy_20190927_P60_v2.ascii,,,,ZTF19abzqdjy,Ia-norm,7.3,4.0
ZTF19abzqdjy_20191003_P200_v1.ascii,,,,ZTF19abzqdjy,Gal,12.91,7.0
ZTF19abzqdjy_20191003_P60_v1.ascii,,,,ZTF19abzqdjy,TDE,4.77,8.0
ZTF19abzqdjy_20191016_P60_v1.ascii,,,,ZTF19abzqdjy,II-norm,4.32,5.0
ZTF19abzrmmd_20190928_Keck1_v1.ascii,,,,ZTF19abzrmmd,Gal,21.05,10.0
ZTF19abzrmmd_20190928_Keck1_v2.ascii,,,,ZTF19abzrmmd,Gal,20.79,8.0
ZTF19abzwaen_20191211_Keck2_v1.ascii,ZTF19abzwaen_20191211_Keck2_v1_10,IIb-flash,0.027075,,,,
ZTF19abzzuhj_20191003_P200_v1.ascii,,,,ZTF19abzzuhj,Ic-norm,13.19,8.0
ZTF19acahbxd_20190928_Keck1_v1.ascii,,,,ZTF19acahbxd,AGN,21.13,7.0
ZTF19acahukh_20190926_Keck1_v1.ascii,,,,ZTF19acahukh,II-norm,14.69,11.0
ZTF19acahukh_20191001_P60_v1.ascii,,,,ZTF19acahukh,II-norm,5.25,8.0
ZTF19acahukh_20191001_P60_v2.ascii,,,,ZTF19acahukh,Ia-norm,6.47,4.0
ZTF19acahukh_20191003_P200_v1.ascii,,,,ZTF19acahukh,II-norm,13.62,14.0
ZTF19acaijhg_20191003_P200_v1.ascii,,,,ZTF19acaijhg,Gal,24.43,7.0
ZTF19acalxgp_20190928_Keck1_v1.ascii,,,,ZTF19acalxgp,II-norm,17.99,10.0
ZTF19acazljd_20191005_P200_v1.ascii,,,,ZTF19acazljd,Gal,15.86,10.0
ZTF19acazpyz_20190928_Keck1_v1.ascii,,,,ZTF19acazpyz,Ia-91bg,8.68,7.0
ZTF19acbmoms_20191009_P60_v1.ascii,,,,ZTF19acbmoms,II-norm,6.29,5.0
ZTF19acbmoms_20191105_P200_v1.ascii,,,,ZTF19acbmoms,IIb,10.84,5.0
ZTF19acbpdro_20191018_P60_v1.ascii,,,,ZTF19acbpdro,Ia-norm,10.69,4.0
ZTF19acbpqlh_20191002_P200_v1.ascii,,,,ZTF19acbpqlh,Ic-SLSN,4.05,3.0
ZTF19acbpqlh_20191002_P200_v2.ascii,,,,ZTF19acbpqlh,TDE,6.09,6.0
ZTF19acbpqlh_20191005_P200_v1.ascii,,,,ZTF19acbpqlh,II-norm,10.95,10.0
ZTF19acbpsuf_20191002_P200_v1.ascii,,,,ZTF19acbpsuf,II-norm,8.35,9.0
ZTF19acbrtbh_20191012_P60_v1.ascii,,,,ZTF19acbrtbh,Ia-norm,6.21,6.0
ZTF19acbrtbh_20191012_P60_v2.ascii,,,,ZTF19acbrtbh,Ia-norm,6.39,6.0
ZTF19acbrtbh_20191016_P60_v1.ascii,,,,ZTF19acbrtbh,Ia-norm,5.87,7.0
ZTF19acbuujf_20191005_P60_v1.ascii,,,,ZTF19acbuujf,Ia-norm,16.09,9.0
ZTF19acbvbse_20191027_Keck1_v1.ascii,,,,ZTF19acbvbse,Ic-norm,5.74,7.0
ZTF19acbvbtz_20191015_P60_v1.ascii,,,,ZTF19acbvbtz,Ib-norm,11.4,9.0
ZTF19acbvbtz_20191017_P60_v1.ascii,,,,ZTF19acbvbtz,Ia-norm,4.62,3.0
ZTF19acbvbtz_20191017_P60_v2.ascii,,,,ZTF19acbvbtz,IIb,5.38,2.0
ZTF19acbvbtz_20191101_P60_v1.ascii,,,,ZTF19acbvbtz,Ib-norm,13.83,9.0
ZTF19acbvbtz_20200219_Keck1_v1.ascii,,,,ZTF19acbvbtz,Ia-norm,6.86,4.0
ZTF19acbvjhh_20191006_P60_v1.ascii,,,,ZTF19acbvjhh,II-norm,7.43,8.0
ZTF19acbvlrl_20191015_P60_v1.ascii,,,,ZTF19acbvlrl,Ic-norm,7.37,3.0
ZTF19acbvlrl_20191025_P60_v1.ascii,,,,ZTF19acbvlrl,II-norm,5.95,8.0
ZTF19acbvlrl_20191025_P60_v2.ascii,,,,ZTF19acbvlrl,IIn,7.53,4.0
ZTF19acbvlrl_20191028_P200_v3.ascii,,,,ZTF19acbvlrl,Gal,6.18,6.0
ZTF19acbvlrl_20191028_P200_v4.ascii,,,,ZTF19acbvlrl,Gal,6.33,6.0
ZTF19acbwaex_20191005_P200_v1.ascii,,,,ZTF19acbwaex,II-norm,8.97,4.0
ZTF19acbzody_20191003_P60_v1.ascii,,,,ZTF19acbzody,Ia-norm,6.66,2.0
ZTF19acccgfn_20191005_P200_v1.ascii,,,,ZTF19acccgfn,Gal,23.2,4.0
ZTF19acccgfn_20191005_P60_v1.ascii,,,,ZTF19acccgfn,Gal,11.24,7.0
ZTF19acccgfn_20191013_P60_v1.ascii,,,,ZTF19acccgfn,Gal,10.31,5.0
ZTF19acccgfn_20191023_P60_v1.ascii,,,,ZTF19acccgfn,Ic-norm,7.6,4.0
ZTF19acccgfn_20191024_P200_v1.ascii,,,,ZTF19acccgfn,Gal,20.52,9.0
ZTF19accedxz_20191005_P200_v1.ascii,,,,ZTF19accedxz,Gal,19.72,5.0
ZTF19accedxz_20191012_P60_v1.ascii,,,,ZTF19accedxz,Gal,12.54,7.0
ZTF19accedxz_20191027_Keck1_v2.ascii,,,,ZTF19accedxz,Gal,34.72,5.0
ZTF19accedxz_20191027_Keck1_v3.ascii,,,,ZTF19accedxz,Gal,34.9,7.0
ZTF19acchqbr_20191006_P200_v1.ascii,,,,ZTF19acchqbr,Ia-91bg,6.48,4.0
ZTF19accibkt_20191004_P60_v1.ascii,,,,ZTF19accibkt,Ic-BL,4.5,6.0
ZTF19accibkt_20191005_P200_v1.ascii,,,,ZTF19accibkt,Ia-norm,6.36,4.0
ZTF19acckjcm_20191024_P200_v1.ascii,,,,ZTF19acckjcm,Gal,19.38,5.0
ZTF19acckjsj_20191005_P200_v1.ascii,,,,ZTF19acckjsj,Gal,13.42,8.0
ZTF19acckjsj_20191027_Keck1_v1.ascii,,,,ZTF19acckjsj,Gal,19.32,8.0
ZTF19acclupd_20191006_P60_v1.ascii,,,,ZTF19acclupd,Ia-norm,12.92,10.0
ZTF19accnzsg_20191005_P200_v1.ascii,,,,ZTF19accnzsg,II-norm,14.51,10.0
ZTF19acctjbv_20191219_P60_v1.ascii,,,,ZTF19acctjbv,Ia-norm,8.06,7.0
ZTF19acdlaer_20191026_P60_v1.ascii,,,,ZTF19acdlaer,IIb,4.45,4.0
ZTF19acdlaer_20191029_P60_v1.ascii,,,,ZTF19acdlaer,Ib-norm,4.59,4.0
ZTF19acdlaer_20191105_P200_v1.ascii,,,,ZTF19acdlaer,Ia-91T,9.62,6.0
ZTF19acdlafk_20191016_P60_v1.ascii,,,,ZTF19acdlafk,Ic-SLSN,4.76,3.0
ZTF19acdlafk_20191105_P200_v1.ascii,,,,ZTF19acdlafk,Gal,7.82,6.0
ZTF19acdlafk_20200218_Keck1_v1.ascii,,,,ZTF19acdlafk,Gal,10.66,6.0
ZTF19acdrkbh_20191024_P200_v1.ascii,,,,ZTF19acdrkbh,IIn,8.95,5.0
ZTF19acdrkbh_20191027_Keck1_v1.ascii,,,,ZTF19acdrkbh,LBV,8.2,7.0
ZTF19acduepd_20191017_P60_v1.ascii,,,,ZTF19acduepd,Ia-norm,5.6,3.0
ZTF19aceclwm_20191014_P60_v1.ascii,,,,ZTF19aceclwm,Ic-BL,3.61,2.0
ZTF19aceclwm_20191021_P60_v1.ascii,,,,ZTF19aceclwm,Ic-SLSN,5.55,5.0
ZTF19aceeexa_20191011_P60_v1.ascii,,,,ZTF19aceeexa,Ib-norm,5.51,2.0
ZTF19aceilrk_20191011_P60_v1.ascii,,,,ZTF19aceilrk,Gal,7.15,5.0
ZTF19aceilrk_20191013_P60_v1.ascii,,,,ZTF19aceilrk,II-norm,6.25,6.0
ZTF19aceilrk_20191024_P200_v1.ascii,,,,ZTF19aceilrk,Gal,11.21,8.0
ZTF19acewdna_20191124_P200_v1.ascii,,,,ZTF19acewdna,IIb,8.71,4.0
ZTF19acewdna_20191124_P200_v2.ascii,,,,ZTF19acewdna,II-norm,9.85,8.0
ZTF19acezdxx_20191031_P60_v2.ascii,,,,ZTF19acezdxx,QSO,4.96,6.0
ZTF19acezdxx_20191105_P200_v1.ascii,,,,ZTF19acezdxx,Gal,8.07,8.0
ZTF19acfsaus_20191102_P60_v1.ascii,,,,ZTF19acfsaus,Ia-norm,4.88,2.0
ZTF19acfsazg_20191027_Keck1_v1.ascii,,,,ZTF19acfsazg,Ia-norm,24.14,6.0
ZTF19acftfav_20191118_P60_v1.ascii,ZTF19acftfav_20191118_P60_v1_10,II,0.01365,,,,
ZTF19acfxayk_20191021_P60_v1.ascii,,,,ZTF19acfxayk,Ic-norm,3.9,4.0
ZTF19acfxayk_20191024_P200_v1.ascii,,,,ZTF19acfxayk,II-norm,10.88,4.0
ZTF19acgfdlb_20191027_Keck1_v1.ascii,,,,ZTF19acgfdlb,Gal,13.71,5.0
ZTF19acgldqr_20191105_P200_v1.ascii,,,,ZTF19acgldqr,Ia-91bg,15.29,10.0
ZTF19acgldqr_20200623_Keck1_v1.ascii,,,,ZTF19acgldqr,Ic-SLSN,4.84,3.0
ZTF19acgoven_20191030_P60_v2.ascii,,,,ZTF19acgoven,Ic-norm,4.87,4.0
ZTF19acgoven_20191105_P200_v1.ascii,,,,ZTF19acgoven,Gal,9.9,6.0
ZTF19acgpnlk_20191027_P60_v1.ascii,,,,ZTF19acgpnlk,Ia-norm,12.05,5.0
ZTF19acgpnlk_20191101_P60_v1.ascii,,,,ZTF19acgpnlk,Ia-norm,9.92,7.0
ZTF19acgpymd_20191105_P200_v1.ascii,,,,ZTF19acgpymd,Ic-SLSN,2.9,2.0
ZTF19acgpzsb_20191023_P60_v1.ascii,,,,ZTF19acgpzsb,Gal,6.52,11.0
ZTF19acgpzsb_20191023_P60_v2.ascii,,,,ZTF19acgpzsb,Ic-BL,6.4,4.0
ZTF19acgpzsb_20191105_P200_v1.ascii,,,,ZTF19acgpzsb,Ia-norm,10.63,2.0
ZTF19achiyvy_20191024_P200_v1.ascii,,,,ZTF19achiyvy,Gal,8.48,4.0
ZTF19achiyvy_20200623_Keck1_v1.ascii,,,,ZTF19achiyvy,II-norm,5.47,4.0
ZTF19achtiax_20191105_P200_v1.ascii,,,,ZTF19achtiax,Ia-02cx,11.22,6.0
ZTF19achtkzh_20191102_P60_v1.ascii,,,,ZTF19achtkzh,Ic-norm,9.93,5.0
ZTF19acifduk_20191125_P200_v1.ascii,,,,ZTF19acifduk,II-norm,21.47,11.0
ZTF19acjtpps_20200218_Keck1_v1.ascii,,,,ZTF19acjtpps,II-norm,16.77,7.0
ZTF19ackimmi_20191124_P200_v1.ascii,,,,ZTF19ackimmi,II-norm,14.44,3.0
ZTF19ackjrye_20191223_Keck1_v1.ascii,,,,ZTF19ackjrye,II-norm,30.48,10.0
ZTF19ackjsar_20191104_P60_v1.ascii,,,,ZTF19ackjsar,Ib-norm,6.96,5.0
ZTF19ackjsar_20191104_P60_v2.ascii,,,,ZTF19ackjsar,Ia-norm,4.76,5.0
ZTF19ackjsub_20191104_P60_v1.ascii,,,,ZTF19ackjsub,Gal,5.04,6.0
ZTF19ackkwri_20191105_P200_v1.ascii,,,,ZTF19ackkwri,Gal,19.05,10.0
ZTF19ackkwri_20191123_Keck1_v1.ascii,,,,ZTF19ackkwri,II-norm,21.94,9.0
ZTF19acklfll_20191105_P60_v1.ascii,,,,ZTF19acklfll,TDE,5.4,6.0
ZTF19ackyfqp_20191101_P60_v1.ascii,,,,ZTF19ackyfqp,IIb,9.1,8.0
ZTF19acmoifg_20191113_P60_v1.ascii,,,,ZTF19acmoifg,Ib-norm,4.32,3.0
ZTF19acmoifg_20191124_P200_v1.ascii,,,,ZTF19acmoifg,Ic-BL,6.49,4.0
ZTF19acmoifg_20191124_P60_v1.ascii,,,,ZTF19acmoifg,II-norm,9.62,8.0
ZTF19acmwioa_20191113_P60_v1.ascii,,,,ZTF19acmwioa,Ia-norm,13.28,7.0
ZTF19acnphay_20191105_P200_v1.ascii,,,,ZTF19acnphay,II-norm,14.34,10.0
ZTF19acnvhnt_20191124_P200_v1.ascii,,,,ZTF19acnvhnt,Gal,10.08,6.0
ZTF19acnvhnt_20191124_P200_v3.ascii,,,,ZTF19acnvhnt,Gal,10.37,7.0
ZTF19acnvhnt_20200322_Keck1_v1.ascii,,,,ZTF19acnvhnt,Gal,15.61,8.0
ZTF19acnxenx_20191108_P60_v1.ascii,,,,ZTF19acnxenx,Ib-norm,4.56,5.0
ZTF19acnxenx_20191123_Keck1_v2.ascii,,,,ZTF19acnxenx,II-norm,18.31,6.0
ZTF19acoaiub_20191204_Keck2_v1.ascii,ZTF19acoaiub_20191204_Keck2_v1_10,IIb-flash,0.0057,,,,
ZTF19acoldzw_20191124_P200_v1.ascii,,,,ZTF19acoldzw,II-norm,7.31,7.0
ZTF19acoldzw_20191124_P200_v2.ascii,,,,ZTF19acoldzw,II-norm,10.16,8.0
ZTF19acominp_20200323_Keck1_v1.ascii,,,,ZTF19acominp,Ia-03fg,4.99,5.0
ZTF19acrubhl_20191202_P60_v1.ascii,,,,ZTF19acrubhl,Ia-norm,5.23,3.0
ZTF19acrubhl_20191213_P60_v1.ascii,,,,ZTF19acrubhl,Gal,9.23,9.0
ZTF19acrubhl_20191213_P60_v2.ascii,,,,ZTF19acrubhl,Gal,7.66,10.0
ZTF19acrubhl_20191221_P200_v1.ascii,,,,ZTF19acrubhl,Gal,11.61,8.0
ZTF19acrubhl_20191223_Keck1_v1.ascii,,,,ZTF19acrubhl,Gal,36.89,5.0
ZTF19acrucav_20191111_P60_v1.ascii,,,,ZTF19acrucav,Ia-02cx,4.51,7.0
ZTF19acrvqpf_20191121_Lick_3-m_v1.ascii,,,,ZTF19acrvqpf,Ia-91T,5.22,3.0
ZTF19acryurj_20191115_VLT_v2.ascii,ZTF19acryurj_20191115_VLT_v2_10,ILRT,0.0209285,,,,
ZTF19acryurj_20191115_VLT_v3.ascii,ZTF19acryurj_20191115_VLT_v3_10,IIb-flash,0.0209285,,,,
ZTF19acryurj_20191117_VLT_v2.ascii,ZTF19acryurj_20191117_VLT_v2_10,IIb-flash,0.0231315,,,,
ZTF19acryurj_20191117_VLT_v3.ascii,ZTF19acryurj_20191117_VLT_v3_10,IIb-flash,0.0209285,,,,
ZTF19acshkft_20191118.ascii,ZTF19acshkft_20191118_Lijiang-2,Ia-norm,0.083,,,,
ZTF19acslqnc_20191123_P60_v1.ascii,,,,ZTF19acslqnc,Ia-norm,7.58,8.0
ZTF19acsuqzf_20191124_P200_v1.ascii,,,,ZTF19acsuqzf,II-norm,9.65,7.0
ZTF19acteisa_20191124_P200_v1.ascii,,,,ZTF19acteisa,Ic-BL,8.41,7.0
ZTF19acteisa_20191124_P200_v2.ascii,,,,ZTF19acteisa,IIb,8.07,5.0
ZTF19acvdmbf_20200101_P200_v2.ascii,,,,ZTF19acvdmbf,II-norm,21.98,11.0
ZTF19acvieqw_20191201_P60_v1.ascii,,,,ZTF19acvieqw,Ia-norm,25.97,10.0
ZTF19acvlcjk_20191221_P200_v1.ascii,,,,ZTF19acvlcjk,Gal,4.75,9.0
ZTF19acvlcjk_20200101_P200_v1.ascii,,,,ZTF19acvlcjk,Gal,11.06,8.0
ZTF19acvrifg_20200214_P200_v1.ascii,,,,ZTF19acvrifg,II-norm,20.45,9.0
ZTF19acvrnlw_20200101_P200_v1.ascii,,,,ZTF19acvrnlw,Gal,11.46,10.0
ZTF19acvtvkb_20191223_Keck1_v1.ascii,,,,ZTF19acvtvkb,Ic-norm,18.53,9.0
ZTF19acvtvkb_20200322_Keck1_v1.ascii,,,,ZTF19acvtvkb,Ic-BL,12.25,5.0
ZTF19acwrvzk_20200322_Keck1_v1.ascii,ZTF19acwrvzk_20200322_Keck1_v1_10,IIb-flash,,ZTF19acwrvzk,Ia-91T,4.42,3.0
ZTF19acwrvzk_20200731_P200_v3.ascii,ZTF19acwrvzk_20200731_P200_v3_10,IIb-flash,,ZTF19acwrvzk,Gal,10.95,9.0
ZTF19acwrvzk_20200731_P60_v1.ascii,ZTF19acwrvzk_20200731_P60_v1_10,IIb-flash,,ZTF19acwrvzk,Ic-norm,5.34,5.0
ZTF19acwrvzk_20200731_P60_v2.ascii,ZTF19acwrvzk_20200731_P60_v2_10,IIb-flash,,ZTF19acwrvzk,Ia-02cx,4.75,5.0
ZTF19acxlddi_20191207.ascii,ZTF19acxlddi_20191207_Lijiang-2,Ia-norm,0.05035,,,,
ZTF19acxprri_20200214_P200_v1.ascii,,,,ZTF19acxprri,Gal,12.03,8.0
ZTF19acxqakr_20191216_P60_v1.ascii,,,,ZTF19acxqakr,Ic-BL,9.04,6.0
ZTF19acxqano_20200322_Keck1_v1.ascii,,,,ZTF19acxqano,Gal,26.96,8.0
ZTF19acxxwrs_20191208.ascii,ZTF19acxxwrs_20191208_Lijiang-2,Ibn,0.02375,,,,
ZTF19acyajbx_20191214_P60_v1.ascii,,,,ZTF19acyajbx,Gal,12.71,9.0
ZTF19acyajbx_20191221_P200_v1.ascii,,,,ZTF19acyajbx,Gal,9.32,5.0
ZTF19acyfsmv_20191221_P200_v1.ascii,,,,ZTF19acyfsmv,II-norm,9.04,6.0
ZTF19acygpcu_20191221_P200_v1.ascii,,,,ZTF19acygpcu,Gal,6.42,7.0
ZTF19acygpcu_20200101_P200_v1.ascii,,,,ZTF19acygpcu,Ia-csm,5.75,4.0
ZTF19acykafj_20200112_P60_v1.ascii,,,,ZTF19acykafj,Ia-norm,4.84,1.0
ZTF19acykzsk_20191214_LT_v1.ascii,,,,ZTF19acykzsk,II-norm,6.34,2.0
ZTF19acykzsk_20191214_LT_v2.ascii,,,,ZTF19acykzsk,II-norm,5.43,7.0
ZTF19acykzsk_20191214_P60_v1.ascii,,,,ZTF19acykzsk,IIb,5.38,6.0
ZTF19acymuae_20191219_P60_v1.ascii,,,,ZTF19acymuae,Ia-norm,15.36,8.0
ZTF19acyqeaw_20200101_P200_v1.ascii,,,,ZTF19acyqeaw,II-norm,23.98,9.0
ZTF19acytics_20200127_P200_v1.ascii,,,,ZTF19acytics,Gal,17.64,6.0
ZTF19adaiomg_20191223_Keck1_v1.ascii,,,,ZTF19adaiomg,Ic-BL,13.68,9.0
ZTF19adaiomg_20200102_P60_v1.ascii,,,,ZTF19adaiomg,Ia-91bg,6.46,5.0
ZTF19adaiomg_20200323_Keck1_v1.ascii,,,,ZTF19adaiomg,Ic-norm,14.68,7.0
ZTF19adaitsb_20200102_P60_v1.ascii,,,,ZTF19adaitsb,Ic-norm,11.36,5.0
ZTF19adaitsb_20200214_P200_v1.ascii,,,,ZTF19adaitsb,Gal,9.46,9.0
ZTF19adaiujb_20200127_P200_v1.ascii,,,,ZTF19adaiujb,Gal,17.07,11.0
ZTF19adavwik_20200218_Keck1_v1.ascii,,,,ZTF19adavwik,II-norm,31.35,9.0
ZTF19adavxwz_20200218_Keck1_v1.ascii,,,,ZTF19adavxwz,Ic-BL,13.43,7.0
ZTF19adbmvvk_20200103_P60_v1.ascii,,,,ZTF19adbmvvk,Ic-BL,5.64,5.0
ZTF19adbnltt_20200127_P200_v1.ascii,,,,ZTF19adbnltt,Gal,13.21,11.0
ZTF19adcecwu_20200118_MMT_v1.ascii,ZTF19adcecwu_20200118_MMT_v1_10,IIb-flash,0.00855,,,,
ZTF19adcgahu_20200214_P200_v1.ascii,,,,ZTF19adcgahu,Gal,9.89,9.0
ZTF20aaazhtk_20200107_P60_v1.ascii,,,,ZTF20aaazhtk,Ia-91T,11.31,5.0
ZTF20aabcpcs_20200111_P60_v1.ascii,,,,ZTF20aabcpcs,Ia-91T,8.45,1.0
ZTF20aabcpcs_20200111_P60_v2.ascii,,,,ZTF20aabcpcs,IIb,7.05,6.0
ZTF20aabcpcs_20200218_Keck1_v1.ascii,,,,ZTF20aabcpcs,Ib-norm,8.58,2.0
ZTF20aaccmjn_20200212_P60_v1.ascii,,,,ZTF20aaccmjn,Ic-BL,8.1,6.0
ZTF20aacgztv_20200108_P60_v1.ascii,,,,ZTF20aacgztv,Ic-SLSN,4.57,4.0
ZTF20aacgztv_20200108_P60_v2.ascii,,,,ZTF20aacgztv,Ib-norm,6.09,5.0
ZTF20aacgztv_20200108_P60_v3.ascii,,,,ZTF20aacgztv,Ib-norm,6.09,5.0
ZTF20aacgztv_20200113_P60_v1.ascii,,,,ZTF20aacgztv,Ia-91T,5.12,5.0
ZTF20aacgztv_20200113_P60_v2.ascii,,,,ZTF20aacgztv,Ia-norm,5.33,3.0
ZTF20aacgztv_20200114_P60_v1.ascii,,,,ZTF20aacgztv,Ic-SLSN,5.93,7.0
ZTF20aacgztv_20200114_P60_v2.ascii,,,,ZTF20aacgztv,IIb,6.8,9.0
ZTF20aacgztv_20200120_NOT_v1.ascii,,,,ZTF20aacgztv,Ib-norm,15.39,7.0
ZTF20aaddbem_20200106_P60_v1.ascii,,,,ZTF20aaddbem,Ibn,4.89,3.0
ZTF20aaddbem_20200113_P60_v1.ascii,,,,ZTF20aaddbem,II-norm,5.5,11.0
ZTF20aaekiwo_20200118_P200_v1.ascii,,,,ZTF20aaekiwo,Gal,15.44,6.0
ZTF20aaenkwk_20200127_P200_v1.ascii,,,,ZTF20aaenkwk,Gal,12.78,7.0
ZTF20aaenkwk_20200214_P200_v1.ascii,,,,ZTF20aaenkwk,II-norm,8.73,5.0
ZTF20aaeopvv_20200120_APO_v1.ascii,ZTF20aaeopvv_20200120_APO_v1_10,IIb-flash,0.057,,,,
ZTF20aaervoa_20200110_GTC_v1.ascii,,,,ZTF20aaervoa,II-norm,5.71,7.0
ZTF20aaespvy_20200127_P200_v1.ascii,,,,ZTF20aaespvy,Ic-norm,11.03,4.0
ZTF20aaeswym_20200129_P60_v1.ascii,,,,ZTF20aaeswym,Ia-norm,16.05,10.0
ZTF20aafdmpa_20200127_P60_v1.ascii,,,,ZTF20aafdmpa,Ia-norm,5.72,5.0
ZTF20aafezcz_20200127_P200_v1.ascii,,,,ZTF20aafezcz,II-norm,11.96,9.0
ZTF20aaflcny_20200127_P200_v1.ascii,,,,ZTF20aaflcny,II-norm,14.69,8.0
ZTF20aagflqq_20200214_P200_v1.ascii,,,,ZTF20aagflqq,Gal,14.85,7.0
ZTF20aagkyty_20200214_P200_v1.ascii,,,,ZTF20aagkyty,Gal,16.05,7.0
ZTF20aagryod_20200124_P60_v1.ascii,,,,ZTF20aagryod,II-norm,7.42,6.0
ZTF20aagryod_20200124_P60_v2.ascii,,,,ZTF20aagryod,Ia-norm,6.93,7.0
ZTF20aagxbqc_20200226_P200_v1.ascii,,,,ZTF20aagxbqc,Gal,25.23,6.0
ZTF20aahdutc_20200221_P60_v1.ascii,,,,ZTF20aahdutc,Ic-norm,12.88,10.0
ZTF20aahfqpm_20200125_P60_v1.ascii,,,,ZTF20aahfqpm,Ia-norm,6.31,3.0
ZTF20aahfqpm_20200129_Gemini_N_v2.ascii,,,,ZTF20aahfqpm,LBV,3.69,6.0
ZTF20aahfqpm_20200214_P200_v1.ascii,,,,ZTF20aahfqpm,II-norm,14.22,7.0
ZTF20aahfqpm_20200218_Keck1_v1.ascii,,,,ZTF20aahfqpm,II-norm,18.68,6.0
ZTF20aaifyqh_20200401_LT_v1.ascii,,,,ZTF20aaifyqh,IIn,7.03,6.0
ZTF20aaifyqh_20200401_LT_v2.ascii,,,,ZTF20aaifyqh,LBV,5.43,9.0
ZTF20aajceqd_20200202_P60_v1.ascii,,,,ZTF20aajceqd,Ic-BL,7.39,10.0
ZTF20aajceqd_20200226_P200_v1.ascii,,,,ZTF20aajceqd,Ic-SLSN,4.9,7.0
ZTF20aakdajy_20200207_P60_v1.ascii,,,,ZTF20aakdajy,Ia-norm,3.11,2.0
ZTF20aakdajy_20200212_LT_v1.ascii,,,,ZTF20aakdajy,IIb,7.64,4.0
ZTF20aaksytb_20200214_P200_v1.ascii,,,,ZTF20aaksytb,II-norm,17.73,5.0
ZTF20aalryln_20200218_Keck1_v1.ascii,,,,ZTF20aalryln,Ic-SLSN,13.29,4.0
ZTF20aamqjra_20200214_P200_v1.ascii,,,,ZTF20aamqjra,Gal,15.4,11.0
ZTF20aamqjra_20200226_P200_v1.ascii,,,,ZTF20aamqjra,Gal,15.05,32.0
ZTF20aamrryv_20200214_P200_v1.ascii,,,,ZTF20aamrryv,Ib-norm,12.19,7.0
ZTF20aamsdxb_20200214_P200_v1.ascii,,,,ZTF20aamsdxb,IIb,11.72,7.0
ZTF20aanxjps_20200226_P200_v1.ascii,,,,ZTF20aanxjps,Gal,10.28,4.0
ZTF20aaoqfcr_20200226_P200_v1.ascii,,,,ZTF20aaoqfcr,Ib-norm,5.08,3.0
ZTF20aaovqfy_20200226_P200_v1.ascii,,,,ZTF20aaovqfy,Ic-SLSN,4.79,5.0
ZTF20aapbzmz_20200322_Keck1_v1.ascii,,,,ZTF20aapbzmz,IIb,10.02,5.0
ZTF20aapbzmz_20200623_Keck1_v1.ascii,,,,ZTF20aapbzmz,Gal,8.36,5.0
ZTF20aapdazm_20200226_P200_v1.ascii,,,,ZTF20aapdazm,Gal,15.91,10.0
ZTF20aapgnha_20200226_P200_v1.ascii,,,,ZTF20aapgnha,Ib-norm,3.66,5.0
