ZTF_Name classification redshift HGz JD JD_peak phase name flag is_good_spec SF_fit_1 chi2_fit_1 zfit_1 zfit_2 SF_fit_2 chi2_fit_2 c_snid c_rlap z_snid SNR short_name
ZTF18abpaywm Ia 0.038 nan 2458360.5 2458370.72 -10.22 ZTF18abpaywm_20180830_P60_v1.ascii 1 True Ia-norm 0.0022650512 0.038 0.038 Ia-norm 0.0031694171 Ia-norm 13.87 0.0383 9.597423844786604 "2017erp/KAST+2017-06-26 05:19:40.00"
ZTF18abpmmpo Ia-91T 0.076 nan 2458360.5 2458365.67 -5.17 ZTF18abpmmpo_20180830_P60_v1.ascii 1 True "Ia 99aa-like" 0.0051883175 0.076 0.076 "Ia 91T-like" 0.008798971 Ia-norm 12.92 0.0765 15.13095259907064 "iPTF14bdn/YFOSC+2014-06-03 17:37:00.00"
ZTF18aboqykf Ia 0.085 nan 2458359.5 2458364.77 -5.27 ZTF18aboqykf_20180829_P60_v1.ascii 1 True Ia-norm 0.002258279 0.085 0.085 "Ia 99aa-like" 0.002529427 Ia-norm 10.37 0.0881 1.8603757792180766 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18abpttky Ia 0.084 nan 2458372.5 2458364.65 7.85 ZTF18abpttky_20180911_P60_v1.ascii 1 True "Ia 91T-like" 0.002319588 0.084 0.084 "Ia 91bg-like" 0.002413114 Ia-norm 18.54 0.0839 11.285568463667184 "2017pp/ALFOSC+2017-01-28 06:11:31.00"
ZTF18abqbuaj Ibn 0.054 nan 2458359.5 2458360.93 -1.43 ZTF18abqbuaj_20180829_P60_v1.ascii 1 False II 0.0037137712 0.054 0.054 Ibn 0.0041180607 Ia-norm 5.39 0.4951 5.7489644733591625 "2013ej/HET-LRS+2013-08-01 00:00:00.00"
ZTF18abqbuaj Ibn 0.054 nan 2458366.5 2458360.93 5.57 ZTF18abqbuaj_20180905_LT_v1.ascii 1 False SLSN-II 0.0020974323 0.054 0.054 II 0.0022831257 Ic-BL 4.42 0.1951 3.152712372729457 "2008es/LRIS+2008-06-07 00:00:00.00"
ZTF18abqbuaj Ibn 0.054 nan 2458373.5 2458360.93 12.57 ZTF18abqbuaj_20180912_P200_v2.ascii 1 True Ibn 0.0015561363 0.054 0.054 Ibn 0.0017725432 Gal 7.01 0.0535 5.42233088271157 "2010al/EFOSC2-NTT+2010-04-18 00:00:00.00"
ZTF18abqjurg Ia 0.081 0.079405 2458364.5 2458366.66 -2.16 ZTF18abqjurg_20180903_P60_v1.ascii 1 True Ia-norm 0.0024002832 0.081 nan nan nan Ia-norm 15.8 0.081 14.338572772249947 "2012fr/KAST+2012-11-06 09:11:31.00"
ZTF18abqjvyl Ia 0.086 nan 2458373.5 2458367.67 5.83 ZTF18abqjvyl_20180912_P200_v2.ascii 1 True Ia-norm 0.0017685487 0.086 0.086 Ia-norm 0.0024902294 Ia-norm 21.27 0.0877 4.198502348442101 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18abqlpgq Ia 0.092 0.095268 2458373.5 2458364.72 8.78 ZTF18abqlpgq_20180912_P60_v1.ascii 1 True Ia-norm 0.0010481346 0.092 0.092 Ia-norm 0.0013816605 Ia-norm 18.51 0.0923 4.744632071865134 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18abrlljc II 0.048 nan 2458371.5 2458366.66 4.84 ZTF18abrlljc_20180910_P60_v1.ascii 1 True II 0.0044169454 0.048 0.048 II 0.0044306545 II-norm 12.25 0.0448 15.975333388308613 "2016esw/KAST+2016-08-27 05:18:14.00"
ZTF18abrqedj Ia 0.033 0.036745 2458360.5 2458374.97 -14.47 ZTF18abrqedj_20180830_P60_v1.ascii 1 False II-flash 0.03385861 0.033 0.033 "Ia 99aa-like" 0.061891258 IIb 5.59 0.0356 13.999950935676816 2016bkv_early/FLOYDS-N+57:45.0
ZTF18abrqedj Ia 0.033 0.036745 2458360.5 2458374.97 -14.47 ZTF18abrqedj_20180830_P60_v2.ascii 1 False Ia-norm 0.009084417 0.033 0.033 Ia-norm 0.01831381 Ia-norm 8.62 0.0336 19.83569007126217 "2011by/KAST+2011-04-28 05:44:09.00"
ZTF18abrqedj Ia 0.033 0.036745 2458370.5 2458374.97 -4.47 ZTF18abrqedj_20180909_P60_v1.ascii 1 True Ia-norm 0.0008979988 0.033 0.033 Ia-norm 0.0011016097 Ia-norm 25.67 0.0329 13.663374939398633 "2011fe/STIS+2011-09-10 09:22:00.00"
ZTF18abomklq Ia 0.038 0.038854 2458371.5 2458360.85 10.65 ZTF18abomklq_20180910_P60_v2.ascii 1 True "Ia 91T-like" 0.0015379934 0.038 0.038 Ia-norm 0.0017592466 Ia-norm 14.53 0.0386 13.50582866419421 "2018hfr/KAST+2018-11-02 12:53:16.00"
ZTF18abomklq Ia 0.038 0.038854 2458417.5 2458360.85 56.65 ZTF18abomklq_20181026_P60_v1.ascii 1 False SLSN-IIn 0.0018231968 0.038 0.038 SLSN-IIn 0.0018548887 Ia-norm 5.67 0.465 17.549317435272606 "2006gy/KAST+2006-09-25 12:11:31.00"
ZTF18abomklq Ia 0.038 0.038854 2458466.5 2458360.85 105.65 ZTF18abomklq_20181214_P60_v1.ascii 1 False SLSN-IIn 0.0023217355 0.038 0.038 II 0.0029649972 Ic-norm 4.79 0.5028 21.113078485123026 "2006gy/KAST+2006-09-25 12:11:31.00"
ZTF18abqdadp Ia 0.036 0.039391 2458360.5 2458369.68 -9.18 ZTF18abqdadp_20180830_P60_v1.ascii 1 True Ia-norm 0.004674169 0.036 0.036 Ia-norm 0.0100834435 Ia-91T 13.6 0.0527 16.718441701933944 "2011by/KAST+2011-05-04 05:58:33.00"
ZTF18abryqnn Ia 0.066 nan 2458360.5 2458366.85 -6.35 ZTF18abryqnn_20180830_P60_v1.ascii 1 True Ia-norm 0.006659742 0.066 0.066 Ia-norm 0.007742843 Ia-norm 11.9 0.0619 14.187810665913297 "2012fr/KAST+2012-11-06 09:11:31.00"
ZTF18abmwnov Ia 0.052 0.04777 2458361.5 2458364.77 -3.27 ZTF18abmwnov_20180831_P60_v1.ascii 1 True Ia-norm 0.0021903496 0.052 0.052 """super chandra""" 0.0023759159 Ia-norm 14.94 0.0591 13.239519405732814 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18abosrco Ia 0.026 0.023823 2458368.5 2458352.87 15.63 ZTF18abosrco_20180907_P60_v1.ascii 1 True Ia-norm 0.002850498 0.026 0.026 Ia-norm 0.0031377182 Ia-norm 17.17 0.0235 4.277604044745869 "2011fe/LRIS+2011-09-26 04:45:00.00"
ZTF18abmnrgb Ia 0.043 nan 2458363.5 2458362.7 0.8 ZTF18abmnrgb_20180902_P60_v1.ascii 1 True "Ia 91T-like" 0.0020696851 0.043 0.043 Ia-norm 0.0022680005 Ia-norm 8.6 0.0585 7.571229936617237 "1991T/UV-Schmidt+1991-05-05 00:00:00.00"
ZTF18abolvoh Ia 0.049 nan 2458374.5 2458351.85 22.65 ZTF18abolvoh_20180913_Keck1_v1.ascii 1 True Ia-norm 0.018803367 0.049 0.049 Ia-norm 0.022585873 Ia-norm 15.81 0.0464 13.418413355548509 "2015N/KAST+2015-08-11 12:05:45.00"
ZTF18abqyvzy II 0.011 0.0148 2458363.5 2458376.81 -13.31 ZTF18abqyvzy_20180902_P60_v1.ascii 1 False II-flash 0.017522665 0.011 0.011 II 0.018276371 Ic-BL 8.58 0.2832 42.53859192964618 "iPTF14flu_early/LRIS+2014-09-29 06:18:23.00"
ZTF18abqyvzy II 0.011 0.0148 2458366.5 2458376.81 -10.31 ZTF18abqyvzy_20180905_LT_v1.ascii 1 False II 0.0045412765 0.011 0.011 SLSN-II 0.0056719435 Ic-BL 5.61 0.2983 8.720644484274636 "2013ej/BC-Asi+2013-07-31 00:00:00.00"
ZTF18abqyvzy II 0.011 0.0148 2458370.5 2458376.81 -6.31 ZTF18abqyvzy_20180909_P60_v1.ascii 1 False II 0.0024176552 0.011 0.011 II 0.006642224 Ic-norm 6.42 0.0452 32.34440739907727 "2013ej/FLOYDS-N+2013-08-05 00:00:00.00"
ZTF18abqyvzy II 0.011 0.0148 2458373.5 2458376.81 -3.31 ZTF18abqyvzy_20180912_P200_v2.ascii 1 True II 0.00342791 0.011 0.011 II 0.0042982246 IIb 10.29 0.0133 26.120621327692238 "2013ej/KAST+2013-08-12 12:11:31.00"
ZTF18absdxpk Ia 0.078 nan 2458385.5 2458378.6 6.9 ZTF18absdxpk_20180924_P60_v1.ascii 1 True "Ia 99aa-like" 0.0037843913 0.078 0.078 Ia-norm 0.00534226 Ia-91T 9.69 0.0815 6.144370456292679 "iPTF14bdn/YFOSC+2014-06-24 14:39:00.00"
ZTF18aboebsg Ia 0.099 nan 2458383.5 2458363.85 19.65 ZTF18aboebsg_20180922_P60_v1.ascii 1 True Ia-norm 0.003626789 0.099 0.099 "Ia 99aa-like" 0.0043514566 Ia-91bg 5.08 0.2867 2.372068059810867 "2011fe/SNIFS+2011-09-22 05:09:47.00"
ZTF18abrytwr Ia 0.061 nan 2458373.5 2458363.86 9.64 ZTF18abrytwr_20180912_P60_v1.ascii 1 True Ia-norm 0.0013306612 0.061 0.061 Ic 0.0016585126 Ib-norm 13.48 0.7355 20.178260911685225 "2007sr/FAST+2007-12-29 12:43:12.00"
ZTF18abrzbum II 0.018 nan 2458383.5 2458360.96 22.54 ZTF18abrzbum_20180922_P60_v1.ascii 1 True II 0.0004601833 0.018 0.018 II 0.000501174 II-norm 9.76 0.0182 1.4747855335892122 "2014G/KAST+2014-03-24 10:17:45.00"
ZTF18abrzbyt Ia 0.028 0.026911 2458363.5 2458360.96 2.54 ZTF18abrzbyt_20180902_P60_v1.ascii 1 True "Ia 99aa-like" 0.06619325 0.028 0.028 SLSN-I 0.09232868 ZTF18abrzbyt 0.0 0.0 2.6487066700583872 "1999aa/DIS+1999-02-17 00:00:00.00"
ZTF18abrzbyt Ia 0.028 0.026911 2458401.5 2458360.96 40.54 ZTF18abrzbyt_20181010_P60_v1.ascii 1 False Ia-norm 0.0057105436 0.028 0.028 "Ia 91T-like" 0.00597067 Gal 4.72 0.1636 0.33486775781895783 "2013dy/KAST+2013-11-03 05:48:28.00"
ZTF18abrzbyt Ia 0.028 0.026911 2458432.5 2458360.96 71.54 ZTF18abrzbyt_20181110_Keck1_v1.ascii 1 False Ia-norm 0.015161096 0.028 0.028 Ia-pec 0.03135728 Ia-norm 20.94 0.0296 -1.0246113169796605 "2012ht/KAST+2013-05-02 07:29:16.00"
ZTF18abrzcgl Ia 0.042 nan 2458383.5 2458360.96 22.54 ZTF18abrzcgl_20180922_P60_v1.ascii 1 True Ia-norm 0.0016262584 0.042 0.042 Ia-norm 0.0019501903 Ia-norm 21.58 0.0422 2.8149048848867135 "2011by/KAST+2011-06-08 06:51:50.00"
ZTF18abrzeym Ia 0.055 nan 2458374.5 2458373.6 0.9 ZTF18abrzeym_20180913_P60_v1.ascii 1 True Ia-norm 0.0013879271 0.055 0.055 Ia-norm 0.0020337887 Ia-norm 13.75 0.0556 16.8410762044768 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18absdgon Ia 0.066 nan 2458368.5 2458379.67 -11.17 ZTF18absdgon_20180907_P60_v1.ascii 1 True Ia-norm 0.0014521319 0.066 0.066 Ia-norm 0.0017124552 Ia-norm 9.32 0.0674 20.422897215174878 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18absdgon Ia 0.066 nan 2458627.5 2458379.67 247.83 ZTF18absdgon_20190524_P200_v1.ascii 1 False SLSN-I 0.0018171407 0.066 0.066 SLSN-I 0.0018209282 Ic-BL 5.09 0.4108 7.579940077573907 "2015bn/LDSS-3+2015-07-16 00:00:00.00"
ZTF18abshmro Ia 0.054 0.054386 2458367.5 2458362.89 4.61 ZTF18abshmro_20180906_P60_v1.ascii 1 True "Ia 91bg-like" 0.0019071364 0.054 0.054 "Ia 91bg-like" 0.0019153671 Ic-norm 5.83 0.5258 23.723521166043074 "1991bg/BC-Asi+1991-12-15 02:25:00.00"
ZTF18absldfl II 0.043 nan 2458365.5 2458373.92 -8.42 ZTF18absldfl_20180904_P60_v1.ascii 1 False Ibn 0.010683547 0.043 0.043 II-flash 0.011069221 Ia-norm 4.51 0.4431 18.43720270925987 "2010al/X-Shooter+2010-03-25 00:00:00.00"
ZTF18absldfl II 0.043 nan 2458373.5 2458373.92 -0.42 ZTF18absldfl_20180912_P60_v1.ascii 1 False II 0.0033142883 0.043 0.043 II 0.0035484934 Ic-norm 5.71 0.2754 13.020223037787169 "2012aw/DOLORES+2012-03-20 20:38:27.00"
ZTF18absldfl II 0.043 nan 2458384.5 2458373.92 10.58 ZTF18absldfl_20180923_P60_v1.ascii 1 True II 0.002131027 0.043 0.043 II 0.0021933038 II-norm 9.27 0.0431 7.3803416764106 "2016esw/KAST+2016-08-27 05:18:14.00"
ZTF18absliyc Ic 0.089 nan 2458372.5 2458376.81 -4.31 ZTF18absliyc_20180911_P60_v2.ascii 1 True Ia-pec 0.005014648 0.089 0.089 Ic-BL 0.005578053 Ia-norm 6.98 0.2391 12.28665156585416 "2013bh/LRIS+2013-04-09 13:28:33.00"
ZTF18absclsr II 0.026 nan 2458365.5 2458364.86 0.64 ZTF18absclsr_20180904_P60_v1.ascii 1 False SLSN-I 0.010780857 0.026 0.026 II 0.0108895255 Ic-BL 7.54 0.5865 39.68147889215443 "PTF10bfz/LRIS+2010-02-07 00:00:00.00"
ZTF18absclsr II 0.026 nan 2458379.5 2458364.86 14.64 ZTF18absclsr_20180918_P60_v1.ascii 1 True II 0.0022765114 0.026 0.026 II 0.002348394 II-norm 7.75 0.0259 15.321912781373541 "2016esw/KAST+2016-09-03 05:16:48.00"
ZTF18absclsr II 0.026 nan 2458464.5 2458364.86 99.64 ZTF18absclsr_20181212_P60_v1.ascii 1 False II 0.0018055332 0.026 0.026 IIn 0.0023550305 II-norm 8.5 0.0385 1.1567718364717963 "2014G/AFOSC+2014-04-07 23:39:27.00"
ZTF18absclsr II 0.026 nan 2458475.5 2458364.86 110.64 ZTF18absclsr_20181223_P60_v1.ascii 1 False Ic-BL 0.0089584235 0.026 0.026 Ic-BL 0.009356991 IIn 6.94 0.0314 0.8416507721478759 "2018gep/LRIS+2018-09-13 09:17:25.00"
ZTF18absclsr II 0.026 nan 2458475.5 2458364.86 110.64 ZTF18absclsr_20181223_P60_v2.ascii 1 False II 0.007162487 0.026 0.026 II 0.00806829 IIn 8.62 0.0355 1.3979139003468108 "1999em/LRIS+1999-11-08 00:00:00.00"
ZTF18abscyji II 0.036 0.039936 2458366.5 2458361.96 4.54 ZTF18abscyji_20180905_P60_v1.ascii 1 True II 0.0011596676 0.036 0.036 II 0.0011854474 II-norm 9.96 0.0404 4.343973709214078 "2013fs/FLOYDS-S+2013-11-06 09:36:49.00"
ZTF18abscyjj II 0.026 0.029084 2458365.5 2458364.96 0.54 ZTF18abscyjj_20180904_P60_v1.ascii 1 False Ibn 0.03244034 0.026 0.026 SLSN-I 0.03322955 IIb 5.89 0.0345 1.6028460165333414 "2006jc/AFOSC+2006-10-16 00:00:00.00"
ZTF18abscyjj II 0.026 0.029084 2458373.5 2458364.96 8.54 ZTF18abscyjj_20180912_P200_v2.ascii 1 True II 0.015066089 0.026 0.026 IIn 0.021781992 IIn 10.26 0.0257 0.42149456280432274 "2014G/KAST+2014-04-30 09:00:00.00"
ZTF18abskzjm Ia 0.106 nan 2458366.5 2458373.83 -7.33 ZTF18abskzjm_20180905_P60_v1.ascii 1 True Ia-norm 0.0028852385 0.106 0.106 "Ia 99aa-like" 0.007138767 Ia-norm 14.23 0.1056 6.741087061423214 "2012fr/KAST+2012-11-06 09:11:31.00"
ZTF18abotcjv Ia 0.062 nan 2458367.5 2458365.86 1.64 ZTF18abotcjv_20180906_P60_v1.ascii 1 False SLSN-I 0.015631361 0.062 0.062 II-flash 0.01878713 Ic-norm 4.62 0.2724 5.814120848942953 "2017egm/ALFOSC+2017-05-30 21:50:24.00"
ZTF18abotcjv Ia 0.062 nan 2458374.5 2458365.86 8.64 ZTF18abotcjv_20180913_P200_v1.ascii 1 True Ia-norm 0.008095402 0.062 0.062 Ia-norm 0.009572504 Ia-norm 23.48 0.062 14.900003054594322 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18absgnbm II 0.013 nan 2458365.5 2458362.71 2.79 ZTF18absgnbm_20180904_P60_v1.ascii 1 True II 0.0019964739 0.013 0.013 II 0.002369712 II-norm 11.88 0.0132 7.508107520561161 "1999em/LRIS+1999-11-08 00:00:00.00"
ZTF18abshezu SLSN-I 0.23 nan 2458371.5 2458423.69 -52.19 ZTF18abshezu_20180910_P60_v1.ascii 1 False SLSN-I 0.0054530194 0.23 0.23 SLSN-I 0.005528286 Ic-SLSN 5.81 0.228 11.019246222030905 "PTF12dam/LRIS+2012-05-22 00:00:00.00"
ZTF18abshezu SLSN-I 0.23 nan 2458373.5 2458423.69 -50.19 ZTF18abshezu_20180912_P200_v2.ascii 1 False SLSN-I 0.0027685103 0.23 0.23 SLSN-I 0.0031659831 Ic-SLSN 8.76 0.2357 5.111897444502267 "PTF09cnd/DBSP+2009-08-16 00:00:00.00"
ZTF18abshezu SLSN-I 0.23 nan 2458374.5 2458423.69 -49.19 ZTF18abshezu_20180913_P200_v1.ascii 1 False SLSN-I 0.0068933526 0.23 0.23 II-flash 0.008814808 II-norm 7.9 0.4275 3.424300549699775 "2017egm/KAST+2017-06-20 04:52:19.00"
ZTF18abshezu SLSN-I 0.23 nan 2458397.5 2458423.69 -26.19 ZTF18abshezu_20181006_P200_v1.ascii 1 False SLSN-I 0.009467634 0.23 0.23 SLSN-I 0.009501409 Ia-norm 5.83 0.3602 6.361058351815104 "2017egm/ALFOSC+2017-06-26 22:23:41.00"
ZTF18abshezu SLSN-I 0.23 nan 2458397.5 2458423.69 -26.19 ZTF18abshezu_20181006_P200_v2.ascii 1 False SLSN-I 0.00924282 0.23 0.23 SLSN-I 0.009251229 Ia-norm 5.82 0.3602 6.155061624653659 "PTF12dam/LRIS+2012-05-22 00:00:00.00"
ZTF18abshezu SLSN-I 0.23 nan 2458418.5 2458423.69 -5.19 ZTF18abshezu_20181027_P60_v1.ascii 1 False SLSN-I 0.0037440998 0.23 0.23 SLSN-I 0.005776699 Ia-norm 8.22 0.4001 18.903412868412474 "PTF09cnd/LRIS+2009-09-23 00:00:00.00"
ZTF18abshezu SLSN-I 0.23 nan 2458418.5 2458423.69 -5.19 ZTF18abshezu_20181027_P60_v2.ascii 1 False SLSN-I 0.004191786 0.23 0.23 SLSN-I 0.0062641827 Ia-91T 7.73 0.4017 18.90024025488286 "PTF09cnd/LRIS+2009-09-23 00:00:00.00"
ZTF18abshezu SLSN-I 0.23 nan 2458433.5 2458423.69 9.81 ZTF18abshezu_20181111_Keck1_v1.ascii 1 False SLSN-I 0.005022098 0.23 0.23 SLSN-I 0.006615699 Ic-SLSN 9.48 0.2267 2.243232651524325 "PTF09cnd/LRIS+2009-09-23 00:00:00.00"
ZTF18abshezu SLSN-I 0.23 nan 2458447.5 2458423.69 23.81 ZTF18abshezu_20181125_LT_v1.ascii 1 True SLSN-I 0.0038051724 0.23 0.23 SLSN-I 0.004183715 Ic-BL 6.55 0.3905 5.760721403839681 "PTF09cnd/LRIS+2009-10-17 00:00:00.00"
ZTF18abshtdj Ia 0.069 0.062556 2458366.5 2458371.83 -5.33 ZTF18abshtdj_20180905_P60_v1.ascii 1 True Ia-norm 0.0014573083 0.069 0.069 Ia-norm 0.0022953064 Ia-norm 23.74 0.066 7.3951450019889675 "2017erp/KAST+2017-06-20 05:21:07.00"
ZTF18absspcp Ia 0.066 nan 2458366.5 2458374.62 -8.12 ZTF18absspcp_20180905_P60_v1.ascii 1 False SLSN-I 0.0018484388 0.066 0.066 SLSN-I 0.0022516423 Ia-91T 5.37 0.0624 21.56591118626289 "2018bsz/X-Shooter+2018-07-08 00:00:00.00"
ZTF18absspcp Ia 0.066 nan 2458372.5 2458374.62 -2.12 ZTF18absspcp_20180911_P60_v1.ascii 1 True Ia-norm 0.00206642 0.066 0.066 Ia-norm 0.0021019217 Ia-norm 8.18 0.065 22.617804633543187 "2011by/KAST+2011-04-28 05:44:09.00"
ZTF18abtfrbf Ia 0.052 0.0569 2458400.5 2458376.78 23.72 ZTF18abtfrbf_20181009_P60_v1.ascii 1 True Ia-norm 0.0023688483 0.052 0.052 Ia-norm 0.0026190698 Ia-norm 12.11 0.0515 2.926034355253099 "2011by/KAST+2011-06-08 06:51:50.00"
ZTF18absgnio Ia 0.063 nan 2458367.5 2458362.71 4.79 ZTF18absgnio_20180906_P60_v1.ascii 1 False Ia-norm 0.0014666349 0.063 0.063 Ia-norm 0.0017643317 Ia-norm 13.97 0.0643 23.161936856714696 "2012cg/KAST+2012-06-13 05:25:26.00"
ZTF18absgnio Ia 0.063 nan 2458370.5 2458362.71 7.79 ZTF18absgnio_20180909_P60_v1.ascii 1 True Ia-norm 0.0021741122 0.063 0.063 Ia-CSM 0.00252651 Ia-norm 13.7 0.0624 22.38347197126827 "2011fe/SNIFS+2011-09-22 05:09:47.00"
ZTF18abskoyh II 0.022 nan 2458367.5 2458363.74 3.76 ZTF18abskoyh_20180906_P60_v1.ascii 1 True II 0.0033751784 0.022 0.022 II 0.00368435 II-norm 8.41 0.0222 17.795993733429782 "2007od/KAST+2007-11-10 08:00:57.00"
ZTF18absqhza Ia 0.057 nan 2458367.5 2458372.88 -5.38 ZTF18absqhza_20180906_P60_v1.ascii 1 True Ia-norm 0.0010936366 0.057 0.057 Ia-norm 0.0012833409 Ia-norm 23.52 0.0566 9.610471789003824 "2011fe/STIS+2011-09-10 09:22:00.00"
ZTF18abotdef Ia 0.064 nan 2458368.5 2458365.87 2.63 ZTF18abotdef_20180907_P60_v1.ascii 1 True Ia-norm 0.0014737407 0.064 0.064 Ia-norm 0.0015389677 Ia-norm 27.7 0.0605 5.943359044465587 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18absbgqd II 0.029 nan 2458368.5 2458379.67 -11.17 ZTF18absbgqd_20180907_P60_v1.ascii 1 True II 0.002440145 0.029 0.029 IIb 0.0026181946 II-norm 9.32 0.029 25.652781461247656 "2013ej/KAST+2013-08-12 12:11:31.00"
ZTF18abssuxz Ia 0.06 0.064928 2458373.5 2458377.64 -4.14 ZTF18abssuxz_20180912_P60_v2.ascii 1 True Ia-norm 0.0017975654 0.06 0.06 Ia-norm 0.0018647338 Ia-norm 21.09 0.057 9.911118672956203 "2011by/KAST+2011-05-06 05:38:24.00"
ZTF18abtgkdo Ia 0.082 nan 2458453.5 2458375.88 77.62 ZTF18abtgkdo_20181201_Keck1_v1.ascii 1 True Ia-norm 0.0017674178 0.082 0.082 "Ia 99aa-like" 0.0019361613 Ia-norm 9.43 0.0978 4.4143852439881925 "2009ig/KAST+2009-11-10 09:00:00.00"
ZTF18abtmtfy Ia 0.09 nan 2458397.5 2458385.89 11.61 ZTF18abtmtfy_20181006_P60_v1.ascii 1 True "Ia 99aa-like" 0.0020201593 0.09 0.09 Ia-norm 0.0020635813 Ia-norm 9.46 0.094 5.550977663007032 "1999aa/KAST+1999-03-12 00:00:00.00"
ZTF18abtnlik Ia 0.084 nan 2458380.5 2458379.7 0.8 ZTF18abtnlik_20180919_P60_v1.ascii 1 True Ia-norm 0.00079039444 0.084 0.084 Ia-norm 0.00088452455 Ia-norm 20.33 0.0843 5.535122121809894 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18abtqevs Ia 0.044 nan 2458374.5 2458370.86 3.64 ZTF18abtqevs_20180913_P200_v1.ascii 1 True Ia-norm 0.005143189 0.044 0.044 Ia-norm 0.006579514 Ia-norm 15.51 0.0437 14.935615634653518 "2012cu/KAST+2012-06-27 05:52:48.00"
ZTF18absyyig Ia 0.044 nan 2458369.5 2458368.81 0.69 ZTF18absyyig_20180908_P60_v1.ascii 1 True "Ia 99aa-like" 0.0022287155 0.044 0.044 Ia-norm 0.0032290223 Ia-norm 29.22 0.0439 14.423848134236401 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18abtmbaz Ia 0.067 nan 2458373.5 2458378.9 -5.4 ZTF18abtmbaz_20180912_P60_v1.ascii 1 True Ia-norm 0.0036467032 0.067 0.067 Ia-norm 0.0037452257 Ia-norm 10.53 0.0665 16.147509905089947 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18abrzbtb II 0.016 0.018713 2458373.5 2458434.9 -61.4 ZTF18abrzbtb_20180912_P200_v2.ascii 1 False II 0.0017194063 0.016 nan nan nan II-norm 12.35 0.0192 5.112238326815486 "2016esw/KAST+2016-11-03 03:44:38.00"
ZTF18abrzbtb II 0.016 0.018713 2458374.5 2458434.9 -60.4 ZTF18abrzbtb_20180913_P60_v2.ascii 1 True II 0.00085502607 0.016 nan nan nan II-norm 9.43 0.016 5.707666640513953 "1999em/LRIS+1999-12-05 00:00:00.00"
ZTF18abskove Ia 0.083 nan 2458373.5 2458378.68 -5.18 ZTF18abskove_20180912_P60_v1.ascii 1 True Ia-norm 0.001787396 0.083 0.083 Ia-norm 0.0024458976 Ia-norm 14.89 0.0796 6.4218981935123 "2017erp/KAST+2017-06-26 05:19:40.00"
ZTF18absstyb Ia 0.053 0.052697 2458370.5 2458373.65 -3.15 ZTF18absstyb_20180909_P60_v2.ascii 1 True Ia-norm 0.0025279932 0.053 0.053 Ia-norm 0.003077744 Ia-norm 15.6 0.052 9.073485011393458 "2017erp/KAST+2017-06-26 05:19:40.00"
ZTF18abtfvsk Ia 0.023 nan 2458369.5 2458367.88 1.62 ZTF18abtfvsk_20180908_P60_v1.ascii 1 True "Ia 99aa-like" 0.0016557289 0.023 0.023 Ia-norm 0.0047479495 Ia-norm 17.47 0.0206 12.172743299822043 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18abtkqkb Ia 0.083 nan 2458401.5 2458377.74 23.76 ZTF18abtkqkb_20181010_P200_v1.ascii 1 True Ia-norm 0.0023263188 0.083 0.083 SLSN-IIn 0.0025846837 Ia-norm 8.29 0.0876 4.019636024758556 "2012cu/KAST+2012-07-23 04:48:00.00"
ZTF18abtogdl Ia 0.1 nan 2458388.5 2458382.63 5.87 ZTF18abtogdl_20180927_P60_v2.ascii 1 True "Ia 91T-like" 0.0018747755 0.1 0.1 Ia-norm 0.0019391882 Ia-norm 15.66 0.0985 7.6859406041192475 "1991T/UV-Schmidt+1991-05-05 00:00:00.00"
ZTF18abuicad SLSN-II 0.136 nan 2458423.5 2458425.68 -2.18 ZTF18abuicad_20181101_P60_v1.ascii 1 False IIn 0.0015139283 0.136 0.136 II 0.0015320497 IIn 6.42 0.1331 8.617115323362063 "2005cp/DBSP+2006-01-08 00:00:00.00"
ZTF18abuicad SLSN-II 0.136 nan 2458423.5 2458425.68 -2.18 ZTF18abuicad_20181101_P60_v2.ascii 1 True IIn 0.0019816037 0.136 0.136 IIn 0.0020866503 II-norm 5.37 0.1325 8.535362332338178 "2005cp/DBSP+2005-09-08 00:00:00.00"
ZTF18abuicad SLSN-II 0.136 nan 2458456.5 2458425.68 30.82 ZTF18abuicad_20181204_Keck1_v1.ascii 1 False IIn 0.0031064437 0.136 0.136 IIn 0.003228594 QSO 16.98 0.1344 17.519692295134444 "2010jl/LRIS+2010-12-08 15:27:27.00"
ZTF18abspqsn Ia 0.034 nan 2458370.5 2458385.72 -15.22 ZTF18abspqsn_20180909_P60_v1.ascii 1 False """super chandra""" 0.0044317166 0.034 0.034 SLSN-I 0.0048332824 Ia-norm 7.68 0.0378 19.611655685228527 "2012dn/KAST+2012-07-11 09:15:50.00"
