ZTF_Name classification redshift HGz JD JD_peak phase name flag is_good_spec SF_fit_1 chi2_fit_1 zfit_1 zfit_2 SF_fit_2 chi2_fit_2 c_snid c_rlap z_snid SNR short_name
ZTF18abklarx Ic-BL 0.042 0.044177 2458340.5 2458337.64 2.86 ZTF18abklarx_20180810_P60_v2.ascii 1 False Ic-BL 0.0024229463 0.042 0.042 Ic-BL 0.004132168 Ic-norm 8.77 0.0461 6.160170879344415 "2006aj/FORS2+2006-03-03 00:14:24.00"
ZTF18abklarx Ic-BL 0.042 0.044177 2458343.5 2458337.64 5.86 ZTF18abklarx_20180813_P60_v1.ascii 1 False Ic-BL 0.0024255035 0.042 0.042 Ic-BL 0.0026337304 Ic-BL 6.06 0.1572 5.6084674784854505 "2006aj/FORS2+2006-03-06 00:20:10.00"
ZTF18abklarx Ic-BL 0.042 0.044177 2458343.5 2458337.64 5.86 ZTF18abklarx_20180813_P60_v2.ascii 1 False Ic-BL 0.0028666484 0.042 0.042 Ic-BL 0.0029834749 II-norm 6.05 0.1749 6.0667027065082335 "2006aj/FORS2+2006-03-06 00:20:10.00"
ZTF18abklarx Ic-BL 0.042 0.044177 2458351.5 2458337.64 13.86 ZTF18abklarx_20180821_P200_v1.ascii 1 True Ic 0.0024731425 0.042 0.042 Ib 0.00251077 Ic-BL 5.66 0.0363 1.3281986056304418 "1994I/KAST+1994-04-04 10:14:53.00"
ZTF18abltaxf Ia 0.06 0.061869 2458345.5 2458344.61 0.89 ZTF18abltaxf_20180815_P60_v1.ascii 1 True Ia-norm 0.00095040066 0.06 0.06 Ia-norm 0.0016959624 Ia-norm 18.94 0.0605 6.772149786625333 "2012ht/KAST+2013-01-05 11:45:36.00"
ZTF18abltdkd Ia 0.026 nan 2458338.5 2458346.61 -8.11 ZTF18abltdkd_20180808_P60_v1.ascii 1 False Ia-norm 0.0051896316 0.026 0.026 "Ia 99aa-like" 0.0059249946 Ia-norm 10.21 0.0363 14.81451385121782 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18abltdkd Ia 0.026 nan 2458338.5 2458346.61 -8.11 ZTF18abltdkd_20180808_P60_v2.ascii 1 True Ia-norm 0.0069549154 0.026 0.026 "Ia 99aa-like" 0.007301225 Ia-norm 10.35 0.0273 9.07940261411627 "2011by/KAST+2011-04-28 05:44:09.00"
ZTF18ablqjul Ia 0.093 nan 2458355.5 2458353.61 1.89 ZTF18ablqjul_20180825_P60_v1.ascii 1 True Ia-CSM-(ambigious) 0.0024696714 0.093 0.093 Ia-CSM 0.0029733165 Ia-norm 7.98 0.0943 6.843880125118348 "2002ic/BC-Magellan+2002-11-29 00:00:00.00"
ZTF18abjrbza Ic 0.012 nan 2458344.5 2458325.85 18.65 ZTF18abjrbza_20180814_P60_v1.ascii 1 True Ic-BL 0.002038055 0.012 0.012 Ca-Ia 0.0030325188 Ic-norm 8.93 0.0058 8.711999853570969 "PTF10vgv/KAST+2010-10-01 06:25:55.00"
ZTF18abjrbza Ic 0.012 nan 2458415.5 2458325.85 89.65 ZTF18abjrbza_20181024_P60_v1.ascii 1 False Ib 0.002200986 0.012 0.012 Ic 0.002374525 Ia-norm 6.84 0.5928 3.5906368575542547 "2004gq/LRIS+2005-03-11 06:57:35.00"
ZTF18abjrbza Ic 0.012 nan 2458488.5 2458325.85 162.65 ZTF18abjrbza_20190105_Keck1_v1.ascii 1 False Ib 0.015546316 0.012 0.012 Ic 0.018994177 Ic-BL 10.35 0.6146 0.6453120942354973 "2004ao/MMT-Blue+2004-07-21 05:31:12.00"
ZTF18ablongw Ia 0.088 0.081924 2458344.5 2458349.69 -5.19 ZTF18ablongw_20180814_P60_v1.ascii 1 True Ia-pec 0.0016922911 0.088 0.088 Ia-pec 0.0020718444 Ia-norm 5.97 0.0839 13.534550037826367 "2000cx/KAST+2000-07-28 09:30:14.00"
ZTF18ablqkud Ia 0.068 0.068085 2458351.5 2458350.6 0.9 ZTF18ablqkud_20180821_P60_v1.ascii 1 True Ia-norm 0.0017623565 0.068 0.068 Ia-norm 0.0017931901 Ia-norm 13.49 0.068 7.127183949846101 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18abltdfj Ia-91bg 0.03 0.030424 2458341.5 2458343.61 -2.11 ZTF18abltdfj_20180811_P60_v1.ascii 1 False Ic-BL 0.002553757 0.03 0.03 SLSN-I 0.0028777577 IIb 6.11 0.3579 1.3757532094667995 "PTF10vgv/HET-LRS+2010-09-27 00:00:00.00"
ZTF18abltdfj Ia-91bg 0.03 0.030424 2458341.5 2458343.61 -2.11 ZTF18abltdfj_20180811_P60_v2.ascii 1 True "Ia 91bg-like" 0.0014011133 0.03 0.03 "Ia 91bg-like" 0.0017194733 Ia-91bg 15.64 0.0301 3.7806997115239636 "2005bl/DOLORES+2005-04-26 00:00:00.00"
ZTF18abltfho IIn 0.055 nan 2458342.5 2458362.61 -20.11 ZTF18abltfho_20180812_P200_v1.ascii 1 False IIn 0.0010765266 0.055 0.055 IIn 0.0012893479 Gal 10.41 0.0548 2.4837043118433653 "2002bu/KAST+2002-04-08 00:00:00.00"
ZTF18abltfho IIn 0.055 nan 2458349.5 2458362.61 -13.11 ZTF18abltfho_20180819_P60_v1.ascii 1 True II 0.0025012125 0.055 0.055 IIn 0.002559641 II-norm 6.85 0.0559 6.079087890003734 "2012aw/AFOSC+2012-03-26 21:02:19.00"
ZTF18abjstcm Ia 0.078 nan 2458343.5 2458342.78 0.72 ZTF18abjstcm_20180813_P60_v1.ascii 1 False Ic 0.0026900931 0.078 0.078 "Ia 91T-like" 0.0027390954 Ia-norm 10.96 0.7775 31.617593413070715 "2007gr/LRIS+2007-08-17 15:10:04.00"
ZTF18abjstcm Ia 0.078 nan 2458343.5 2458342.78 0.72 ZTF18abjstcm_20180813_P60_v2.ascii 1 False Ic 0.001633635 0.078 0.078 Ia-CSM-(ambigious) 0.0016678222 Ia-91T 5.8 0.0945 15.072927997393288 "2007gr/LRIS+2007-08-17 15:10:04.00"
ZTF18abjstcm Ia 0.078 nan 2458351.5 2458342.78 8.72 ZTF18abjstcm_20180821_P200_v1.ascii 1 True SLSN-IIn 0.0017862265 0.078 0.078 SLSN-IIn 0.0020134712 Ia-norm 8.72 0.2659 13.824028477892124 "2006gy/KAST+2006-10-30 08:38:24.00"
ZTF18ablwtkf Ia 0.036 nan 2458343.5 2458348.79 -5.29 ZTF18ablwtkf_20180813_P60_v1.ascii 1 False "Ia 91bg-like" 0.0010675767 0.036 0.036 "Ia 91bg-like" 0.0013765678 Ia-91bg 11.13 0.0314 8.152090014587177 "2005bl/CAFOS+2005-04-17 02:09:02.00"
ZTF18ablwtkf Ia 0.036 nan 2458343.5 2458348.79 -5.29 ZTF18ablwtkf_20180813_P60_v2.ascii 1 True "Ia 91bg-like" 0.0022911634 0.036 0.036 "Ia 91bg-like" 0.002320349 Ia-norm 8.4 0.0344 15.21645702892895 "2005bl/WFCCD+2005-04-16 03:14:14.00"
ZTF18ablwtkf Ia 0.036 nan 2458580.5 2458348.79 231.71 ZTF18ablwtkf_20190407_APO_v1.ascii 1 False Ic-BL 0.0033795831 0.036 0.036 Ic-BL 0.003417672 Ia-norm 9.1 0.1984 9.417064685525594 "1998bw/EFOSC2-3.6+1998-05-04 00:00:00.00"
ZTF18abmkaps Ia 0.059 nan 2458357.5 2458356.68 0.82 ZTF18abmkaps_20180827_P60_v1.ascii 1 True Ia-norm 0.0021230814 0.059 0.059 Ia-norm 0.0021447707 Ia-norm 11.94 0.058 17.487477209970645 "2011by/KAST+2011-05-06 05:38:24.00"
ZTF18abmmdif Ia 0.076 nan 2458347.5 2458352.8 -5.3 ZTF18abmmdif_20180817_P60_v1.ascii 1 True Ia-norm 0.0029070931 0.076 0.076 Ia-norm 0.0033250186 Ia-norm 15.78 0.0772 7.827464489296497 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18abfdupq Ia 0.068 nan 2458345.5 2458350.83 -5.33 ZTF18abfdupq_20180815_P60_v1.ascii 1 True II 0.0014515669 0.068 nan nan nan Ia-norm 7.48 0.0693 12.02008863631454 "2012aw/HET-LRS+2013-03-16 00:00:00.00"
ZTF18ablwgop Ia 0.085 nan 2458351.5 2458343.86 7.64 ZTF18ablwgop_20180821_P200_v1.ascii 1 True Ia-norm 0.00418734 0.085 0.085 "Ia 91T-like" 0.004310325 Ia-norm 18.18 0.0844 5.150079622627927 "2012cg/KAST+2012-06-13 05:25:26.00"
ZTF18abmasep SLSN-I 0.101 nan 2458351.5 2458365.73 -14.23 ZTF18abmasep_20180821_P200_v1.ascii 1 False SLSN-I 0.0049818647 0.101 0.101 SLSN-I 0.00516963 Ic-SLSN 7.16 0.1026 12.685157760016091 "PTF09cnd/DBSP+2009-08-16 00:00:00.00"
ZTF18abmasep SLSN-I 0.101 nan 2458351.5 2458365.73 -14.23 ZTF18abmasep_20180821_P200_v2.ascii 1 True FBOT 0.0055323327 0.101 0.101 IIb-flash 0.009030157 Ic-SLSN 7.16 0.1026 42.633651822507225 "AT2018cow/ACAM+2018-06-26 12:00:00.00"
ZTF18abmdpwe II 0.018 0.017586 2458344.5 2458363.66 -19.16 ZTF18abmdpwe_20180814_P60_v1.ascii 1 True SLSN-Ib 0.0037810605 0.018 0.018 II 0.0046099364 Ic-BL 5.58 0.5848 14.546661949504767 "2010md/DBSP+2010-05-21 00:00:00.00"
ZTF18abmrhom Ia 0.072 nan 2458348.5 2458351.86 -3.36 ZTF18abmrhom_20180818_P60_v1.ascii 1 True Ia-norm 0.001725956 0.072 0.072 Ia-norm 0.0019458635 Ia-91T 7.9 0.0726 13.617797648245327 "2012cg/KAST+2012-05-21 04:27:50.00"
ZTF18abmjvuf Ia 0.077 nan 2458351.5 2458353.61 -2.11 ZTF18abmjvuf_20180821_P200_v1.ascii 1 True Ia-norm 0.0058453074 0.077 0.077 Ia-norm 0.0062062973 Ia-norm 20.9 0.0722 3.9895510878995397 "2015N/KAST+2015-07-23 09:21:36.00"
ZTF18abmjyvo Ia 0.052 nan 2458356.5 2458359.67 -3.17 ZTF18abmjyvo_20180826_P60_v1.ascii 1 True "Ia 02es-like" 0.0016493939 0.052 0.052 """super chandra""" 0.0024610572 Ia-91bg 11.22 0.0654 7.261689782162138 "2002es/KAST+2002-09-03 00:00:00.00"
ZTF18abmmkaz Ia 0.063 nan 2458347.5 2458352.66 -5.16 ZTF18abmmkaz_20180817_P60_v2.ascii 1 True Ia-norm 0.002320905 0.063 0.063 Ia-norm 0.003947621 Ia-91T 12.41 0.0602 9.85617790308158 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18abmogag Ia 0.08 0.082214 2458347.5 2458346.82 0.68 ZTF18abmogag_20180817_P60_v1.ascii 1 False II 0.00192116 0.08 0.08 II 0.0019322098 Ia-norm 7.1 0.076 6.280259774936728 "2002hh/KAST+2003-04-08 00:00:00.00"
ZTF18abmogag Ia 0.08 0.082214 2458351.5 2458346.82 4.68 ZTF18abmogag_20180821_P200_v1.ascii 1 True Ia-norm 0.002601981 0.08 0.08 Ia-norm 0.0028292357 Ia-norm 15.45 0.0863 12.766405039875128 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18abmxahs Ia 0.022 0.014757 2458348.5 2458362.66 -14.16 ZTF18abmxahs_20180818_P60_v1.ascii 1 True Ia-norm 0.0028116798 0.022 0.022 Ia-norm 0.0070342184 Ia-norm 12.54 0.0217 8.878213016837094 "2011fe/KAST+2011-08-25 03:54:43.00"
ZTF18abmxfrc Ia 0.056 nan 2458347.5 2458359.66 -12.16 ZTF18abmxfrc_20180817_P60_v2.ascii 1 True "Ia 91bg-like" 0.0043280837 0.056 0.056 IIb 0.004403111 Ia-norm 7.75 0.0697 9.63641223003992 "2005bl/WFCCD+2005-04-16 03:14:14.00"
ZTF18ablqhqx Ia 0.109 0.11044 2458351.5 2458347.66 3.84 ZTF18ablqhqx_20180821_P200_v1.ascii 1 True Ia-norm 0.0047150007 0.109 0.109 Ia-norm 0.005132689 Ia-norm 19.02 0.1092 3.243847011524993 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18abncdhd Ia 0.054 nan 2458350.5 2458346.79 3.71 ZTF18abncdhd_20180820_P60_v1.ascii 1 True Ia-norm 0.0016233211 0.054 0.054 Ia-norm 0.0016635515 Ia-norm 29.87 0.0465 5.030831980707852 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18abnonwz Ia 0.068 nan 2458351.5 2458348.61 2.89 ZTF18abnonwz_20180821_P200_v1.ascii 1 True Ia-norm 0.0036424918 0.068 0.068 "Ia 99aa-like" 0.0045829318 Ia-norm 18.81 0.0642 3.5642970545212314 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18abntsgz Ia 0.052 nan 2458357.5 2458360.75 -3.25 ZTF18abntsgz_20180827_P60_v1.ascii 1 True Ia-norm 0.0022789964 0.052 0.052 Ia-norm 0.0024537845 Ia-norm 16.94 0.0515 8.941484147324559 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18abmxdhb Ia 0.07 nan 2458350.5 2458359.59 -9.09 ZTF18abmxdhb_20180820_P60_v1.ascii 1 True """super chandra""" 0.0068337694 0.07 0.07 Ia-norm 0.007264123 Ia-norm 9.18 0.0703 6.672709143472309 "2009dc/KAST+2009-04-18 11:32:38.00"
ZTF18abmxmsv Ia 0.102 nan 2458350.5 2458352.73 -2.23 ZTF18abmxmsv_20180820_P60_v1.ascii 1 True "Ia 91T-like" 0.0028759015 0.102 0.102 "Ia 99aa-like" 0.0037248507 Ia-norm 10.01 0.096 8.037341145658967 "2018hfr/KAST+2018-10-16 13:01:55.00"
ZTF18abnxhmc Ia 0.077 0.076562 2458349.5 2458363.72 -14.22 ZTF18abnxhmc_20180819_P60_v1.ascii 1 False II 0.0022746169 0.077 nan nan nan Ic-norm 9.79 0.5839 6.359516622111902 "2002hh/ESI+2002-11-06 00:00:00.00"
ZTF18abnxhmc Ia 0.077 0.076562 2458359.5 2458363.72 -4.22 ZTF18abnxhmc_20180829_P60_v1.ascii 1 False SLSN-I 0.011668472 0.077 0.077 SLSN-I 0.012405736 IIn 5.83 0.1999 0.5974027000609052 "iPTF13ajg/X-Shooter+2013-05-08 05:23:44.00"
ZTF18abnxhmc Ia 0.077 0.076562 2458362.5 2458363.72 -1.22 ZTF18abnxhmc_20180901_P60_v1.ascii 1 True "Ia 99aa-like" 0.0012299902 0.077 0.077 Ia-norm 0.0013669969 Ia-norm 21.62 0.0763 8.981046219202385 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18abmoung Ia 0.076 0.06589 2458351.5 2458353.73 -2.23 ZTF18abmoung_20180821_P60_v2.ascii 1 True Ia-norm 0.002443584 0.076 0.076 Ia-norm 0.0026435493 Ia-norm 6.53 0.0707 9.946261171940119 "2015N/KAST+2015-07-23 09:21:36.00"
ZTF18abnzocn Ia 0.031 0.030658 2458351.5 2458364.83 -13.33 ZTF18abnzocn_20180821_P200_v1.ascii 1 False "Ia 91bg-like" 0.0058937245 0.031 0.031 Ia-norm 0.006205586 Ia-91bg 17.14 0.0266 8.637869954640642 "1999by/FAST+1999-05-08 03:36:00.00"
ZTF18abnzocn Ia 0.031 0.030658 2458362.5 2458364.83 -2.33 ZTF18abnzocn_20180901_P60_v1.ascii 1 True "Ia 91bg-like" 0.0011072007 0.031 0.031 "Ia 91bg-like" 0.0017343296 Ia-91bg 16.1 0.0314 7.300822782480131 "2005bl/DOLORES+2005-04-26 00:00:00.00"
ZTF18aboabxv Ic 0.037 0.029123 2458351.5 2458363.68 -12.18 ZTF18aboabxv_20180821_P200_v1.ascii 1 False Ic 0.002384049 0.037 0.037 SLSN-I 0.0026623409 Ia-norm 12.0 0.0348 2.342648968197525 "1994I/KAST+1994-04-04 10:14:53.00"
ZTF18aboabxv Ic 0.037 0.029123 2458361.5 2458363.68 -2.18 ZTF18aboabxv_20180831_P60_v1.ascii 1 True Ic 0.002042933 0.037 0.037 Ic 0.0034731112 Ic-norm 19.9 0.0372 6.252178629389846 "1994I/BC-Ekar+1994-04-09 00:00:00.00"
ZTF18aboabxv Ic 0.037 0.029123 2458576.5 2458363.68 212.82 ZTF18aboabxv_20190403_Keck1_v1.ascii 1 False SLSN-I 0.01591338 0.037 0.037 SLSN-I 0.016036123 IIn 7.66 0.161 0.1101895419470924 "iPTF13ajg/X-Shooter+2013-05-08 05:23:44.00"
ZTF18abobkii Ia 0.062 0.059774 2458358.5 2458359.67 -1.17 ZTF18abobkii_20180828_P60_v1.ascii 1 True IIn 0.0028267282 0.062 0.062 "Ia 91T-like" 0.0030482456 Ia-norm 8.35 0.057 17.83509460863844 "2005cp/DBSP+2005-08-13 00:00:00.00"
ZTF18abojpnr IIb 0.035 nan 2458351.5 2458374.78 -23.28 ZTF18abojpnr_20180821_P60_v1.ascii 1 False "Ia 99aa-like" 0.07101254 0.035 0.035 II-flash 0.099345624 Ic-BL 8.55 0.5763 10.718747453442901 "1999aa/DIS+1999-02-17 00:00:00.00"
ZTF18abojpnr IIb 0.035 nan 2458370.5 2458374.78 -4.28 ZTF18abojpnr_20180909_P60_v1.ascii 1 False IIb 0.0024721345 0.035 0.035 IIb 0.0027536643 IIb 8.93 0.0298 13.09290362050518 "2001ig/EFOSC2-3.6+2002-01-12 00:00:00.00"
ZTF18abojpnr IIb 0.035 nan 2458373.5 2458374.78 -1.28 ZTF18abojpnr_20180912_P200_v2.ascii 1 False IIb 0.0025081453 0.035 0.035 II 0.0028797907 IIb 9.62 0.0445 6.654393555308437 "2008ax/CAFOS+2008-03-18 00:52:47.00"
ZTF18abojpnr IIb 0.035 nan 2458399.5 2458374.78 24.72 ZTF18abojpnr_20181008_NOT_v1.ascii 1 True II 0.0022168052 0.035 0.035 IIb 0.0022903427 IIb 8.92 0.0373 5.422598219782453 "2003ed/KAST+2003-06-07 00:00:00.00"
ZTF18abojpnr IIb 0.035 nan 2458435.5 2458374.78 60.72 ZTF18abojpnr_20181113_NOT_v1.ascii 1 False IIb 0.0017905436 0.035 0.035 IIb 0.0018682241 IIb 6.09 0.0354 3.875592417920161 "1996cb/KAST+1997-02-09 00:00:00.00"
ZTF18abojpnr IIb 0.035 nan 2458449.5 2458374.78 74.72 ZTF18abojpnr_20181127_P60_v1.ascii 1 False II 0.0031222934 0.035 0.035 IIn 0.0031351708 Ia-norm 4.77 0.4581 5.339116204768599 "2013fs/KAST+2013-10-26 08:06:13.00"
ZTF18abokpvh Ia 0.082 nan 2458359.5 2458364.67 -5.17 ZTF18abokpvh_20180829_P60_v1.ascii 1 True Ia-norm 0.0024646139 0.082 0.082 Ia-norm 0.0025639243 Ia-91T 10.75 0.0877 5.664674831705903 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18abokyfk II 0.016 0.017189 2458351.5 2458367.81 -16.31 ZTF18abokyfk_20180821_P200_v1.ascii 1 False II 0.0036458154 0.016 0.016 II 0.0037983411 Gal 11.57 0.017 11.879667116531031 "2014G/KAST+2014-01-23 09:28:48.00"
ZTF18abokyfk II 0.016 0.017189 2458351.5 2458367.81 -16.31 ZTF18abokyfk_20180821_P60_v1.ascii 1 False II 0.05488893 0.016 0.016 FBOT 0.055808038 Ia-norm 6.65 0.2821 7.1724850839118295 "2012aw/DOLORES+2012-03-20 20:38:27.00"
ZTF18abokyfk II 0.016 0.017189 2458353.5 2458367.81 -14.31 ZTF18abokyfk_20180823_P60_v2.ascii 1 False II 0.0052798595 0.016 0.016 II 0.005749564 Ic-BL 6.01 0.5896 8.54293025041976 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18abokyfk II 0.016 0.017189 2458355.5 2458367.81 -12.31 ZTF18abokyfk_20180825_LT_v1.ascii 1 False SLSN-II 0.002398358 0.016 0.016 SLSN-II 0.0024183022 Ic-norm 5.25 0.0686 1.7630704501886592 "2008es/HET-LRS+2008-05-08 00:00:00.00"
ZTF18abokyfk II 0.016 0.017189 2458357.5 2458367.81 -10.31 ZTF18abokyfk_20180827_P60_v1.ascii 1 False Ic-BL 0.0047046123 0.016 0.016 Ic-BL 0.0059671565 Ib-norm 5.73 0.2635 8.77755349024238 "2006aj/FORS2+2006-02-23 00:37:26.00"
ZTF18abokyfk II 0.016 0.017189 2458359.5 2458367.81 -8.31 ZTF18abokyfk_20180829_P60_v1.ascii 1 False Ia-norm 0.008373379 0.016 0.016 II-flash 0.008588282 Ia-norm 7.2 0.2629 11.395722012306694 "2011by/KAST+2011-05-04 05:58:33.00"
ZTF18abokyfk II 0.016 0.017189 2458365.5 2458367.81 -2.31 ZTF18abokyfk_20180904_NOT_v1.ascii 1 False II 0.005190581 0.016 0.016 II 0.005374444 II-norm 10.65 0.0166 13.912986736059109 "2013fs/KAST+2013-10-26 08:06:13.00"
ZTF18abokyfk II 0.016 0.017189 2458386.5 2458367.81 18.69 ZTF18abokyfk_20180925_P60_v1.ascii 1 True II 0.00046095383 0.016 0.016 II 0.000480658 II-norm 16.64 0.0164 4.9514392963003075 "2008aw/KAST+2008-04-10 00:00:00.00"
ZTF18abokyfk II 0.016 0.017189 2458386.5 2458367.81 18.69 ZTF18abokyfk_20180925_P60_v2.ascii 1 False II 0.00046095383 0.016 0.016 II 0.000480658 II-norm 16.64 0.0164 4.9514392963003075 "2008aw/KAST+2008-04-10 00:00:00.00"
ZTF18abokyfk II 0.016 0.017189 2458425.5 2458367.81 57.69 ZTF18abokyfk_20181103_P60_v1.ascii 1 False II 0.00047170857 0.016 0.016 II 0.00048654524 II-norm 10.61 0.0141 1.8787721295186337 "2014G/KAST+2014-03-24 10:17:45.00"
ZTF18abokyfk II 0.016 0.017189 2458436.5 2458367.81 68.69 ZTF18abokyfk_20181114_P60_v1.ascii 1 False II 0.001098668 0.016 0.016 II 0.0012666314 II-norm 6.45 0.0285 1.2663654633195953 "2013ej/DEIMOS+2013-09-10 09:48:57.00"
ZTF18abokyfk II 0.016 0.017189 2458441.5 2458367.81 73.69 ZTF18abokyfk_20181119_P60_v1.ascii 1 False II 0.0025793407 0.016 0.016 II 0.0027940415 II-norm 9.08 0.026 5.009665274681922 "2009kr/DEIMOS+2010-02-15 07:29:16.00"
ZTF18abokyfk II 0.016 0.017189 2458448.5 2458367.81 80.69 ZTF18abokyfk_20181126_P60_v1.ascii 1 False II 0.0006433802 0.016 0.016 II 0.00068541075 II-norm 12.48 0.0197 2.4473880745612795 "2016esw/KAST+2016-11-03 03:44:38.00"
ZTF18abokyfk II 0.016 0.017189 2458456.5 2458367.81 88.69 ZTF18abokyfk_20181204_P60_v1.ascii 1 False II 0.0008999198 0.016 0.016 II 0.0010878722 II-norm 7.68 0.0164 1.5882676062403938 "2009kr/DEIMOS+2010-02-15 07:29:16.00"
ZTF18abokyfk II 0.016 0.017189 2458469.5 2458367.81 101.69 ZTF18abokyfk_20181217_WHT_v1.ascii 1 False II 0.009212443 0.016 0.016 II 0.014376263 II-norm 13.73 0.0188 10.66826207211618 "2014G/AFOSC+2014-04-07 23:39:27.00"
ZTF18abokyfk II 0.016 0.017189 2458469.5 2458367.81 101.69 ZTF18abokyfk_20181217_WHT_v2.ascii 1 False II 0.013858317 0.016 0.016 II 0.015863804 II-norm 13.57 0.0156 6.329243675845516 "2014G/AFOSC+2014-04-07 23:39:27.00"
ZTF18abokyfk II 0.016 0.017189 2458471.5 2458367.81 103.69 ZTF18abokyfk_20181219_P60_v1.ascii 1 False IIn 0.003300828 0.016 0.016 II 0.0033372028 Ia-91bg 5.88 0.6509 0.998251869814015 "2010jl/KAST+2011-05-12 04:39:21.00"
ZTF18ablwafp SLSN-I 0.142 nan 2458363.5 2458376.64 -13.14 ZTF18ablwafp_20180902_P60_v1.ascii 1 False IIb 0.00596887 0.142 0.142 II-flash 0.005989024 Ic-norm 5.5 0.1858 17.138387212823105 "2011fu/LRIS+2011-09-26 09:12:57.00"
ZTF18ablwafp SLSN-I 0.142 nan 2458379.5 2458376.64 2.86 ZTF18ablwafp_20180918_LT_v1.ascii 1 False SLSN-II 0.0020884671 0.142 0.142 SLSN-I 0.0022710399 Ic-norm 4.72 0.109 3.8889369346388025 "2013hx/EFOSC2-NTT+2014-03-11 00:26:26.00"
ZTF18ablwafp SLSN-I 0.142 nan 2458379.5 2458376.64 2.86 ZTF18ablwafp_20180918_P60_v1.ascii 1 False IIb 0.0059297 0.142 0.142 SLSN-II 0.0068948125 Ia-norm 8.24 0.5895 22.653264931293837 "2011fu/LRIS+2011-09-26 09:12:57.00"
ZTF18ablwafp SLSN-I 0.142 nan 2458397.5 2458376.64 20.86 ZTF18ablwafp_20181006_P200_v1.ascii 1 True Ia-CSM 0.0023319214 0.142 0.142 Ia-CSM 0.0025000388 Ia-norm 11.5 0.1572 4.6211470533148 "2017eby/EFOSC2-NTT+2017-06-02 03:29:01.00"
ZTF18abncimo Ia 0.059 0.05684 2458362.5 2458361.84 0.66 ZTF18abncimo_20180901_LT_v1.ascii 1 False IIn 0.0036646808 0.059 0.059 SLSN-IIn 0.0045660604 Gal 12.26 0.0564 0.2877552820271383 "2010jl/LRIS+2010-11-05 15:36:00.00"
ZTF18abncimo Ia 0.059 0.05684 2458362.5 2458361.84 0.66 ZTF18abncimo_20180901_P60_v1.ascii 1 True IIn 0.0008282802 0.059 0.059 IIn 0.0009955949 Gal 9.44 0.0563 5.7278937051144325 "2005cp/DBSP+2005-10-24 00:00:00.00"
ZTF18abnygkb Ia 0.071 nan 2458359.5 2458360.82 -1.32 ZTF18abnygkb_20180829_P60_v1.ascii 1 True Ia-norm 0.003152268 0.071 0.071 Ia-norm 0.0031540995 Ia-norm 7.33 0.0689 19.59478550785804 "2015N/KAST+2015-07-23 09:21:36.00"
ZTF18abnzlai II 0.051 nan 2458353.5 2458352.86 0.64 ZTF18abnzlai_20180823_P60_v1.ascii 1 False II 0.007172064 0.051 0.051 IIb 0.007182637 Ic-SLSN 4.92 0.2587 7.846568418426969 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18abnzlai II 0.051 nan 2458354.5 2458352.86 1.64 ZTF18abnzlai_20180824_P60_v1.ascii 1 False II 0.007237674 0.051 0.051 Ibn 0.009820777 Ic-SLSN 3.69 0.7081 12.197064001848647 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18abnzlai II 0.051 nan 2458373.5 2458352.86 20.64 ZTF18abnzlai_20180912_P200_v2.ascii 1 True II 0.0021821347 0.051 0.051 II 0.0023513655 IIn 13.22 0.0487 5.893132107861984 "2007od/KAST+2007-11-18 05:11:02.00"
ZTF18abmjvpb Ia 0.064 0.066077 2458354.5 2458360.7 -6.2 ZTF18abmjvpb_20180824_P60_v1.ascii 1 True Ia-norm 0.0010917352 0.064 0.064 Ia-norm 0.005443912 Ia-norm 21.93 0.0609 6.255191279760245 "2011fe/STIS+2011-09-10 09:22:00.00"
ZTF18aboztku Ia 0.085 0.080241 2458355.5 2458363.68 -8.18 ZTF18aboztku_20180825_P60_v1.ascii 1 True """super chandra""" 0.002488365 0.085 0.085 "Ia 99aa-like" 0.0025737733 Ia-norm 9.11 0.102 24.1032208440623 "2012dn/LRIS+2012-07-16 11:47:02.00"
ZTF18abpamut Ia 0.081 nan 2458364.5 2458368.67 -4.17 ZTF18abpamut_20180903_P60_v1.ascii 1 True Ia-norm 0.0040893205 0.081 0.081 Ia-norm 0.004328006 Ia-91T 22.5 0.0654 11.754904360576889 "2012fr/KAST+2012-11-06 09:11:31.00"
ZTF18abpaywm Ia 0.038 nan 2458359.5 2458370.72 -11.22 ZTF18abpaywm_20180829_P60_v2.ascii 1 False Ia-norm 0.004273123 0.038 0.038 Ia-norm 0.004416541 Ia-norm 10.19 0.0455 3.6550112400382666 "2012cg/KAST+2012-05-29 04:19:12.00"
