ZTF_Name,Version,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
ZTF19acclzaw,ZTF19acclzaw_20191017_P60_v1.ascii,Ia,8,Ia-norm,6.78,8,0.0693
ZTF19accmboe,ZTF19accmboe_20191005_P200_v1.ascii,Ia,9,Ia-norm,11.21,7,0.0624
ZTF19accmxtw,ZTF19accmxtw_20191006_P60_v1.ascii,TDE,9,TDE,4.95,9,0.0557
ZTF19accmxtw,ZTF19accmxtw_20191006_P60_v2.ascii,Ia,7,Ia-91T,6.44,4,0.0446
ZTF19accmxtw,ZTF19accmxtw_20191014_P60_v1.ascii,II,4,II-norm,4.9,4,0.0724
ZTF19accmxtw,ZTF19accmxtw_20191018_P60_v1.ascii,II,6,II-norm,4.94,6,0.0595
ZTF19accmxtw,ZTF19accmxtw_20191018_P60_v2.ascii,Ia,8,Ia-91T,8.41,5,0.063
ZTF19accmxtw,ZTF19accmxtw_20191023_P60_v1.ascii,Ia,6,Ia-norm,9.36,3,0.0713
ZTF19accmxtw,ZTF19accmxtw_20191023_P60_v2.ascii,Ic,7,Ic-BL,7.99,4,0.0606
ZTF19accnzsg,ZTF19accnzsg_20191005_P200_v1.ascii,II,10,II-norm,14.51,10,0.039
ZTF19accobqx,ZTF19accobqx_20191017_P60_v1.ascii,Ia,8,Ia-norm,7.29,5,0.0867
ZTF19accobqx,ZTF19accobqx_20191017_P60_v2.ascii,Ia,9,Ia-91T,7.34,5,0.0828
ZTF19accskys,ZTF19accskys_20191010_P60_v1.ascii,II,11,II-norm,7.92,10,0.0714
ZTF19accstol,ZTF19accstol_20191012_P60_v1.ascii,Ia,9,Ia-norm,6.93,9,0.0748
ZTF19acctjbv,ZTF19acctjbv_20191219_P60_v1.ascii,Ia,7,Ia-norm,8.06,7,0.026
ZTF19acctjxg,ZTF19acctjxg_20191008_P60_v1.ascii,Ia,4,Ia-norm,4.46,4,0.4293
ZTF19acctlps,ZTF19acctlps_20191013_P60_v1.ascii,Ia,7,Ia-norm,5.07,5,0.2883
ZTF19acctlps,ZTF19acctlps_20191018_P60_v1.ascii,II,7,II-norm,6.36,7,0.0402
ZTF19acctpgd,ZTF19acctpgd_20191015_P60_v1.ascii,Ic,3,Ic-norm,8.4,3,0.0948
ZTF19acctwpz,ZTF19acctwpz_20191005_P60_v1.ascii,Ic,6,Ic-BL,7.05,5,0.6596
ZTF19acctwpz,ZTF19acctwpz_20191006_LT_v1.ascii,Ic,5,Ic-BL,2.39,4,1.1284
ZTF19acctwpz,ZTF19acctwpz_20191006_P60_v1.ascii,II,5,II-norm,4.18,5,0.1607
ZTF19acctwpz,ZTF19acctwpz_20191008_Lick_3-m_v1.ascii,Ic,9,Ic-BL,6.57,9,0.2783
ZTF19acctwpz,ZTF19acctwpz_20191009_FTN_v1.ascii,Gal,7,Gal,4.92,7,0.436
ZTF19acctwpz,ZTF19acctwpz_20191009_LT_v1.ascii,Ia,1,Ia-norm,4.53,1,0.3019
ZTF19acctwpz,ZTF19acctwpz_20191011_P60_v1.ascii,Ia,6,Ia-91T,4.89,4,0.6111
ZTF19acctwpz,ZTF19acctwpz_20191012_P60_v1.ascii,Ia,5,Ia-norm,5.45,4,0.201
ZTF19acctwpz,ZTF19acctwpz_20191014_LT_v1.ascii,Ic,4,Ic-BL,5.75,4,0.2923
ZTF19acctwpz,ZTF19acctwpz_20191017_P60_v1.ascii,Ic,7,Ic-SLSN,3.92,4,0.3113
ZTF19acctwpz,ZTF19acctwpz_20191019_LT_v1.ascii,II,8,II-norm,5.72,8,0.0271
ZTF19acctwpz,ZTF19acctwpz_20191022_NOT_v1.ascii,II,9,II-norm,8.75,9,0.0315
ZTF19acctwpz,ZTF19acctwpz_20191026_P60_v1.ascii,II,4,II-norm,4.89,4,0.0373
ZTF19acctwpz,ZTF19acctwpz_20191104_P60_v1.ascii,II,4,Ic-SLSN,5.13,4,0.0587
ZTF19acctwpz,ZTF19acctwpz_20191115_P60_v1.ascii,Ic,5,Ic-BL,4.9,5,0.2917
ZTF19acctwpz,ZTF19acctwpz_20191119_P60_v1.ascii,II,5,IIb,4.41,4,0.1599
ZTF19acctwpz,ZTF19acctwpz_20191201_LT_v1.ascii,Ic,6,Ic-BL,7.68,6,0.3054
ZTF19acctwpz,ZTF19acctwpz_20200127_P200_v1.ascii,Ic,5,Ic-norm,8.19,5,0.0396
ZTF19accuyyg,ZTF19accuyyg_20191012_P60_v1.ascii,Ia,4,Ia-91T,6.94,3,0.0766
ZTF19accvilj,ZTF19accvilj_20191014_P60_v1.ascii,Ia,4,Ia-norm,6.3,2,0.1
ZTF19acdabep,ZTF19acdabep_20191012_P60_v1.ascii,Ic,10,Ic-SLSN,14.36,9,0.0104
ZTF19acdabep,ZTF19acdabep_20191019_P60_v1.ascii,Ic,4,Ic-norm,3.92,4,0.0339
ZTF19acdabep,ZTF19acdabep_20191024_P200_v1.ascii,Gal,5,Gal,7.64,5,0.0308
ZTF19acdabep,ZTF19acdabep_20191028_P200_v4.ascii,Gal,7,Gal,7.23,7,0.3534
ZTF19acdabep,ZTF19acdabep_20191105_P200_v1.ascii,Ib,5,Ib-norm,13.75,5,0.0334
ZTF19acdabep,ZTF19acdabep_20200219_Keck1_v1.ascii,Ic,11,Ic-norm,5.95,5,0.4167
ZTF19acdacji,ZTF19acdacji_20191012_P60_v1.ascii,Ic,5,Ic-BL,4.06,5,0.2701
ZTF19acdakjs,ZTF19acdakjs_20191022_P60_v1.ascii,Ia,8,Ia-91T,5.66,5,0.0904
ZTF19acdcgqm,ZTF19acdcgqm_20191016_P60_v1.ascii,Ia,3,Ia-91bg,5.84,2,0.2668
ZTF19acddkbj,ZTF19acddkbj_20191007_P60_v1.ascii,Ic,8,Ic-SLSN,4.81,8,0.4191
ZTF19acdgeow,ZTF19acdgeow_20191020_P60_v1.ascii,Ia,5,Ia-norm,6.41,5,0.0577
ZTF19acdgwhq,ZTF19acdgwhq_20191018_P60_v1.ascii,Ia,7,Ia-norm,5.27,4,0.0163
ZTF19acdigzw,ZTF19acdigzw_20191021_P60_v1.ascii,TDE,5,TDE,5.52,5,0.0536
ZTF19acdigzw,ZTF19acdigzw_20191021_P60_v2.ascii,Ic,5,Ic-BL,5.81,4,0.1155
ZTF19acdihrz,ZTF19acdihrz_20191008_P60_v1.ascii,Ia,7,Ia-norm,6.98,7,0.072
ZTF19acdihrz,ZTF19acdihrz_20191018_P60_v1.ascii,Ia,8,Ia-91T,8.71,5,0.0659
ZTF19acdihrz,ZTF19acdihrz_20191019_LT_v1.ascii,Ia,10,Ia-norm,15.01,10,0.0673
ZTF19acdisjm,ZTF19acdisjm_20191011_P60_v1.ascii,Ia,8,Ia-norm,7.04,8,0.0565
ZTF19acdjfbg,ZTF19acdjfbg_20191011_P60_v1.ascii,Ic,5,Ic-SLSN,4.46,3,0.2956
ZTF19acdjiml,ZTF19acdjiml_20191011_P60_v1.ascii,Ia,9,Ia-norm,9.9,4,0.0988
ZTF19acdjiml,ZTF19acdjiml_20191012_P60_v1.ascii,Ia,11,Ia-norm,6.58,10,0.1135
ZTF19acdkzxk,ZTF19acdkzxk_20191017_P60_v1.ascii,Ib,6,Ib-norm,10.4,6,0.3206
ZTF19acdkzxk,ZTF19acdkzxk_20191017_P60_v2.ascii,Ic,2,Ic-BL,9.61,2,0.1107
ZTF19acdkzxk,ZTF19acdkzxk_20191020_P60_v1.ascii,Ia,5,Ia-norm,6.4,4,0.0377
ZTF19acdlaer,ZTF19acdlaer_20191026_P60_v1.ascii,II,4,IIb,4.45,4,0.0421
ZTF19acdlaer,ZTF19acdlaer_20191029_P60_v1.ascii,Ib,4,Ib-norm,4.59,4,0.3057
ZTF19acdlaer,ZTF19acdlaer_20191105_P200_v1.ascii,Ia,8,Ia-91T,9.62,6,0.0438
ZTF19acdlafk,ZTF19acdlafk_20191016_P60_v1.ascii,Ic,3,Ic-SLSN,4.76,3,0.3126
ZTF19acdlafk,ZTF19acdlafk_20191105_P200_v1.ascii,Gal,6,Gal,7.82,6,0.0364
ZTF19acdlafk,ZTF19acdlafk_20200218_Keck1_v1.ascii,Gal,6,Gal,10.66,6,0.0367
ZTF19acdlami,ZTF19acdlami_20191019_P60_v1.ascii,Ia,9,Ia-norm,17.74,8,0.0441
ZTF19acdrkbh,ZTF19acdrkbh_20191024_P200_v1.ascii,II,5,IIn,8.95,5,0.4264
ZTF19acdrkbh,ZTF19acdrkbh_20191027_Keck1_v1.ascii,LBV,7,LBV,8.2,7,0.0184
ZTF19acdsqir,ZTF19acdsqir_20191031_Lick_3-m_v1.ascii,Ia,6,Ia-norm,14.31,6,0.0656
ZTF19acdtjpp,ZTF19acdtjpp_20191009_P60_v1.ascii,Ic,8,Ic-SLSN,3.59,6,0.2189
ZTF19acdtkbv,ZTF19acdtkbv_20191009_P60_v1.ascii,Ic,8,Ic-norm,4.53,7,0.4028
ZTF19acdtmwh,ZTF19acdtmwh_20191019_P60_v1.ascii,Ia,10,Ia-norm,6.19,10,0.0835
ZTF19acdtpow,ZTF19acdtpow_20191013_P60_v1.ascii,Ia,8,Ia-norm,6.11,8,0.0742
ZTF19acdtpow,ZTF19acdtpow_20191013_P60_v2.ascii,Ia,7,Ia-norm,9.52,7,0.0714
ZTF19acdtpow,ZTF19acdtpow_20191026_P60_v1.ascii,Ia,8,Ia-norm,16.6,8,0.0704
ZTF19acdubmt,ZTF19acdubmt_20191026_P60_v1.ascii,Ia,10,Ia-norm,12.19,7,0.0842
ZTF19acduepd,ZTF19acduepd_20191017_P60_v1.ascii,Ia,3,Ia-norm,5.6,3,0.1057
ZTF19acdulhn,ZTF19acdulhn_20191012_P60_v1.ascii,Ia,9,Ia-norm,6.86,7,0.0281
ZTF19acduloz,ZTF19acduloz_20191014_P60_v1.ascii,Ic,5,Ic-norm,7.18,5,0.693
ZTF19acduloz,ZTF19acduloz_20191014_P60_v2.ascii,Ic,2,Ic-BL,4.57,2,0.039
ZTF19acduloz,ZTF19acduloz_20191026_P60_v1.ascii,II,5,II-norm,8.78,5,0.0302
ZTF19acduqvr,ZTF19acduqvr_20191024_P60_v1.ascii,Ia,5,Ia-norm,7.8,3,0.0741
ZTF19acduqvr,ZTF19acduqvr_20191024_P60_v2.ascii,Ia,4,Ia-norm,7.8,3,0.0996
ZTF19acdxkek,ZTF19acdxkek_20191022_P60_v1.ascii,Ia,4,Ia-norm,5.02,4,0.0362
ZTF19acdxkek,ZTF19acdxkek_20191024_P200_v1.ascii,Ic,7,Ic-SLSN,6.47,7,0.5849
ZTF19acdxlns,ZTF19acdxlns_20191019_P60_v1.ascii,Ic,5,Ic-SLSN,4.68,3,0.5031
ZTF19acdxlns,ZTF19acdxlns_20191019_P60_v2.ascii,II,7,II-norm,7.09,7,0.0687
ZTF19acdxlns,ZTF19acdxlns_20191024_P200_v1.ascii,Ia,7,Ia-norm,8.81,4,0.0679
ZTF19acdxlns,ZTF19acdxlns_20191027_P60_v1.ascii,Ic,4,Ic-SLSN,10.3,4,0.1633
ZTF19acdxlns,ZTF19acdxlns_20191027_P60_v2.ascii,Ia,6,Ia-norm,10.68,5,0.0967
ZTF19acdytef,ZTF19acdytef_20191014_P60_v1.ascii,Ia,6,Ia-norm,4.16,6,0.286
ZTF19acechlg,ZTF19acechlg_20191024_P60_v1.ascii,Ia,2,Ia-norm,4.02,1,0.4922
ZTF19acechlg,ZTF19acechlg_20191026_P60_v1.ascii,Ia,9,Ia-norm,9.52,6,0.0869
ZTF19acechlg,ZTF19acechlg_20191026_P60_v2.ascii,Ia,10,Ia-91bg,6.8,7,0.0584
ZTF19aceckdq,ZTF19aceckdq_20191019_LT_v1.ascii,II,6,IIn,10.3,6,0.0618
ZTF19aceckdq,ZTF19aceckdq_20191019_P60_v1.ascii,Ic,6,Ic-norm,9.33,6,0.0624
ZTF19aceckdq,ZTF19aceckdq_20191019_P60_v2.ascii,II,9,IIb,10.34,5,0.0279
ZTF19aceckht,ZTF19aceckht_20191104_APO_v1.ascii,II,11,II-norm,13.17,11,0.0239
ZTF19aceckmm,ZTF19aceckmm_20191022_P60_v1.ascii,II,8,II-norm,5.12,8,0.0269
ZTF19aceckmm,ZTF19aceckmm_20191024_P200_v1.ascii,II,9,IIb,7.7,3,0.0352
ZTF19acecluy,ZTF19acecluy_20191014_P60_v1.ascii,II,10,II-norm,11.48,10,0.014
ZTF19aceclwm,ZTF19aceclwm_20191014_P60_v1.ascii,Ia,2,Ic-BL,3.61,2,0.9486
ZTF19aceclwm,ZTF19aceclwm_20191021_P60_v1.ascii,II,5,Ic-SLSN,5.55,5,0.4268
ZTF19acecvsm,ZTF19acecvsm_20191011_P60_v1.ascii,II,3,IIb,6.41,3,0.6729
ZTF19aceeexa,ZTF19aceeexa_20191011_P60_v1.ascii,Ib,2,Ib-norm,5.51,2,0.4449
ZTF19aceidtc,ZTF19aceidtc_20191022_P60_v1.ascii,Ic,4,Ic-BL,5.03,3,0.5368
ZTF19aceidtc,ZTF19aceidtc_20191022_P60_v2.ascii,Ic,5,Ic-BL,6.35,5,0.0693
ZTF19aceidtc,ZTF19aceidtc_20191024_P200_v2.ascii,Gal,4,Gal,7.22,4,0.0233
ZTF19aceifef,ZTF19aceifef_20191018_P60_v1.ascii,Ia,7,Ia-norm,4.49,7,0.6701
ZTF19aceifef,ZTF19aceifef_20191024_P200_v2.ascii,Ic,6,Ic-SLSN,5.14,3,0.2094
ZTF19aceilrk,ZTF19aceilrk_20191011_P60_v1.ascii,Gal,5,Gal,7.15,5,0.0236
ZTF19aceilrk,ZTF19aceilrk_20191013_P60_v1.ascii,II,6,II-norm,6.25,6,0.0268
ZTF19aceilrk,ZTF19aceilrk_20191024_P200_v1.ascii,Gal,8,Gal,11.21,8,0.0231
ZTF19acekbyz,ZTF19acekbyz_20191023_P60_v1.ascii,Ia,11,Ia-norm,13.19,11,0.0583
ZTF19acekbyz,ZTF19acekbyz_20191023_P60_v2.ascii,Ia,8,Ia-norm,11.43,4,0.0614
ZTF19acekkts,ZTF19acekkts_20191025_P60_v1.ascii,Ic,6,Ic-SLSN,6.23,4,0.0396
ZTF19acekkts,ZTF19acekkts_20191025_P60_v2.ascii,Ic,6,Ic-norm,5.57,3,0.0845
ZTF19acekkts,ZTF19acekkts_20191028_P200_v3.ascii,II,7,II-norm,7.77,6,0.4208
ZTF19acekkts,ZTF19acekkts_20191105_P200_v1.ascii,Ia,9,Ia-91T,20.13,6,0.0488
ZTF19acekreh,ZTF19acekreh_20191013_P60_v1.ascii,Ia,9,Ia-norm,6.94,9,0.0423
ZTF19acelcan,ZTF19acelcan_20191015_P60_v1.ascii,Ia,10,Ia-norm,13.22,10,0.0502
ZTF19acendsf,ZTF19acendsf_20191013_P60_v1.ascii,Ia,3,Ia-norm,4.5,3,0.5725
ZTF19acenkuz,ZTF19acenkuz_20191013_P60_v1.ascii,Ic,7,Ic-SLSN,4.25,5,0.3167
ZTF19acennqf,ZTF19acennqf_20191017_P60_v1.ascii,Ia,9,Ia-norm,7.54,6,0.0417
ZTF19acenveq,ZTF19acenveq_20191016_P60_v1.ascii,Ia,8,Ia-norm,11.51,5,0.0823
ZTF19acenveq,ZTF19acenveq_20191109_P60_v1.ascii,Ic,2,Ic-BL,4.4,2,1.2033
ZTF19acenveq,ZTF19acenveq_20191126_Lick_3-m_v1.ascii,Ia,8,Ia-91bg,8.23,5,0.0794
ZTF19acenylz,ZTF19acenylz_20191013_P60_v1.ascii,Ic,2,Ic-norm,7.31,2,0.157
ZTF19acenylz,ZTF19acenylz_20191013_P60_v2.ascii,Ib,7,IIb,4.78,4,0.1241
ZTF19acepeea,ZTF19acepeea_20191030_P60_v2.ascii,Ic,5,Ic-norm,4.59,3,0.252
ZTF19acepeea,ZTF19acepeea_20191108_P60_v1.ascii,Ic,9,Ic-norm,7.19,9,0.4529
ZTF19aceqjqw,ZTF19aceqjqw_20191102_P60_v1.ascii,Ia,3,Ia-02cx,5.93,3,0.4321
ZTF19aceqjqw,ZTF19aceqjqw_20191102_P60_v2.ascii,II,8,IIb,7.41,7,0.0402
ZTF19aceqlxc,ZTF19aceqlxc_20191023_P60_v1.ascii,Ia,7,Ia-csm,6.02,7,0.055
ZTF19aceqlxc,ZTF19aceqlxc_20191029_P60_v1.ascii,II,5,II-norm,5.65,5,0.0597
ZTF19aceqlxc,ZTF19aceqlxc_20191030_P60_v1.ascii,Gal,6,Gal,3.78,6,0.3216
ZTF19aceqlxc,ZTF19aceqlxc_20191104_APO_v1.ascii,AGN,4,AGN,16.39,4,0.0565
ZTF19aceqlxc,ZTF19aceqlxc_20210107_P200_v3.ascii,II,8,IIn,16.53,7,0.0578
ZTF19aceqlxc,ZTF19aceqlxc_20210211_Keck1_v1.ascii,II,10,IIn,26.91,9,0.0576
ZTF19aceqvhl,ZTF19aceqvhl_20191016_P60_v1.ascii,II,9,II-norm,8.06,5,0.0288
ZTF19aceqvhl,ZTF19aceqvhl_20191016_P60_v2.ascii,II,8,II-norm,5.49,8,0.0281
ZTF19aceqvhl,ZTF19aceqvhl_20191017_P60_v1.ascii,Ib,6,Ib-norm,5.19,6,0.069
ZTF19aceqvhl,ZTF19aceqvhl_20191020_P60_v1.ascii,II,6,II-norm,7.84,6,0.0289
ZTF19aceqvhl,ZTF19aceqvhl_20191024_P200_v1.ascii,Gal,5,Gal,14.16,5,0.0275
ZTF19aceqvhl,ZTF19aceqvhl_20200219_Keck1_v1.ascii,Gal,7,Gal,21.93,7,0.0272
ZTF19aceqvhl,ZTF19aceqvhl_20200323_Keck1_v1.ascii,Gal,6,Gal,26.73,6,0.0273
ZTF19aceqxtg,ZTF19aceqxtg_20191031_P60_v2.ascii,Ia,9,Ia-norm,13.23,6,0.0616
ZTF19acerhgs,ZTF19acerhgs_20191024_P200_v1.ascii,Ic,7,Ic-BL,6.23,5,0.3203
ZTF19aceshib,ZTF19aceshib_20191017_P60_v1.ascii,Ic,3,Ic-norm,4.62,1,0.2873
ZTF19aceshib,ZTF19aceshib_20191022_P60_v1.ascii,II,11,IIb,9.77,7,0.034
ZTF19acetvex,ZTF19acetvex_20191015_P60_v1.ascii,Ic,5,Ic-SLSN,5.15,5,0.2715
ZTF19acetwqh,ZTF19acetwqh_20191015_P60_v1.ascii,Ia,9,Ia-norm,14.14,9,0.0356
ZTF19acetxvq,ZTF19acetxvq_20191019_P60_v1.ascii,Ia,9,Ia-norm,10.65,8,0.0704
ZTF19acetxvq,ZTF19acetxvq_20191026_P60_v1.ascii,Ia,11,Ia-norm,23.77,7,0.0664
ZTF19aceuacu,ZTF19aceuacu_20191031_Lick_3-m_v1.ascii,Ia,9,Ia-norm,14.45,8,0.0976
ZTF19acevlfc,ZTF19acevlfc_20191020_P60_v1.ascii,Ib,1,Ib-norm,5.98,1,0.6941
ZTF19acewdna,ZTF19acewdna_20191124_P200_v1.ascii,II,8,IIb,8.71,4,0.0262
ZTF19acewdna,ZTF19acewdna_20191124_P200_v2.ascii,II,9,II-norm,9.85,8,0.0275
ZTF19acewotx,ZTF19acewotx_20191023_APO_v1.ascii,Ia,11,Ia-norm,11.11,6,0.0758
ZTF19acewuwn,ZTF19acewuwn_20191022_P60_v1.ascii,II,5,II-norm,6.21,5,0.0141
ZTF19acexijn,ZTF19acexijn_20191017_P60_v1.ascii,Ia,11,Ia-norm,10.15,11,0.018
ZTF19aceytnn,ZTF19aceytnn_20191024_P60_v1.ascii,Ia,8,Ia-norm,8.1,8,0.0694
ZTF19acezdxx,ZTF19acezdxx_20191031_P60_v2.ascii,QSO,6,QSO,4.96,6,0.5946
ZTF19acezdxx,ZTF19acezdxx_20191105_P200_v1.ascii,Gal,8,Gal,8.07,8,0.0352
ZTF19acfduxa,ZTF19acfduxa_20191024_P60_v1.ascii,II,5,IIn,5.01,5,0.3512
ZTF19acfduxa,ZTF19acfduxa_20191025_P60_v1.ascii,Ia,12,Ia-norm,9.21,10,0.093
ZTF19acfecsg,ZTF19acfecsg_20191028_P60_v1.ascii,Ia,8,Ia-norm,6.77,5,0.0694
ZTF19acfecsg,ZTF19acfecsg_20191029_P60_v1.ascii,Ia,8,Ia-norm,5.99,4,0.075
ZTF19acfejbj,ZTF19acfejbj_20191017_P60_v1.ascii,Ic,9,Ic-SLSN,6.74,9,0.4212
ZTF19acfejbj,ZTF19acfejbj_20191019_P60_v1.ascii,Ia,4,Ia-norm,5.39,4,0.6691
ZTF19acfejbj,ZTF19acfejbj_20191031_Lick_3-m_v1.ascii,II,9,IIb,16.37,9,0.0193
ZTF19acfmwlh,ZTF19acfmwlh_20191021_P60_v1.ascii,Ia,10,Ia-norm,9.88,10,0.0488
ZTF19acfrhnq,ZTF19acfrhnq_20191024_P60_v1.ascii,TDE,10,TDE,3.34,10,0.9098
ZTF19acfrntd,ZTF19acfrntd_20191101_P60_v1.ascii,Ia,12,Ia-norm,14.92,12,0.0636
ZTF19acfsaus,ZTF19acfsaus_20191102_P60_v1.ascii,Ic,3,Ia-norm,4.88,2,0.1808
ZTF19acfsazg,ZTF19acfsazg_20191027_Keck1_v1.ascii,Ia,10,Ia-norm,24.14,6,0.0523
ZTF19acfsbpa,ZTF19acfsbpa_20191029_P60_v1.ascii,Gal,5,Gal,5.76,5,0.0273
ZTF19acfsbpa,ZTF19acfsbpa_20191105_P200_v1.ascii,II,9,II-norm,14.68,9,0.0234
ZTF19acfsqjx,ZTF19acfsqjx_20191031_P60_v1.ascii,Ia,7,Ia-91T,6.54,6,0.0631
ZTF19acfsteg,ZTF19acfsteg_20191020_P60_v1.ascii,Ib,5,Ib-norm,4.17,5,0.6995
ZTF19acfsteg,ZTF19acfsteg_20191028_P60_v1.ascii,LBV,6,LBV,8.89,6,-0.0029
ZTF19acftaml,ZTF19acftaml_20191018_P60_v1.ascii,Ia,8,Ia-norm,8.01,6,0.0694
ZTF19acftfav,ZTF19acftfav_20191020_P60_v1.ascii,Ib,4,Ib-norm,6.27,4,0.2744
ZTF19acftfav,ZTF19acftfav_20191020_P60_v2.ascii,Ib,6,Ib-norm,7.19,6,0.286
ZTF19acftfav,ZTF19acftfav_20191021_NTT_v1.ascii,II,7,II-norm,7.41,6,0.0169
ZTF19acftfav,ZTF19acftfav_20191021_P60_v1.ascii,II,7,II-norm,6.57,7,0.0193
ZTF19acftfav,ZTF19acftfav_20191025_P60_v2.ascii,Gal,8,Gal,5.41,8,0.1727
ZTF19acfthre,ZTF19acfthre_20191021_P60_v1.ascii,Ia,7,Ia-norm,5.76,5,0.0262
ZTF19acfthre,ZTF19acfthre_20191023_APO_v1.ascii,Ia,6,Ia-91T,6.77,4,0.0366
ZTF19acfthre,ZTF19acfthre_20191024_P200_v1.ascii,Ia,10,Ia-91T,17.51,10,0.0357
ZTF19acftude,ZTF19acftude_20191024_P60_v1.ascii,II,5,Ibn,4.01,3,0.1691
ZTF19acftude,ZTF19acftude_20191031_APO_v1.ascii,AGN,5,AGN,10.97,5,0.0405
ZTF19acftude,ZTF19acftude_20191106_P60_v1.ascii,II,10,II-norm,7.23,10,0.0396
ZTF19acfuzwh,ZTF19acfuzwh_20191031_P60_v1.ascii,II,7,IIn,5.74,7,0.0316
ZTF19acfuzwh,ZTF19acfuzwh_20200218_Keck1_v1.ascii,Gal,10,Gal,16.27,10,0.0279
ZTF19acfvqet,ZTF19acfvqet_20191029_P60_v1.ascii,Ib,3,Ib-norm,7.61,3,0.7787
ZTF19acfvzmr,ZTF19acfvzmr_20191019_P60_v1.ascii,II,9,IIn,5.4,9,0.1408
ZTF19acfwynw,ZTF19acfwynw_20191102_LT_v1.ascii,II,5,II-norm,5.51,4,0.1417
ZTF19acfwynw,ZTF19acfwynw_20191124_P200_v1.ascii,II,9,IIn,8.06,7,0.3519
ZTF19acfwynw,ZTF19acfwynw_20191124_P200_v2.ascii,AGN,5,AGN,6.98,5,0.3536
ZTF19acfwynw,ZTF19acfwynw_20191124_P60_v1.ascii,Ia,7,Ia-norm,5.48,5,0.0823
ZTF19acfwynw,ZTF19acfwynw_20200622_Keck1_v1.ascii,Gal,5,Gal,5.76,5,0.2126
ZTF19acfwynw,ZTF19acfwynw_20200821_Keck1_v1.ascii,Gal,5,Gal,7.5,5,0.2111
ZTF19acfwynw,ZTF19acfwynw_20201012_Keck1_v1.ascii,Gal,6,Gal,7.28,6,0.2112
ZTF19acfxayk,ZTF19acfxayk_20191021_P60_v1.ascii,Ic,8,Ic-norm,3.9,4,0.1652
ZTF19acfxayk,ZTF19acfxayk_20191024_P200_v1.ascii,II,4,II-norm,10.88,4,0.0385
ZTF19acfxbki,ZTF19acfxbki_20191022_P60_v1.ascii,Ia,5,Ia-91T,5.8,4,0.0597
ZTF19acfxbki,ZTF19acfxbki_20191024_P200_v1.ascii,Ia,10,Ia-norm,12.67,10,0.0561
ZTF19acgaxei,ZTF19acgaxei_20191019_P60_v1.ascii,Ia,1,Ia-norm,5.41,1,0.0572
ZTF19acgaxei,ZTF19acgaxei_20191022_P60_v1.ascii,Gal,7,Gal,4.65,7,0.0294
ZTF19acgaxei,ZTF19acgaxei_20191022_P60_v2.ascii,II,7,IIn,4.61,5,0.0297
ZTF19acgaxei,ZTF19acgaxei_20191024_P200_v1.ascii,Gal,5,Gal,15.26,5,0.0295
ZTF19acgaxei,ZTF19acgaxei_20191028_P200_v1.ascii,Gal,10,Gal,12.44,10,0.029
ZTF19acgaxei,ZTF19acgaxei_20191105_P200_v1.ascii,Gal,8,Gal,16.34,8,0.0294
ZTF19acgaxej,ZTF19acgaxej_20191022_P60_v1.ascii,Ia,10,Ia-norm,11.89,8,0.0715
ZTF19acgbkzr,ZTF19acgbkzr_20191020_P60_v1.ascii,Gal,3,Gal,4.35,3,0.336
ZTF19acgbkzr,ZTF19acgbkzr_20191022_P60_v1.ascii,Ia,4,Ia-norm,5.85,4,0.4744
ZTF19acgbkzr,ZTF19acgbkzr_20191025_P60_v1.ascii,II,2,IIb,5.75,2,0.1596
ZTF19acgbkzr,ZTF19acgbkzr_20191025_P60_v2.ascii,Ib,4,Ibn,4.98,4,0.4946
ZTF19acgbkzr,ZTF19acgbkzr_20191026_P60_v1.ascii,II,7,II-norm,13.55,7,0.0233
ZTF19acgbzam,ZTF19acgbzam_20191023_P60_v1.ascii,Ic,6,Ic-BL,5.67,6,0.077
ZTF19acgbzam,ZTF19acgbzam_20191025_P60_v1.ascii,Ia,9,Ia-91T,7.13,6,0.0728
ZTF19acgbzam,ZTF19acgbzam_20191026_P60_v1.ascii,Ia,8,Ia-02cx,6.63,5,0.053
ZTF19acgbzam,ZTF19acgbzam_20191028_P200_v1.ascii,II,6,II-norm,6.12,6,0.4255
ZTF19acgbzam,ZTF19acgbzam_20191031_APO_v1.ascii,Ic,6,Ic-BL,5.22,6,0.2611
ZTF19acgcdas,ZTF19acgcdas_20191022_P60_v1.ascii,Ia,11,Ia-norm,8.87,6,0.0648
ZTF19acgcdas,ZTF19acgcdas_20191029_P60_v1.ascii,Ia,9,Ia-91T,11.69,5,0.0724
ZTF19acgcrhb,ZTF19acgcrhb_20191021_P60_v1.ascii,Ia,8,Ia-norm,5.1,8,0.0941
ZTF19acgcshq,ZTF19acgcshq_20191020_P60_v1.ascii,Ic,4,Ic-BL,4.46,4,0.9143
ZTF19acgcshq,ZTF19acgcshq_20191026_P60_v1.ascii,Ia,9,Ia-norm,18.36,6,0.0513
ZTF19acgcxop,ZTF19acgcxop_20191031_P60_v2.ascii,Ic,6,Ic-BL,5.91,3,0.4199
ZTF19acgcxop,ZTF19acgcxop_20191125_P200_v1.ascii,Ia,7,Ia-norm,13.54,7,0.088
ZTF19acgdfjt,ZTF19acgdfjt_20191020_P60_v1.ascii,Ia,5,Ia-csm,7.09,4,0.4395
