ZTF_Name,Version,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
ZTF20abgevcw,ZTF20abgevcw_20200703_P60_v2.ascii,Ia,7,Ia-norm,8.99,5,0.0906
ZTF20abgfegv,ZTF20abgfegv_20200619_P60_v1.ascii,Ic,7,Ic-BL,4.17,7,0.2786
ZTF20abgfekk,ZTF20abgfekk_20200623_P60_v1.ascii,Ia,9,Ia-norm,5.67,8,0.0491
ZTF20abgfljj,ZTF20abgfljj_20200626_P60_v1.ascii,Ia,4,Ia-norm,5.62,4,0.0697
ZTF20abgfvav,ZTF20abgfvav_20200705_P60_v1.ascii,Ia,9,Ia-norm,7.98,7,0.0917
ZTF20abgijph,ZTF20abgijph_20200706_P60_v1.ascii,Ia,11,Ia-norm,8.24,10,0.0855
ZTF20abglyot,ZTF20abglyot_20200729_P60_v1.ascii,Ia,9,Ia-91T,6.48,6,0.2517
ZTF20abgntuh,ZTF20abgntuh_20200624_P60_v1.ascii,Ia,5,Ia-norm,5.33,4,0.4319
ZTF20abgoocl,ZTF20abgoocl_20200703_P60_v1.ascii,Ic,7,Ic-norm,5.11,5,0.1156
ZTF20abgoocl,ZTF20abgoocl_20200709_LT_v1.ascii,II,7,II-norm,5.21,5,0.072
ZTF20abgoocl,ZTF20abgoocl_20200710_P60_v1.ascii,Ic,6,Ic-norm,3.42,6,0.2922
ZTF20abgoocl,ZTF20abgoocl_20200723_P60_v1.ascii,Ia,5,Ia-91T,6.53,3,0.0867
ZTF20abgoocl,ZTF20abgoocl_20200731_P60_v1.ascii,Ia,6,Ia-91T,3.93,4,0.2549
ZTF20abgoocl,ZTF20abgoocl_20200830_NOT_v1.ascii,II,8,II-norm,8.07,8,0.0664
ZTF20abgpksj,ZTF20abgpksj_20200702_P60_v1.ascii,Ia,10,Ia-norm,13.86,10,0.0595
ZTF20abgpksj,ZTF20abgpksj_20200702_P60_v2.ascii,Ia,11,Ia-norm,26.42,11,0.061
ZTF20abgrory,ZTF20abgrory_20200627_P60_v1.ascii,Ib,4,Ib-norm,2.74,4,1.0306
ZTF20abgrory,ZTF20abgrory_20200628_P60_v1.ascii,Ic,3,Ic-BL,3.63,3,0.9181
ZTF20abgsjrt,ZTF20abgsjrt_20200703_P60_v1.ascii,Gal,4,Gal,5.3,4,0.2571
ZTF20abgtran,ZTF20abgtran_20200701_P60_v1.ascii,II,3,IIb,9.69,3,0.6964
ZTF20abgtvhl,ZTF20abgtvhl_20200626_P60_v1.ascii,Gal,6,Gal,11.6,6,0.0185
ZTF20abgtvhl,ZTF20abgtvhl_20200702_P200_v1.ascii,Gal,7,Gal,18.35,7,0.0166
ZTF20abguygh,ZTF20abguygh_20200703_P60_v1.ascii,Ia,8,Ia-norm,5.11,4,0.1055
ZTF20abgwfek,ZTF20abgwfek_20200626_LT_v1.ascii,Gal,6,Gal,10.77,6,0.0632
ZTF20abgwfek,ZTF20abgwfek_20200627_P60_v1.ascii,II,7,IIn,6.16,6,0.0619
ZTF20abgwfek,ZTF20abgwfek_20200628_P60_v1.ascii,TDE,10,TDE,6.33,10,0.0638
ZTF20abgwfek,ZTF20abgwfek_20200716_P200_v1.ascii,Gal,9,Gal,8.8,9,0.0623
ZTF20abgwfek,ZTF20abgwfek_20200716_P200_v2.ascii,Gal,9,Gal,8.8,9,0.0623
ZTF20abgwfek,ZTF20abgwfek_20200716_P60_v1.ascii,II,3,IIn,6.07,3,0.0665
ZTF20abgwfek,ZTF20abgwfek_20200719_DCT_v1.ascii,Gal,9,Gal,11.29,9,0.0621
ZTF20abgwfek,ZTF20abgwfek_20200809_P60_v1.ascii,Ic,5,Ic-SLSN,4.71,4,0.0735
ZTF20abgwfek,ZTF20abgwfek_20200814_P200_v1.ascii,Ic,8,Ic-SLSN,4.72,8,0.3924
ZTF20abgwfek,ZTF20abgwfek_20200829_P200_v1.ascii,Gal,6,Gal,6.87,6,0.0616
ZTF20abgwffm,ZTF20abgwffm_20200706_P60_v1.ascii,Ia,12,Ia-norm,7.81,12,0.1187
ZTF20abgwgqj,ZTF20abgwgqj_20200704_P60_v1.ascii,Ia,34,Ia-norm,10.91,31,0.1093
ZTF20abgxlut,ZTF20abgxlut_20200915_DCT_v1.ascii,Ib,4,Ibn,6.79,4,0.0413
ZTF20abgxlut,ZTF20abgxlut_20210607_Keck1_v1.ascii,QSO,5,QSO,27.79,5,0.2578
ZTF20abgxuqt,ZTF20abgxuqt_20200625_P60_v1.ascii,II,1,IIb,6.04,1,0.438
ZTF20abgxwyt,ZTF20abgxwyt_20200623_P60_v1.ascii,Ia,2,Ia-norm,3.32,1,0.1228
ZTF20abgzvff,ZTF20abgzvff_20200623_P60_v1.ascii,II,6,II-norm,5.66,3,0.4152
ZTF20abgzvff,ZTF20abgzvff_20200702_P60_v1.ascii,Ia,9,Ia-norm,7.66,6,0.0241
ZTF20abhfrxt,ZTF20abhfrxt_20200628_P60_v1.ascii,Ic,17,Ic-SLSN,17.7,17,0.786
ZTF20abhjghg,ZTF20abhjghg_20200718_P60_v1.ascii,Ia,8,Ia-norm,17.01,6,0.0574
ZTF20abhjwvh,ZTF20abhjwvh_20200624_FTN_v1.ascii,Ic,9,Ic-BL,6.21,8,0.0363
ZTF20abhjwvh,ZTF20abhjwvh_20200624_LT_v1.ascii,Ic,4,Ic-BL,7.02,4,0.0574
ZTF20abhjwvh,ZTF20abhjwvh_20200625_LT_v1.ascii,Ic,9,Ic-BL,5.67,9,0.0169
ZTF20abhjwvh,ZTF20abhjwvh_20200625_P60_v1.ascii,II,8,II-norm,6.12,8,0.1601
ZTF20abhjwvh,ZTF20abhjwvh_20200627_P60_v1.ascii,Ic,11,Ic-BL,7.37,11,0.2859
ZTF20abhjwvh,ZTF20abhjwvh_20200628_P60_v1.ascii,Ic,7,Ic-BL,7.64,7,0.2819
ZTF20abhjwvh,ZTF20abhjwvh_20200628_P60_v2.ascii,Ic,7,Ic-BL,6.56,7,0.2993
ZTF20abhjwvh,ZTF20abhjwvh_20200701_P60_v1.ascii,Ic,10,Ic-SLSN,5.3,9,0.4596
ZTF20abhjwvh,ZTF20abhjwvh_20200703_P60_v1.ascii,Ic,8,Ic-SLSN,5.83,8,0.2897
ZTF20abhjwvh,ZTF20abhjwvh_20200704_P60_v1.ascii,Ic,8,Ic-SLSN,7.32,7,0.27
ZTF20abhjwvh,ZTF20abhjwvh_20200723_LT_v1.ascii,II,9,IIb,13.38,7,0.0145
ZTF20abhlncz,ZTF20abhlncz_20200702_P200_v1.ascii,Ib,10,Ib-norm,12.5,7,0.0266
ZTF20abhlncz,ZTF20abhlncz_20200707_P60_v1.ascii,Ib,10,IIb,11.89,6,0.035
ZTF20abhmawq,ZTF20abhmawq_20200704_LT_v1.ascii,II,5,IIb,4.53,5,0.4438
ZTF20abhmawq,ZTF20abhmawq_20200704_P60_v1.ascii,Ib,6,Ib-norm,6.11,6,0.1281
ZTF20abhmawq,ZTF20abhmawq_20200707_P60_v1.ascii,Ia,5,Ia-norm,4.65,4,0.0
ZTF20abhmawq,ZTF20abhmawq_20200716_P200_v1.ascii,Ic,6,Ic-SLSN,6.81,5,0.1168
ZTF20abhmawq,ZTF20abhmawq_20200716_P200_v2.ascii,Ic,5,Ic-SLSN,6.81,4,0.1168
ZTF20abhmnom,ZTF20abhmnom_20200630_P60_v1.ascii,Ia,9,Ia-91T,8.9,5,0.0796
ZTF20abhrmxh,ZTF20abhrmxh_20200703_P60_v1.ascii,Ia,9,Ia-norm,8.53,9,0.0701
ZTF20abhvnzc,ZTF20abhvnzc_20200625_P60_v1.ascii,Ic,6,Ic-BL,6.46,6,0.0334
ZTF20abhvnzc,ZTF20abhvnzc_20200625_P60_v2.ascii,Ia,10,Ia-norm,8.16,9,0.033
ZTF20abhzgly,ZTF20abhzgly_20200702_P60_v1.ascii,Ia,11,Ia-norm,10.12,11,0.0782
ZTF20abimuaw,ZTF20abimuaw_20200716_P200_v1.ascii,Ia,9,Ia-norm,9.19,8,0.0889
ZTF20abimuaw,ZTF20abimuaw_20200716_P200_v2.ascii,Ia,11,Ia-norm,9.19,11,0.0889
ZTF20abipuee,ZTF20abipuee_20200712_LT_v1.ascii,Ia,17,Ia-norm,28.22,14,0.0628
ZTF20abipuee,ZTF20abipuee_20200712_LT_v2.ascii,Ia,9,Ia-norm,21.78,6,0.0609
ZTF20abirxmf,ZTF20abirxmf_20200727_P60_v1.ascii,Ib,6,Ib-norm,6.92,6,0.0908
ZTF20abiscvb,ZTF20abiscvb_20200706_P60_v1.ascii,Ia,3,Ia-norm,5.04,3,0.0575
ZTF20abiserv,ZTF20abiserv_20200706_P60_v1.ascii,Ic,5,Ic-BL,4.23,5,0.046
ZTF20abismub,ZTF20abismub_20200716_P200_v1.ascii,Gal,8,Gal,10.17,8,0.0152
ZTF20abismub,ZTF20abismub_20200716_P200_v5.ascii,Gal,7,Gal,10.17,7,0.0152
ZTF20abisrhp,ZTF20abisrhp_20200718_Lick_3-m_v1.ascii,Ia,8,Ia-norm,17.24,6,0.1033
ZTF20abisvtr,ZTF20abisvtr_20200710_P60_v1.ascii,Ia,2,Ia-norm,4.24,2,0.6811
ZTF20abisvtr,ZTF20abisvtr_20200710_P60_v2.ascii,Ia,12,Ia-norm,13.82,10,0.0803
ZTF20abisysx,ZTF20abisysx_20200716_P60_v1.ascii,II,5,II-norm,9.79,5,0.0823
ZTF20abisysx,ZTF20abisysx_20200721_LT_v2.ascii,Gal,5,Gal,8.91,5,0.0848
ZTF20abisysx,ZTF20abisysx_20200722_P60_v1.ascii,II,5,Gal,9.22,5,0.0824
ZTF20abisysx,ZTF20abisysx_20200727_Lick_3-m_v1.ascii,QSO,6,QSO,16.76,6,0.0825
ZTF20abisysx,ZTF20abisysx_20200825_APO_v1.ascii,AGN,6,AGN,15.24,6,0.0833
ZTF20abixkhh,ZTF20abixkhh_20200701_P60_v1.ascii,TDE,8,TDE,7.52,8,0.0403
ZTF20abixkhh,ZTF20abixkhh_20200701_P60_v2.ascii,Ia,6,Ia-91T,5.8,4,0.4962
ZTF20abixkhh,ZTF20abixkhh_20200704_P60_v1.ascii,Ia,5,Ia-91T,4.48,5,0.0571
ZTF20abixkhh,ZTF20abixkhh_20200707_NOT_v1.ascii,Ia,8,Ia-norm,26.39,5,0.0412
ZTF20abixkpg,ZTF20abixkpg_20200707_P60_v1.ascii,Ia,6,Ia-norm,6.84,5,0.0901
ZTF20abixkpg,ZTF20abixkpg_20200707_P60_v2.ascii,Ia,7,Ia-norm,6.75,5,0.0926
ZTF20abjaapj,ZTF20abjaapj_20200702_P60_v1.ascii,Ia,5,Ia-91T,6.89,5,0.4721
ZTF20abjaapj,ZTF20abjaapj_20200906_P60_v1.ascii,II,6,II-norm,7.88,6,0.0268
ZTF20abjapav,ZTF20abjapav_20200630_LT_v1.ascii,Ia,10,Ia-91bg,9.29,10,0.0232
ZTF20abjatqy,ZTF20abjatqy_20200702_P60_v1.ascii,Ia,22,Ia-91T,8.07,14,0.4745
ZTF20abjatqy,ZTF20abjatqy_20200706_P60_v1.ascii,Ia,2,Ia-91T,7.16,2,0.4483
ZTF20abjatqy,ZTF20abjatqy_20200713_LT_v1.ascii,Ia,2,Ia-norm,6.36,1,0.4511
ZTF20abjbgjj,ZTF20abjbgjj_20200713_LT_v1.ascii,Ia,2,Ia-norm,5.26,2,0.5379
ZTF20abjbgjj,ZTF20abjbgjj_20200715_P60_v1.ascii,Ic,6,Ic-SLSN,6.2,6,0.7957
ZTF20abjbgjj,ZTF20abjbgjj_20200715_P60_v2.ascii,Ic,7,Ic-BL,5.35,7,0.5993
ZTF20abjbiqf,ZTF20abjbiqf_20200704_P60_v1.ascii,LBV,3,LBV,3.5,3,0.2585
ZTF20abjbiqf,ZTF20abjbiqf_20200712_LT_v2.ascii,Ia,7,Ia-norm,6.57,7,0.1746
ZTF20abjckqi,ZTF20abjckqi_20200701_P60_v1.ascii,Ic,8,Ic-BL,5.04,8,0.3292
ZTF20abjcuep,ZTF20abjcuep_20200710_P60_v1.ascii,II,7,IIn,4.56,4,0.1985
ZTF20abjcuep,ZTF20abjcuep_20200710_P60_v2.ascii,Ia,9,Ia-norm,8.41,8,0.0786
ZTF20abjcuep,ZTF20abjcuep_20200720_P60_v1.ascii,Ia,9,Ia-norm,12.95,5,0.0862
ZTF20abjfubr,ZTF20abjfubr_20200702_P60_v1.ascii,Ia,2,Ia-csm,4.71,2,0.1441
ZTF20abjfufv,ZTF20abjfufv_20200917_P60_v1.ascii,Ia,7,Ia-norm,8.83,7,0.0292
ZTF20abjgcwc,ZTF20abjgcwc_20200725_P60_v1.ascii,Gal,5,Gal,10.0,5,0.0291
ZTF20abjgdts,ZTF20abjgdts_20200815_P60_v1.ascii,Ic,7,Ic-BL,4.33,7,0.5276
ZTF20abjgfac,ZTF20abjgfac_20200801_P60_v1.ascii,Ia,7,Ia-norm,7.53,4,0.0414
ZTF20abjgfac,ZTF20abjgfac_20200803_P60_v1.ascii,Ic,3,Ic-norm,6.04,2,0.6916
ZTF20abjgfac,ZTF20abjgfac_20200816_APO_v1.ascii,Ia,11,Ia-91T,6.97,8,0.0359
ZTF20abjirmc,ZTF20abjirmc_20200706_P60_v1.ascii,Ic,4,Ic-BL,4.66,4,0.4356
ZTF20abjkvyt,ZTF20abjkvyt_20200717_P60_v1.ascii,Ia,9,Ia-norm,18.16,9,0.0709
ZTF20abjkxwa,ZTF20abjkxwa_20200717_P60_v1.ascii,Ia,10,Ia-norm,17.83,10,0.0509
ZTF20abjlaim,ZTF20abjlaim_20200706_P60_v1.ascii,Ia,10,Ia-norm,7.66,9,0.0783
ZTF20abjlaim,ZTF20abjlaim_20200715_P60_v2.ascii,Ia,10,Ia-norm,26.04,10,0.0884
ZTF20abjmpqs,ZTF20abjmpqs_20200716_P60_v1.ascii,Ic,3,Ic-SLSN,4.82,3,0.0091
ZTF20abjmpqs,ZTF20abjmpqs_20200716_P60_v2.ascii,Ia,3,Ia-91T,6.35,3,0.7056
ZTF20abjmpqs,ZTF20abjmpqs_20200814_P200_v1.ascii,Gal,9,Gal,9.61,9,0.0499
ZTF20abjmqsd,ZTF20abjmqsd_20200705_P60_v1.ascii,Ia,8,Ia-91T,8.36,5,0.2739
ZTF20abjnqcj,ZTF20abjnqcj_20200707_P60_v1.ascii,Ic,7,Ic-SLSN,4.1,7,0.2177
ZTF20abjonjs,ZTF20abjonjs_20200704_LT_v1.ascii,II,4,IIb,4.07,3,0.1949
ZTF20abjonjs,ZTF20abjonjs_20200704_P60_v1.ascii,Ic,6,Ic-SLSN,5.23,5,0.2672
ZTF20abjonjs,ZTF20abjonjs_20200704_P60_v2.ascii,Ib,4,Ib-norm,5.58,4,0.2952
ZTF20abjonjs,ZTF20abjonjs_20200705_P60_v1.ascii,Gal,3,Gal,5.78,3,0.1865
ZTF20abjonjs,ZTF20abjonjs_20200707_NOT_v1.ascii,C-star,5,C-star,6.1,5,0.0574
ZTF20abjonjs,ZTF20abjonjs_20200710_LT_v1.ascii,II,6,Ic-norm,7.98,4,0.0185
ZTF20abjonjs,ZTF20abjonjs_20200715_P60_v2.ascii,II,6,II-norm,9.04,6,0.0165
ZTF20abjonjs,ZTF20abjonjs_20200715_P60_v3.ascii,II,11,II-norm,9.43,11,0.0168
ZTF20abjpvce,ZTF20abjpvce_20200719_P60_v1.ascii,Ic,6,Ic-BL,6.63,5,0.0445
ZTF20abjpvce,ZTF20abjpvce_20200728_LT_v1.ascii,Ib,5,Ib-norm,9.05,5,0.0253
ZTF20abjpvce,ZTF20abjpvce_20200729_P60_v1.ascii,Ia,5,Ia-norm,5.59,4,0.0665
ZTF20abjrror,ZTF20abjrror_20200719_P60_v1.ascii,Ia,10,Ia-norm,12.65,5,0.0872
ZTF20abjrrow,ZTF20abjrrow_20200726_P60_v1.ascii,II,8,II-norm,7.48,7,0.0453
ZTF20abjsyqu,ZTF20abjsyqu_20200710_P60_v1.ascii,Ic,8,Ic-SLSN,4.43,6,0.4101
ZTF20abjsyqu,ZTF20abjsyqu_20200710_P60_v2.ascii,LBV,7,LBV,4.37,7,0.3234
ZTF20abjtavx,ZTF20abjtavx_20200707_NOT_v1.ascii,Ib,10,IIb,7.34,9,0.016
ZTF20abjtavx,ZTF20abjtavx_20200821_Keck1_v1.ascii,Ib,9,IIb,13.07,6,0.017
ZTF20abjubmm,ZTF20abjubmm_20200715_P60_v2.ascii,II,7,II-norm,6.52,7,0.4279
ZTF20abjubmm,ZTF20abjubmm_20200715_P60_v3.ascii,Ia,6,Ia-91T,7.09,5,0.081
ZTF20abjuxoy,ZTF20abjuxoy_20200717_P60_v1.ascii,TDE,5,TDE,5.43,5,0.0252
ZTF20abjuxoy,ZTF20abjuxoy_20200717_P60_v2.ascii,Ic,17,Ic-norm,5.81,17,0.2696
ZTF20abjuxoy,ZTF20abjuxoy_20200721_P60_v1.ascii,Ia,6,Ia-norm,5.14,5,0.3265
ZTF20abjuxoy,ZTF20abjuxoy_20200721_P60_v2.ascii,Ib,4,Ib-norm,4.89,4,0.2593
ZTF20abjuxoy,ZTF20abjuxoy_20200731_NOT_v1.ascii,Ia,2,Ia-norm,4.06,2,0.7039
ZTF20abjuxoy,ZTF20abjuxoy_20200731_NOT_v2.ascii,Ia,2,Ia-norm,4.06,2,0.7039
ZTF20abjuxoy,ZTF20abjuxoy_20200810_P60_v1.ascii,Ic,3,Ic-norm,6.22,2,0.0708
ZTF20abjuxoy,ZTF20abjuxoy_20200810_P60_v2.ascii,Ib,3,Ib-norm,5.64,3,0.0729
ZTF20abjuxoy,ZTF20abjuxoy_20200817_P60_v1.ascii,Ic,7,Ic-norm,6.21,7,0.4747
ZTF20abjuxoy,ZTF20abjuxoy_20200817_P60_v2.ascii,Ib,4,Ib-norm,5.51,4,0.2585
ZTF20abjwhkc,ZTF20abjwhkc_20200731_P60_v1.ascii,Ia,4,Ia-norm,7.35,3,0.1022
ZTF20abjwuju,ZTF20abjwuju_20200731_NOT_v1.ascii,Ia,9,Ia-norm,9.09,6,0.0801
ZTF20abjwuuv,ZTF20abjwuuv_20200720_P60_v1.ascii,Ia,10,Ia-norm,26.32,10,0.0625
ZTF20abjwvae,ZTF20abjwvae_20200731_P60_v1.ascii,Ic,8,Ic-BL,6.58,8,0.4138
ZTF20abjwvae,ZTF20abjwvae_20200819_DCT_v1.ascii,Gal,5,Gal,5.17,5,0.1589
ZTF20abjwvae,ZTF20abjwvae_20200819_DCT_v2.ascii,Gal,9,Gal,5.16,9,0.1589
ZTF20abjwvae,ZTF20abjwvae_20200819_DCT_v3.ascii,Gal,5,Gal,5.64,5,0.1591
ZTF20abjwvae,ZTF20abjwvae_20200915_DCT_v1.ascii,TDE,6,TDE,7.54,6,0.1624
ZTF20abjwvae,ZTF20abjwvae_20201011_DCT_v2.ascii,Gal,6,Gal,9.33,6,0.1585
ZTF20abjwvdh,ZTF20abjwvdh_20200717_P60_v1.ascii,Ia,8,Ia-norm,7.58,8,0.0462
ZTF20abjxrhg,ZTF20abjxrhg_20200728_P60_v1.ascii,Ia,9,Ia-91T,16.33,9,0.0811
ZTF20abjxwga,ZTF20abjxwga_20200716_P60_v1.ascii,Ia,10,Ia-norm,14.06,9,0.0632
ZTF20abjyorg,ZTF20abjyorg_20200719_P60_v1.ascii,Ic,7,Ic-BL,4.91,6,0.5848
ZTF20abjyoty,ZTF20abjyoty_20200719_P60_v1.ascii,Ic,6,Ic-norm,5.78,4,0.0473
ZTF20abjyoty,ZTF20abjyoty_20200725_P60_v1.ascii,Ic,5,Ic-BL,7.49,5,0.054
ZTF20abjyoty,ZTF20abjyoty_20200725_P60_v2.ascii,Gal,4,Gal,5.66,4,0.0285
ZTF20abjyovb,ZTF20abjyovb_20200718_P60_v1.ascii,II,5,II-norm,9.57,5,0.0767
ZTF20abjyovb,ZTF20abjyovb_20200718_P60_v2.ascii,Gal,4,Gal,8.07,4,0.0776
ZTF20abjyovb,ZTF20abjyovb_20200829_P200_v1.ascii,Gal,10,Gal,15.48,10,0.0792
ZTF20abjyryn,ZTF20abjyryn_20200807_NOT_v1.ascii,II,11,II-norm,14.67,11,0.0163
ZTF20abjzapi,ZTF20abjzapi_20200716_P60_v1.ascii,Ic,5,Ic-SLSN,4.7,5,0.4654
ZTF20abjzapi,ZTF20abjzapi_20200716_P60_v2.ascii,Ia,5,Ia-91T,5.0,5,0.481
ZTF20abjzapi,ZTF20abjzapi_20200829_P200_v1.ascii,Ic,9,Ic-SLSN,7.27,6,0.1752
ZTF20abkacis,ZTF20abkacis_20200717_Keck2_v1.ascii,Ia,11,Ia-norm,18.08,8,0.0602
ZTF20abkcril,ZTF20abkcril_20200716_P60_v1.ascii,Ia,10,Ia-norm,14.59,10,0.0504
ZTF20abkcrqr,ZTF20abkcrqr_20200728_P60_v1.ascii,II,8,II-norm,11.7,7,0.0482
ZTF20abkcrqr,ZTF20abkcrqr_20200728_P60_v2.ascii,Gal,21,Gal,10.72,21,0.0391
ZTF20abkcrqr,ZTF20abkcrqr_20200814_P200_v1.ascii,Gal,10,Gal,12.66,10,0.0386
ZTF20abkcrzm,ZTF20abkcrzm_20200716_P60_v1.ascii,AGN,3,AGN,4.36,3,-0.0004
ZTF20abkdpsy,ZTF20abkdpsy_20200713_LT_v1.ascii,Ia,11,Ia-91T,10.98,8,0.0247
ZTF20abkdsog,ZTF20abkdsog_20200715_P60_v2.ascii,Ic,7,Ic-SLSN,6.55,5,0.7928
ZTF20abkdxng,ZTF20abkdxng_20200721_P60_v1.ascii,Ia,11,Ia-norm,27.51,11,0.05
ZTF20abkfhzy,ZTF20abkfhzy_20200723_P60_v1.ascii,Ia,10,Ia-norm,12.49,10,0.0562
ZTF20abkfkze,ZTF20abkfkze_20200716_P60_v1.ascii,Gal,9,Gal,9.44,9,0.0085
ZTF20abkfkze,ZTF20abkfkze_20200721_P60_v1.ascii,Ia,6,Ia-norm,4.92,6,0.26
ZTF20abkgypx,ZTF20abkgypx_20200728_P60_v1.ascii,Ia,9,Ia-norm,13.2,5,0.0873
ZTF20abkgypx,ZTF20abkgypx_20200728_P60_v2.ascii,Ia,10,Ia-norm,10.67,8,0.0718
ZTF20abkhhjn,ZTF20abkhhjn_20200715_P60_v2.ascii,Ia,10,Ia-norm,18.73,8,0.0423
ZTF20abkhhoe,ZTF20abkhhoe_20200801_P60_v1.ascii,Ic,4,Ic-BL,5.13,4,0.5214
ZTF20abkhibz,ZTF20abkhibz_20200719_P60_v1.ascii,Ia,10,Ia-norm,12.98,5,0.0647
ZTF20abkhjdq,ZTF20abkhjdq_20200916_P200_v1.ascii,Ia,7,Ia-norm,13.14,7,0.0377
ZTF20abkhtbc,ZTF20abkhtbc_20200715_P60_v2.ascii,Ia,11,Ia-norm,6.47,8,0.0302
ZTF20abkhtev,ZTF20abkhtev_20200719_P60_v1.ascii,Ib,4,Ib-norm,9.4,4,0.0189
ZTF20abkiaku,ZTF20abkiaku_20200812_P200_v1.ascii,Ic,7,Ic-SLSN,11.29,6,0.2559
ZTF20abkiaku,ZTF20abkiaku_20200829_P200_v1.ascii,Ic,7,Ic-SLSN,7.51,6,0.1797
ZTF20abkiaku,ZTF20abkiaku_20200920_Keck1_v1.ascii,Ia,5,Ia-csm,7.7,4,0.038
ZTF20abkiarz,ZTF20abkiarz_20200715_P60_v3.ascii,Ic,8,Ic-norm,8.3,8,0.0156
ZTF20abkiarz,ZTF20abkiarz_20200720_P60_v3.ascii,Ia,4,Ia-norm,8.34,4,0.6955
ZTF20abkiarz,ZTF20abkiarz_20200720_P60_v4.ascii,Ia,10,Ia-norm,8.5,10,0.031
ZTF20abkiarz,ZTF20abkiarz_20200915_Keck1_v2.ascii,Ic,9,Ic-norm,11.36,8,0.0416
ZTF20abkiarz,ZTF20abkiarz_20201120_Keck1_v1.ascii,Gal,9,Gal,12.7,9,0.0231
ZTF20abkkuhh,ZTF20abkkuhh_20200721_P60_v1.ascii,Ic,3,Ic-norm,7.13,3,0.4916
ZTF20abkkuhh,ZTF20abkkuhh_20200721_P60_v2.ascii,Ia,5,Ia-csm,6.38,4,0.4725
ZTF20abkloyg,ZTF20abkloyg_20200721_P60_v1.ascii,Ia,10,Ia-norm,10.62,8,0.0861
ZTF20abkwvgc,ZTF20abkwvgc_20200717_P60_v1.ascii,Ia,10,Ia-norm,16.0,9,0.0818
ZTF20abkzhpk,ZTF20abkzhpk_20200725_P60_v1.ascii,Ia,5,Ia-91T,6.41,5,0.0759
ZTF20abkzhpk,ZTF20abkzhpk_20200728_P60_v1.ascii,Ia,11,Ia-91T,13.22,10,0.0736
ZTF20abkzhpk,ZTF20abkzhpk_20200811_P60_v1.ascii,Ia,9,Ia-norm,8.18,6,0.0763
ZTF20ablagfg,ZTF20ablagfg_20200723_P60_v1.ascii,Ia,9,Ia-norm,7.98,8,0.0861
ZTF20abldrje,ZTF20abldrje_20200718_P60_v1.ascii,Ia,3,Ia-91bg,7.64,2,0.055
ZTF20abldrje,ZTF20abldrje_20200718_P60_v2.ascii,Ia,9,Ia-91T,7.25,5,0.0632
ZTF20ableiem,ZTF20ableiem_20200717_P60_v1.ascii,Ic,6,Ic-SLSN,7.17,5,0.6281
ZTF20ableiem,ZTF20ableiem_20200717_P60_v2.ascii,Ia,10,Ia-norm,8.42,7,0.026
ZTF20abliiex,ZTF20abliiex_20200719_P60_v1.ascii,II,9,II-norm,7.36,9,0.0419
ZTF20abliiex,ZTF20abliiex_20200719_P60_v2.ascii,TDE,8,TDE,9.37,8,0.0401
ZTF20abliiex,ZTF20abliiex_20200729_P60_v1.ascii,Ia,3,Ia-norm,5.64,3,0.0763
ZTF20abliiex,ZTF20abliiex_20200729_P60_v2.ascii,Ia,7,Ia-norm,6.4,7,0.0775
ZTF20abliiex,ZTF20abliiex_20200808_P60_v1.ascii,Ic,5,Ic-norm,4.91,5,0.5057
ZTF20abliiex,ZTF20abliiex_20200808_P60_v2.ascii,Ic,11,Ic-SLSN,5.19,7,0.1736
ZTF20abliiex,ZTF20abliiex_20200814_P200_v1.ascii,Ia,3,Ia-norm,5.94,3,0.331
ZTF20abliiex,ZTF20abliiex_20200821_Keck1_v1.ascii,II,7,IIn,15.99,5,0.0386
ZTF20ablimei,ZTF20ablimei_20200729_P60_v1.ascii,Ia,6,Ia-02cx,5.14,4,0.0486
ZTF20ablimei,ZTF20ablimei_20200729_P60_v2.ascii,Ia,5,Ia-91T,4.47,3,0.2468
ZTF20ablklei,ZTF20ablklei_20200716_P60_v1.ascii,Ic,7,Ic-BL,6.28,6,0.2638
ZTF20ablklei,ZTF20ablklei_20200809_P60_v1.ascii,II,11,II-norm,8.72,11,0.0298
ZTF20ablkswc,ZTF20ablkswc_20200721_P60_v1.ascii,Ia,10,Ia-norm,9.53,10,0.0731
ZTF20ablmxtl,ZTF20ablmxtl_20200819_P60_v1.ascii,Ia,8,Ia-02cx,6.19,4,0.0287
ZTF20ablnjvp,ZTF20ablnjvp_20200718_P60_v1.ascii,Ia,8,Ia-91T,5.75,8,0.0686
ZTF20ablnjvp,ZTF20ablnjvp_20200729_P60_v1.ascii,Ia,10,Ia-norm,14.08,9,0.0607
ZTF20ablnqzc,ZTF20ablnqzc_20200721_P60_v1.ascii,Ic,5,Ic-BL,5.01,5,0.5887
ZTF20ablnqzc,ZTF20ablnqzc_20200721_P60_v2.ascii,II,8,IIn,4.42,8,0.7296
ZTF20ablnqzc,ZTF20ablnqzc_20200803_P60_v1.ascii,II,9,II-norm,7.4,9,0.0463
ZTF20ablnqzc,ZTF20ablnqzc_20200803_P60_v2.ascii,II,7,II-norm,8.24,7,0.0457
ZTF20ablnqzc,ZTF20ablnqzc_20200929_P60_v1.ascii,Ic,9,Ic-norm,6.93,5,0.7337
