,Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av,ZTF_Name,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
3253,ZTF19aapbgmp_20190427_P60_v1.ascii,ZTF19aapbgmp_20190427_P60_v1_10,Ia-pec,0.078,Ia-pec/2013bh/HET-LRS+2456383.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.74521816,0.25478187,-2.0,-0.4,ZTF19aapbgmp,Ic,8,Ic-BL,5.31,8,0.0674
3254,ZTF19aapbgmp_20190428_P60_v1.ascii,ZTF19aapbgmp_20190428_P60_v1_10,Ia-norm,0.076,Ia-norm/2013dy/HET-LRS+2456515.9509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.270324,0.729676,15.450995,2.0,ZTF19aapbgmp,Ia,4,Ia-norm,5.26,4,0.0653
3255,ZTF19aapbgmp_20190507_LT_v1.ascii,ZTF19aapbgmp_20190507_LT_v1_10,Ia 91T-like,0.076,Ia 91T-like/2018hfr/KAST+2458425.0369907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.41360238,0.58639765,58425.535,-1.0,ZTF19aapbgmp,Ia,8,Ia-norm,7.26,8,0.2526
3256,ZTF19aapbgmp_20190512_LT_v1.ascii,ZTF19aapbgmp_20190512_LT_v1_10,Ia-norm,0.084,Ia-norm/2007sr/BC-duPont+2454470.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.43189508,0.5681049,20.0,-2.0,ZTF19aapbgmp,Ia,7,Ia-02cx,5.98,4,0.058
3257,ZTF19aapbgmp_20190512_LT_v2.ascii,ZTF19aapbgmp_20190512_LT_v2_10,Ia-norm,0.076,Ia-norm/2007sr/BC-duPont+2454470.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.42447698,0.575523,20.0,-2.0,ZTF19aapbgmp,Ia,8,Ia-csm,6.4,4,0.0529
3258,ZTF19aapbgty_20190408_P60_v1.ascii,ZTF19aapbgty_20190408_P60_v1_10,Ia-norm,0.07875,Ia-norm/2011by/KAST+2455679.7389931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.9096402,0.090359814,-10.761007,0.6,ZTF19aapbgty,Ia,13,Ia-norm,9.29,9,0.0749
3259,ZTF19aapbnfe_20190415_P60_v1.ascii,ZTF19aapbnfe_20190415_P60_v1_10,Ibn,0.03927,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.92604554,0.073954485,-1.3490046,1.2,ZTF19aapbnfe,II,4,II-norm,5.65,4,0.1317
3260,ZTF19aapbyjr_20190414_P60_v1.ascii,ZTF19aapbyjr_20190414_P60_v1_10,Ia-norm,0.07875,Ia-norm/2017erp/KAST+2457939.78,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.7358685,0.26413146,4.364056,-0.4,ZTF19aapbyjr,II,5,II-norm,4.75,5,0.0481
3261,ZTF19aapceyj_20190413_P60_v1.ascii,ZTF19aapceyj_20190413_P60_v1_10,Ic,0.0189,Ic/1994I/MMT-Blue+2449454.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.27040765,0.7295924,4.5,2.0,ZTF19aapceyj,Ic,6,Ic-norm,5.99,3,0.0412
3262,ZTF19aapceyj_20190419_P60_v1.ascii,ZTF19aapceyj_20190419_P60_v1_10,Ic-BL,0.018,Ic-BL/2018gep/FLOYDS-N+2458380.7376968,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.9442337,0.05576628,4.2376966,1.2,ZTF19aapceyj,Ia,5,Ia-norm,5.42,5,0.278
3263,ZTF19aapcftv_20190412_P60_v1.ascii,ZTF19aapcftv_20190412_P60_v1_10,Ia 99aa-like,0.0819,Ia 99aa-like/iPTF14bdn/YFOSC+2456812.2340278,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.9945901,0.0054099257,-10.657126,0.2,ZTF19aapcftv,Ia,6,Ia-91T,4.65,4,0.1419
3264,ZTF19aapclqk_20190424_P200_v1.ascii,ZTF19aapclqk_20190424_P200_v1_10,II,0.0094525,II/2002hh/KAST+2452580.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.7454277,0.25457227,-1.0,1.0,ZTF19aapclqk,Gal,8,Gal,6.52,8,0.0098
3265,ZTF19aapcnzi_20190425_P60_v1.ascii,ZTF19aapcnzi_20190425_P60_v1_10,IIb,0.045125,IIb/2013df/DEIMOS+2456453.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.9207858,0.079214215,-14.0,2.0,ZTF19aapcnzi,II,8,II-norm,4.2,8,0.2869
3266,ZTF19aapcnzi_20190425_P60_v2.ascii,ZTF19aapcnzi_20190425_P60_v2_10,II,0.045125,II/2013ej/HET-LRS+2456505.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.7221002,0.27789977,-2.6082177,1.6,ZTF19aapcnzi,Ic,4,Ic-norm,5.4,4,0.0631
3267,ZTF19aapcnzi_20190427_P60_v1.ascii,ZTF19aapcnzi_20190427_P60_v1_10,II,0.0486875,II/2013ej/DEIMOS+2456506.96,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.37389648,0.6261035,-1.1482177,2.0,ZTF19aapcnzi,Ib,3,Ib-norm,5.45,3,0.4912
3268,ZTF19aapcnzi_20200124_Keck1_v1.ascii,ZTF19aapcnzi_20200124_Keck1_v1_10,IIn,0.0486875,IIn/2010jl/KAST+2455531.0469907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.7459062,0.25409383,43.54699,0.8,ZTF19aapcnzi,Gal,9,Gal,29.84,9,0.0473
3269,ZTF19aapcoqg_20190410_P60_v1.ascii,ZTF19aapcoqg_20190410_P60_v1_10,Ia-norm,0.086772,Ia-norm/2012cg/KAST+2456076.68,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.9963224,0.0036775894,-5.499426,1.8,ZTF19aapcoqg,Ia,9,Ia-norm,11.97,8,0.085
3270,ZTF19aapcqle_20190602_P200_v1.ascii,ZTF19aapcqle_20190602_P200_v1_10,Ia-02cx like,0.07175,Ia-02cx like/2012Z/LRIS+2455978.7589931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.39638266,0.60361737,11.44724,-2.0,ZTF19aapcqle,Ia,6,Ia-norm,5.23,4,0.2617
3271,ZTF19aapcvdi_20190502_P200_v1.ascii,ZTF19aapcvdi_20190502_P200_v1_10,Ia 99aa-like,0.07862775,Ia 99aa-like/1999aa/KAST+2451249.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9238465,0.07615354,17.0,-2.0,ZTF19aapcvdi,Ia,11,Ia-norm,25.54,9,0.0804
3272,ZTF19aapcvxi_20190410_P60_v1.ascii,ZTF19aapcvxi_20190410_P60_v1_10,Ia-norm,0.063,Ia-norm/2012cg/KAST+2456068.6859954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.3764023,0.6235977,-13.49343,1.0,ZTF19aapcvxi,Ia,11,Ia-norm,7.85,8,0.0557
3273,ZTF19aapcwdq_20190417_P60_v1.ascii,ZTF19aapcwdq_20190417_P60_v1_10,Ia 99aa-like,0.105,Ia 99aa-like/1999aa/KAST+2451232.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.98562783,0.014372165,0.0,0.6,ZTF19aapcwdq,Ia,9,Ia-norm,12.45,6,0.121
3274,ZTF19aapcxiy_20190422_P60_v1.ascii,ZTF19aapcxiy_20190422_P60_v1_10,Ia 99aa-like,0.08775,Ia 99aa-like/1999aa/KAST+2451232.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.99993145,6.853644e-05,0.0,0.8,ZTF19aapcxiy,Ia,11,Ia-norm,14.63,10,0.0965
3275,ZTF19aapdkza_20190427_P60_v1.ascii,ZTF19aapdkza_20190427_P60_v1_10,Ia-02cx like,0.078,Ia-02cx like/2005hk/DEIMOS+2453682.6919907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.63962317,0.36037686,-1.7129737,-0.6,ZTF19aapdkza,Ia,6,Ia-norm,5.2,6,0.3609
3276,ZTF19aapdkza_20190502_LT_v1.ascii,ZTF19aapdkza_20190502_LT_v1_10,Ia-norm,0.076,Ia-norm/2012cg/KAST+2456091.7259954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.74485564,0.25514433,9.54657,-1.8,ZTF19aapdkza,Ia,7,Ia-norm,13.4,6,0.0793
3277,ZTF19aapedmh_20190412_P60_v1.ascii,ZTF19aapedmh_20190412_P60_v1_10,IIb,0.078,IIb/2008aq/KAST+2454525.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.05659362,0.9434064,-5.28125,2.0,ZTF19aapedmh,Ia,3,Ia-norm,6.18,2,0.1084
3278,ZTF19aapeime_20190408_P60_v1.ascii,ZTF19aapeime_20190408_P60_v1_10,Ia-norm,0.0292845,Ia-norm/2012cu/KAST+2456096.7929977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.6058938,0.39410624,56097.293,-0.8,ZTF19aapeime,Ic,6,Ic-norm,6.52,6,0.4912
3279,ZTF19aapeime_20190408_P60_v2.ascii,ZTF19aapeime_20190408_P60_v2_10,Ic-BL,0.0292845,Ic-BL/PTF10vgv/HET-LRS+2455466.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.61111915,0.38888085,2.0,-2.0,ZTF19aapeime,Ia,8,Ia-norm,5.01,8,0.0292
3280,ZTF19aapeime_20190412_P60_v1.ascii,ZTF19aapeime_20190412_P60_v1_10,Ia-norm,0.02719275,Ia-norm/2012cu/KAST+2456105.745,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.5443123,0.45568767,56106.246,-0.6,ZTF19aapeime,Ia,9,Ia-norm,7.88,6,0.0315
3281,ZTF19aapeime_20190412_P60_v2.ascii,ZTF19aapeime_20190412_P60_v2_10,Ia-norm,0.0264955,Ia-norm/2012cu/KAST+2456105.745,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.5969188,0.40308118,56106.246,1.6,ZTF19aapeime,Ia,36,Ia-norm,8.39,24,0.0267
3282,ZTF19aapeime_20190421_NOT_v1.ascii,ZTF19aapeime_20190421_NOT_v1_10,Ia 02es-like,0.0264955,Ia 02es-like/PTF10ops/ISIS+2455409.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.92105883,0.07894115,11.0,-2.0,ZTF19aapeime,Ia,9,Ia-norm,18.79,8,0.0279
3283,ZTF19aapemqu_20190411_P60_v1.ascii,ZTF19aapemqu_20190411_P60_v1_10,Ia-norm,0.04085,Ia-norm/2012ht/KAST+2456385.9059954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.94742525,0.05257476,90.21519,1.4,ZTF19aapemqu,Ic,11,Ic-SLSN,14.62,11,0.2647
3284,ZTF19aapemqu_20190411_P60_v2.ascii,ZTF19aapemqu_20190411_P60_v2_10,Ibn,0.04515,Ibn/2010al/DBSP+2455273.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.3911827,0.60881734,-8.183261,2.0,ZTF19aapemqu,Gal,6,Gal,5.92,6,0.1623
3285,ZTF19aapfktd_20190420_P60_v1.ascii,ZTF19aapfktd_20190420_P60_v1_10,TDE H+He,0.09225,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.79766846,0.20233154,9.906065,1.6,ZTF19aapfktd,Ic,8,Ic-norm,7.74,8,0.2746
3286,ZTF19aapfktd_20190420_P60_v2.ascii,ZTF19aapfktd_20190420_P60_v2_10,Ia 99aa-like,0.08775,Ia 99aa-like/1999aa/KAST+2451232.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.99817723,0.0018227545,0.0,2.0,ZTF19aapfktd,Ia,8,Ia-norm,5.54,6,0.0932
3287,ZTF19aapfktd_20190502_P200_v1.ascii,ZTF19aapfktd_20190502_P200_v1_10,Ia-norm,0.08775,Ia-norm/2012fr/KAST+2456251.7999884,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.4788311,0.5211689,8.263325,2.0,ZTF19aapfktd,Ia,8,Ia-norm,18.55,7,0.0859
3288,ZTF19aapfmki_20190410_LT_v1.ascii,ZTF19aapfmki_20190410_LT_v1_10,Ia-rapid,0.0574245,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.48186302,0.518137,6.312002,2.0,ZTF19aapfmki,Ia,4,Ia-norm,7.58,4,0.2063
3289,ZTF19aapfmki_20190410_P60_v1.ascii,ZTF19aapfmki_20190410_P60_v1_10,Ibn,0.0519555,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.7421574,0.25784263,-1.3490046,2.0,ZTF19aapfmki,Ic,7,Ic-BL,4.47,4,0.1584
3290,ZTF19aapfmki_20190411_LT_v1.ascii,ZTF19aapfmki_20190411_LT_v1_10,Ia-rapid,0.0574245,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.4634212,0.53657883,6.312002,2.0,ZTF19aapfmki,Ib,5,IIb,3.96,3,0.159
3291,ZTF19aapfmki_20190412_LT_v1.ascii,ZTF19aapfmki_20190412_LT_v1_10,Ia-rapid,0.0574245,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.432806,0.567194,6.312002,2.0,ZTF19aapfmki,II,4,IIb,3.53,4,0.1658
3292,ZTF19aapfmki_20190414_LT_v1.ascii,ZTF19aapfmki_20190414_LT_v1_10,Ia-rapid,0.0574245,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.4615715,0.5384285,6.312002,1.4,ZTF19aapfmki,Ic,7,Ic-BL,4.21,7,0.0578
3293,ZTF19aapfmki_20190415_P60_v1.ascii,ZTF19aapfmki_20190415_P60_v1_10,Ia-CSM-(ambigious),0.0574245,Ia-CSM-(ambigious)/2002ic/BC-duPont+2452611.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.5817289,0.41827112,6.0,1.6,ZTF19aapfmki,II,2,Ibn,4.35,2,0.207
3294,ZTF19aapfmki_20190423_NOT_v3.ascii,ZTF19aapfmki_20190423_NOT_v3_10,Ibn,0.05332275,Ibn/2006jc/AFOSC+2454024.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.689322,0.310678,3.0,2.0,ZTF19aapfmki,Ib,6,Ibn,7.29,6,0.0587
3295,ZTF19aapfmki_20190423_P60_v1.ascii,ZTF19aapfmki_20190423_P60_v1_10,Ibn,0.0574245,Ibn/PS1-12sk/ALFOSC+2456017.3714236,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.42878684,0.5712131,3.8714235,2.0,ZTF19aapfmki,TDE,5,TDE,5.22,5,0.1541
3296,ZTF19aapfmki_20190428_P60_v1.ascii,ZTF19aapfmki_20190428_P60_v1_10,II,0.0574245,II/2013ej/HET-LRS+2456505.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.37831825,0.62168175,-2.6082177,2.0,ZTF19aapfmki,Ia,2,Ia-91bg,5.21,2,0.8723
3297,ZTF19aapfmrf_20190413_P200_v1.ascii,ZTF19aapfmrf_20190413_P200_v1_10,TDE H+He,0.01663575,TDE H+He/2019qiz/X-Shooter+2458891.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.2679469,0.7320531,128.0,2.0,ZTF19aapfmrf,Gal,10,Gal,11.37,10,0.0161
3298,ZTF19aapfnym_20190413_P60_v1.ascii,ZTF19aapfnym_20190413_P60_v1_10,II,0.0323,II/1999em/LRIS+2451490.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.12332023,0.8766798,8.0,1.4,ZTF19aapfnym,Ia,5,Ia-norm,5.68,5,0.4701
3299,ZTF19aapfnym_20190425_P60_v1.ascii,ZTF19aapfnym_20190425_P60_v1_10,FBOT,0.03315,FBOT/AT2018cow/ACAM+2458296.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.91113037,0.08886964,-19.5,0.8,ZTF19aapfnym,C-star,4,C-star,6.94,4,0.0322
3300,ZTF19aapfohi_20190704_P200_v1.ascii,ZTF19aapfohi_20190704_P200_v1_10,II,0.03553,II/2014G/AFOSC+2456755.4857292,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.20758618,0.79241383,76.985725,2.0,ZTF19aapfohi,II,10,II-norm,9.71,10,0.036
3301,ZTF19aapfohi_20190704_P200_v2.ascii,ZTF19aapfohi_20190704_P200_v2_10,II,0.038335,II/2013fs/FLOYDS-S+2456602.9005671,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.9952186,0.004781426,26.59295,-1.8,ZTF19aapfohi,II,9,II-norm,11.05,9,0.0358
3302,ZTF19aaphgxg_20190418_P60_v1.ascii,ZTF19aaphgxg_20190418_P60_v1_10,Ic-BL,0.0357,Ic-BL/2006aj/FORS2+2453789.5259954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.98211026,0.017889708,5.0259953,2.0,ZTF19aaphgxg,Ib,3,Ib-norm,5.23,3,0.7249
3303,ZTF19aaphifl_20190421_P60_v1.ascii,ZTF19aaphifl_20190421_P60_v1_10,Ibn,0.0277875,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.9166269,0.0833731,-1.3490046,2.0,ZTF19aaphifl,II,6,II-norm,6.16,5,0.0567
3304,ZTF19aaphifl_20190421_P60_v2.ascii,ZTF19aaphifl_20190421_P60_v2_10,Ia-norm,0.0285,Ia-norm/2013dy/HET-LRS+2456506.74,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9883723,0.011627693,6.24,2.0,ZTF19aaphifl,Ib,1,Ib-norm,6.7,1,1.119
3305,ZTF19aaphifl_20190425_P60_v1.ascii,ZTF19aaphifl_20190425_P60_v1_10,Ibn,0.029925,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.22334068,0.7766593,-1.3490046,2.0,ZTF19aaphifl,Ia,8,Ia-norm,5.7,4,0.1185
3306,ZTF19aaphifl_20190426_P60_v1.ascii,ZTF19aaphifl_20190426_P60_v1_10,Ibn,0.029925,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.25896028,0.74103975,-1.3490046,2.0,ZTF19aaphifl,Ia,4,Ia-norm,4.21,4,0.3367
3307,ZTF19aaphifl_20190505_P60_v1.ascii,ZTF19aaphifl_20190505_P60_v1_10,Ibn,0.029925,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.3172,0.6828,-1.3490046,2.0,ZTF19aaphifl,Ia,7,Ia-91T,4.89,6,0.2555
3308,ZTF19aaphifl_20190507_Keck1_v2.ascii,ZTF19aaphifl_20190507_Keck1_v2_10,Ic,0.029925,Ic/2019bkc/RSS+2458554.45,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.72363716,0.27636284,7.05,-1.0,ZTF19aaphifl,Ib,3,Ic-SLSN,4.46,3,0.0509
3309,ZTF19aaphifl_20190507_Keck1_v3.ascii,ZTF19aaphifl_20190507_Keck1_v3_10,Ic,0.029925,Ic/2019bkc/RSS+2458554.45,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.72363716,0.27636284,7.05,-1.0,ZTF19aaphifl,Ib,4,IIb,4.23,3,0.0482
3310,ZTF19aaphmto_20190412_P60_v1.ascii,ZTF19aaphmto_20190412_P60_v1_10,Ia-norm,0.084,Ia-norm/2009Y/Other+2454870.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.718596,0.28140402,-5.6443324,1.2,ZTF19aaphmto,Ia,10,Ia-norm,15.73,9,0.0662
3311,ZTF19aaphntn_20200727_P60_v1.ascii,ZTF19aaphntn_20200727_P60_v1_10,Ia 99aa-like,0.09,Ia 99aa-like/1999aa/KAST+2451232.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.9992087,0.0007913343,0.0,0.2,ZTF19aaphntn,Ia,33,Ia-norm,14.68,23,0.0948
3312,ZTF19aapnzde_20190413_P60_v1.ascii,ZTF19aapnzde_20190413_P60_v1_10,IIb,0.0673265,IIb/2013df/HET-LRS+2456481.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.22614501,0.773855,14.0,-1.6,ZTF19aapnzde,Ia,7,Ia-norm,7.01,7,0.0744
3313,ZTF19aapnzde_20190413_P60_v2.ascii,ZTF19aapnzde_20190413_P60_v2_10,SLSN-I,0.0744135,SLSN-I/PTF10aagc/LRIS+2455593.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.65899545,0.34100458,55594.0,0.0,ZTF19aapnzde,Ia,9,Ia-91T,6.57,5,0.0898
3314,ZTF19aapocyd_20190415_P60_v1.ascii,ZTF19aapocyd_20190415_P60_v1_10,Ic-BL,0.063,Ic-BL/2002ap/FOSC+2452306.1943981,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.21412693,0.78587306,-5.305602,-2.0,ZTF19aapocyd,II,3,Ib-norm,6.5,3,0.2802
3315,ZTF19aapocyd_20190509_P60_v1.ascii,ZTF19aapocyd_20190509_P60_v1_10,Ia 99aa-like,0.057,Ia 99aa-like/1999aa/KAST+2451249.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.73141074,0.2685893,17.0,-0.4,ZTF19aapocyd,Ia,10,Ia-norm,9.16,6,0.054
3316,ZTF19aapocyd_20190519_LT_v1.ascii,ZTF19aapocyd_20190519_LT_v1_10,Ia-norm,0.063,Ia-norm/2007sr/BC-duPont+2454470.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.27100003,0.729,20.0,2.0,ZTF19aapocyd,Ia,9,Ia-91T,14.36,5,0.0551
3317,ZTF19aapqrsh_20190418_P60_v1.ascii,ZTF19aapqrsh_20190418_P60_v1_10,Ibn,0.0221445,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9902688,0.009731184,-1.3490046,0.8,ZTF19aapqrsh,Ia,2,Ia-norm,3.72,2,0.409
3318,ZTF19aapqrsh_20190423_P60_v1.ascii,ZTF19aapqrsh_20190423_P60_v1_10,Ia-norm,0.02272725,Ia-norm/2011by/KAST+2455742.7209954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.9775819,0.022418063,52.220997,2.0,ZTF19aapqrsh,Ia,8,Ia-norm,10.93,5,0.0232
3319,ZTF19aapreis_20190513_NTT_v1.ascii,ZTF19aapreis_20190513_NTT_v1_10,II,0.05376,II/2012aw/ALFOSC+2456005.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.3757784,0.62422156,-5.744294,2.0,ZTF19aapreis,Gal,9,Gal,13.35,9,0.051
3320,ZTF19aapreis_20190513_P60_v1.ascii,ZTF19aapreis_20190513_P60_v1_10,Ic-BL,0.05376,Ic-BL/2002ap/FOSC+2452306.1943981,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.3272455,0.6727545,-5.305602,2.0,ZTF19aapreis,C-star,3,C-star,3.7,3,0.1975
3321,ZTF19aapreis_20190513_P60_v2.ascii,ZTF19aapreis_20190513_P60_v2_10,Ic-BL,0.05376,Ic-BL/2002ap/FOSC+2452306.1943981,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.3090923,0.69090766,-5.305602,2.0,ZTF19aapreis,C-star,5,C-star,4.35,5,0.1998
3322,ZTF19aapreis_20190529_DCT_v1.ascii,ZTF19aapreis_20190529_DCT_v1_10,TDE H+He,0.0512,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.20076388,0.7992361,9.906065,1.2,ZTF19aapreis,II,4,IIn,9.64,4,0.0508
3323,ZTF19aapreis_20190607_Lick_3-m_v1.ascii,ZTF19aapreis_20190607_Lick_3-m_v1_10,II,0.05376,II/2016esw/KAST+2457614.7929977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.3733934,0.62660664,0.5936386,-0.6,ZTF19aapreis,Gal,5,Gal,13.5,5,0.05
3324,ZTF19aapreis_20190627_Lick_3-m_v1.ascii,ZTF19aapreis_20190627_Lick_3-m_v1_10,II,0.04992,II/2002hh/KAST+2456125.855,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.20455204,0.79544795,3544.355,0.0,ZTF19aapreis,Gal,6,Gal,8.12,6,0.0502
3325,ZTF19aapreis_20190629_DCT_v1.ascii,ZTF19aapreis_20190629_DCT_v1_10,Ia-CSM,0.05248,Ia-CSM/2016iks/EFOSC2-NTT+2457638.6053472,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.65628386,0.3437161,57639.105,-2.0,ZTF19aapreis,AGN,5,AGN,11.35,5,0.0498
