,ZTF_Name,Version,subject_ids,NoMatch,#1,#2,#3,#4,#5
2527,ZTF18adasisj,ZTF18adasisj_20181231_P60_v1.ascii,53626091,3,3,0,5,0,0
2528,ZTF18adasisj,ZTF18adasisj_20181231_WHT_v1.ascii,53626092,0,1,6,3,0,1
2529,ZTF18adasisj,ZTF18adasisj_20181231_WHT_v3.ascii,53626093,3,6,8,2,3,0
2530,ZTF18adasisj,ZTF18adasisj_20190128_LT_v1.ascii,53626094,2,0,3,0,6,2
2531,ZTF18adasisj,ZTF18adasisj_20190211_NOT_v1.ascii,53626095,1,0,3,1,1,3
2532,ZTF18adasisj,ZTF18adasisj_20190220_NOT_v1.ascii,53626096,2,9,4,5,0,2
2533,ZTF18adaslwa,ZTF18adaslwa_20181230_P60_v1.ascii,53626097,0,6,3,0,0,1
2534,ZTF18adasopt,ZTF18adasopt_20181231_P60_v1.ascii,53626098,5,0,3,3,0,2
2535,ZTF18adasopt,ZTF18adasopt_20181231_WHT_v1.ascii,53626099,1,6,1,1,2,0
2536,ZTF18adathpb,ZTF18adathpb_20190103_P60_v1.ascii,53626100,0,2,5,0,1,8
2537,ZTF18adatosi,ZTF18adatosi_20190112_P200_v1.ascii,53626101,2,4,4,11,2,3
2538,ZTF18adaykvg,ZTF18adaykvg_20190103_P60_v1.ascii,53626102,11,0,4,4,0,6
2539,ZTF18adaykvg,ZTF18adaykvg_20190104_Keck1_v1.ascii,53626103,2,21,2,0,0,0
2540,ZTF18adaylyq,ZTF18adaylyq_20181231_P60_v1.ascii,53626104,3,6,0,0,2,0
2541,ZTF18adaylyq,ZTF18adaylyq_20181231_P60_v2.ascii,53626105,3,1,1,2,2,2
2542,ZTF18adaylyq,ZTF18adaylyq_20190104_P60_v1.ascii,53626106,1,3,7,3,3,0
2543,ZTF18adaymez,ZTF18adaymez_20181230_P60_v1.ascii,53626107,7,0,1,2,0,1
2544,ZTF18adaymez,ZTF18adaymez_20181231_P60_v1.ascii,53626108,5,0,0,1,4,0
